configuration,scheme,mantissa_bits,shot,syndrome_converged,logically_correct,logical_classification_agrees_with_float,exact_correction_agrees_with_float,correction_hamming_distance,iterations,relay_legs,relay_legs_agree_with_float,edge_saturation,state_saturation,guard_saturation,edge_nonzero_to_zero,state_nonzero_to_zero,edge_value_count,state_value_count,edge_exponent_min,edge_exponent_max,state_exponent_min,state_exponent_max,edge_exponent_changes,state_exponent_changes
balanced,A_separate,12,95,1,1,1,0,22,131,2,0,0,0,0,391320,1913206,102525840,17751024,0,30,0,30,60,60
balanced,A_separate,12,96,1,1,1,0,35,180,3,0,0,0,0,391320,1921066,140875200,24390720,0,31,0,31,66,66
balanced,A_separate,12,97,1,1,1,0,47,164,3,0,0,0,0,391320,2439808,128352960,22222656,0,28,0,28,59,59
balanced,A_separate,12,98,1,1,1,0,26,21,1,1,0,0,0,0,79,16435440,2845584,0,4,0,4,4,4
balanced,A_separate,12,99,1,1,1,0,35,140,2,0,0,0,0,391320,1712471,109569600,18970560,0,28,0,28,57,57
balanced,A_separate,12,100,1,1,1,0,53,136,2,0,0,0,0,391320,1679515,106439040,18428544,0,29,0,29,59,59
balanced,A_separate,12,101,1,1,1,0,26,122,2,0,0,0,0,391320,947587,95482080,16531488,0,12,0,12,26,26
balanced,A_separate,12,102,1,1,1,0,25,172,3,0,0,0,0,391320,2065078,134614080,23306688,0,33,0,33,70,70
balanced,A_separate,12,103,1,1,1,0,45,303,5,0,0,0,0,391320,1746693,237139920,41057712,0,29,0,29,68,68
balanced,A_separate,12,104,1,1,1,0,41,132,2,0,0,0,0,391320,1825569,103308480,17886528,0,30,0,30,60,60
balanced,A_separate,12,105,1,1,1,0,48,485,8,0,0,0,0,391320,1894482,379580400,65719440,0,29,0,29,82,82
balanced,A_separate,12,106,1,1,1,0,32,128,2,0,0,0,0,391320,804633,100177920,17344512,0,11,0,11,24,24
balanced,A_separate,12,107,1,1,1,0,34,169,3,0,0,0,0,391320,733230,132266160,22900176,0,9,0,9,22,22
balanced,A_separate,12,108,1,1,1,0,32,18,1,0,0,0,0,0,27,14087520,2439072,0,1,0,1,1,1
balanced,A_separate,12,109,1,1,1,0,46,108,2,0,0,0,0,391320,1527887,84525120,14634432,0,10,0,10,21,21
balanced,A_separate,12,110,1,1,1,0,56,313,5,0,0,0,0,391320,1915946,244966320,42412752,0,26,0,26,61,61
balanced,A_separate,12,111,1,1,1,0,47,178,3,0,0,0,0,391320,297849,139309920,24119712,0,7,0,7,17,17
balanced,A_separate,12,112,1,1,1,0,46,248,4,0,0,0,0,391320,1797555,194094720,33604992,0,29,0,29,66,66
balanced,A_separate,12,113,1,1,1,0,45,132,2,0,0,0,0,391320,1815655,103308480,17886528,0,29,0,29,58,58
balanced,A_separate,12,114,1,1,1,0,40,240,4,0,0,0,0,391320,1752734,187833600,32520960,0,29,0,29,66,66
balanced,A_separate,12,115,1,1,1,0,24,111,2,0,0,0,0,391320,408326,86873040,15040944,0,8,0,8,17,17
balanced,A_separate,12,116,1,1,1,0,33,166,3,0,0,0,0,391320,2003444,129918240,22493664,0,33,0,33,67,67
balanced,A_separate,12,117,1,1,1,0,46,177,3,0,0,0,0,391320,1843188,138527280,23984208,0,29,0,29,61,61
balanced,A_separate,12,118,1,1,1,0,18,23,1,1,0,0,0,0,67,18000720,3116592,0,3,0,3,3,3
balanced,A_separate,12,119,1,1,1,0,34,133,2,0,0,0,0,391320,1839314,104091120,18022032,0,10,0,10,22,22
balanced,A_separate,12,120,1,1,1,0,16,182,3,0,0,0,0,391320,1864804,142440480,24661728,0,31,0,31,66,66
balanced,A_separate,12,121,1,1,1,0,59,172,3,0,0,0,0,391320,1648141,134614080,23306688,0,29,0,29,60,60
balanced,A_separate,12,122,1,1,1,0,27,139,2,0,0,0,0,391320,2013179,108786960,18835056,0,31,0,31,63,63
balanced,A_separate,12,123,1,1,1,0,13,21,1,1,0,0,0,0,38,16435440,2845584,0,3,0,3,3,3
balanced,A_separate,12,124,1,1,1,0,28,285,5,0,0,0,0,391320,1875225,223052400,38618640,0,31,0,31,73,73
balanced,A_separate,12,125,1,1,1,0,13,21,1,1,0,0,0,0,25,16435440,2845584,0,3,0,3,3,3
balanced,A_separate,12,126,1,1,1,0,30,140,2,0,0,0,0,391320,1676690,109569600,18970560,0,29,0,29,59,59
balanced,A_separate,12,127,1,1,1,0,63,135,2,0,0,0,0,391320,1607386,105656400,18293040,0,9,0,9,19,19
balanced,B_separate_75pct,10,0,1,1,1,0,38,137,2,0,0,0,0,391320,2226017,107221680,18564048,0,33,0,33,68,68
balanced,B_separate_75pct,10,1,1,1,1,0,42,348,6,0,0,0,0,391320,1538250,272358720,47155392,0,6,0,6,54,54
balanced,B_separate_75pct,10,2,1,1,1,0,50,695,12,0,0,0,0,391320,1969478,543934800,94175280,0,9,0,9,111,111
balanced,B_separate_75pct,10,3,1,1,1,0,55,283,5,0,0,0,0,391320,2557811,221487120,38347632,0,33,0,33,99,99
balanced,B_separate_75pct,10,4,1,1,1,0,29,249,4,0,0,0,0,391320,2579122,194877360,33740496,0,36,0,36,90,92
balanced,B_separate_75pct,10,5,1,1,1,0,30,216,4,0,0,0,0,0,1964373,169050240,29268864,0,7,0,7,34,34
balanced,B_separate_75pct,10,6,1,1,1,0,41,575,10,0,0,0,0,391320,1093583,450018000,77914800,0,5,0,5,88,90
balanced,B_separate_75pct,10,7,1,1,1,0,33,193,3,0,0,0,0,391320,2920991,151049520,26152272,0,9,0,9,33,33
balanced,B_separate_75pct,10,8,1,1,1,0,39,156,3,0,0,0,0,391320,1865289,122091840,21138624,0,8,0,8,33,31
balanced,B_separate_75pct,10,9,1,1,1,0,28,223,4,0,0,0,0,0,637282,174528720,30217392,0,5,0,5,37,35
balanced,B_separate_75pct,10,10,1,1,1,0,39,284,5,0,0,0,0,391320,1121604,222269760,38483136,0,6,0,6,47,45
balanced,B_separate_75pct,10,11,1,1,1,0,63,195,3,0,0,0,0,391320,2433910,152614800,26423280,0,10,0,10,34,34
balanced,B_separate_75pct,10,12,1,1,1,0,54,127,2,0,0,0,0,391320,1236880,99395280,17209008,0,10,0,10,23,23
balanced,B_separate_75pct,10,13,1,1,1,0,58,122,2,0,0,0,0,391320,2340813,95482080,16531488,0,9,0,9,21,21
balanced,B_separate_75pct,10,14,1,1,1,0,30,134,2,0,0,0,0,391320,2229803,104873760,18157536,0,10,0,10,27,27
balanced,B_separate_75pct,10,15,1,1,1,0,82,358,6,0,0,0,0,391320,1003090,280185120,48510432,0,6,0,6,47,47
balanced,B_separate_75pct,10,16,1,1,1,0,44,379,6,0,0,0,0,391320,2682635,296620560,51356016,0,34,0,34,104,104
balanced,B_separate_75pct,10,17,1,1,1,0,54,413,7,0,0,0,0,391320,2081862,323230320,55963152,0,11,0,11,76,74
balanced,B_separate_75pct,10,18,0,0,0,0,1276,980,16,0,0,0,0,391320,3251105,766987200,132793920,0,8,0,8,133,135
balanced,B_separate_75pct,10,19,1,1,1,0,53,221,4,0,0,0,0,0,1936674,172963440,29946384,0,7,0,7,37,37
balanced,B_separate_75pct,10,20,1,1,1,0,26,115,2,0,0,0,0,391320,587063,90003600,15582960,0,7,0,7,15,15
balanced,B_separate_75pct,10,21,1,1,1,0,22,172,3,0,0,0,0,391320,2581302,134614080,23306688,0,36,0,36,79,79
balanced,B_separate_75pct,10,22,1,1,1,0,44,517,9,0,0,0,0,391320,2940377,404624880,70055568,0,34,0,34,136,138
balanced,B_separate_75pct,10,23,1,1,1,0,35,181,3,0,0,0,0,391320,2391698,141657840,24526224,0,33,0,33,73,73
balanced,B_separate_75pct,10,24,1,1,1,0,36,534,9,0,0,0,0,391320,985842,417929760,72359136,0,5,0,5,74,74
balanced,B_separate_75pct,10,25,1,1,1,0,29,112,2,0,0,0,0,391320,2100924,87655680,15176448,0,8,0,8,18,18
balanced,B_separate_75pct,10,26,1,1,1,0,43,132,2,0,0,0,0,0,259352,103308480,17886528,0,5,0,5,19,19
balanced,B_separate_75pct,10,27,1,1,1,0,18,110,2,0,0,0,0,0,2496972,86090400,14905440,0,10,0,10,23,23
balanced,B_separate_75pct,10,28,1,1,1,0,44,717,12,0,0,0,0,391320,2312977,561152880,97156368,0,9,0,9,119,117
balanced,B_separate_75pct,10,29,1,1,1,0,31,821,14,0,0,0,0,0,2594194,642547440,111248784,0,7,0,7,126,126
balanced,B_separate_75pct,10,30,1,1,1,0,26,279,5,0,0,0,0,391320,2972890,218356560,37805616,0,31,0,31,85,87
balanced,B_separate_75pct,10,31,1,1,1,0,33,302,5,0,0,0,0,391320,2330163,236357280,40922208,0,8,0,8,51,49
balanced,B_separate_75pct,10,32,1,1,1,0,43,121,2,0,0,0,0,391320,1148440,94699440,16395984,0,10,0,10,23,23
balanced,B_separate_75pct,10,33,1,1,1,0,34,749,13,0,0,0,0,391320,4126560,586197360,101492496,0,32,0,32,179,179
balanced,B_separate_75pct,10,34,1,1,1,0,53,660,11,0,0,0,0,391320,2838049,516542400,89432640,0,12,0,12,122,120
balanced,B_separate_75pct,10,35,1,1,1,0,42,181,3,0,0,0,0,391320,2846939,141657840,24526224,0,30,0,30,67,67
balanced,B_separate_75pct,10,36,1,1,1,0,54,295,5,0,0,0,0,391320,962514,230878800,39973680,0,6,0,6,39,39
balanced,B_separate_75pct,10,37,0,0,1,0,77,980,16,1,0,0,0,391320,4997059,766987200,132793920,0,7,0,7,118,120
balanced,B_separate_75pct,10,38,0,0,0,0,67,980,16,0,0,0,0,391320,4163622,766987200,132793920,0,10,0,10,168,168
balanced,B_separate_75pct,10,39,1,1,1,0,48,426,7,0,0,0,0,391320,1322832,333404640,57724704,0,9,0,9,80,80
balanced,B_separate_75pct,10,40,1,1,1,0,28,121,2,0,0,0,0,391320,2503940,94699440,16395984,0,10,0,10,26,26
balanced,B_separate_75pct,10,41,1,1,1,0,19,192,3,0,0,0,0,391320,2802506,150266880,26016768,0,35,0,35,84,84
balanced,B_separate_75pct,10,42,1,1,1,0,61,192,3,0,0,0,0,391320,2496681,150266880,26016768,0,10,0,10,32,32
balanced,B_separate_75pct,10,43,1,1,1,0,41,137,2,0,0,0,0,391320,2746520,107221680,18564048,0,10,0,10,29,29
balanced,B_separate_75pct,10,44,1,1,1,0,40,161,3,0,0,0,0,391320,2622686,126005040,21816144,0,10,0,10,32,32
balanced,B_separate_75pct,10,45,1,1,1,0,34,279,5,0,0,0,0,391320,2528651,218356560,37805616,0,33,0,33,102,102
balanced,B_separate_75pct,10,46,1,1,1,0,39,660,11,0,0,0,0,391320,1954360,516542400,89432640,0,5,0,5,93,91
balanced,B_separate_75pct,10,47,1,1,1,0,38,699,12,0,0,0,0,391320,2948684,547065360,94717296,0,9,0,9,145,145
balanced,B_separate_75pct,10,48,1,1,1,0,44,180,3,0,0,0,0,391320,1740593,140875200,24390720,0,7,0,7,24,24
balanced,B_separate_75pct,10,49,1,1,1,0,45,119,2,0,0,0,0,391320,534681,93134160,16124976,0,7,0,7,18,18
balanced,B_separate_75pct,10,50,0,0,0,0,939,980,16,0,0,0,0,391320,3210604,766987200,132793920,0,11,0,11,180,180
balanced,B_separate_75pct,10,51,1,1,1,0,32,123,2,0,0,0,0,391320,762186,96264720,16666992,0,7,0,7,20,20
balanced,B_separate_75pct,10,52,1,1,1,0,25,106,2,0,0,0,0,391320,1529499,82959840,14363424,0,9,0,9,20,20
balanced,B_separate_75pct,10,53,1,1,1,0,39,389,7,0,0,0,0,391320,1126668,304446960,52711056,0,6,0,6,55,55
balanced,B_separate_75pct,10,54,0,0,0,0,740,980,16,0,0,0,0,391320,4243116,766987200,132793920,0,11,0,11,155,157
balanced,B_separate_75pct,10,55,1,1,1,0,65,664,11,0,0,0,0,391320,2097054,519672960,89974656,0,10,0,10,94,94
balanced,B_separate_75pct,10,56,1,1,1,0,39,276,5,0,0,0,0,391320,2153267,216008640,37399104,0,11,0,11,54,54
balanced,B_separate_75pct,10,57,1,1,1,0,52,195,3,0,0,0,0,391320,2544451,152614800,26423280,0,34,0,34,80,80
balanced,B_separate_75pct,10,58,1,1,1,0,34,358,6,0,0,0,0,391320,1661487,280185120,48510432,0,7,0,7,41,41
balanced,B_separate_75pct,10,59,1,1,1,0,47,679,11,0,0,0,0,391320,1468165,531412560,92007216,0,6,0,6,100,100
balanced,B_separate_75pct,10,60,1,1,1,0,28,339,6,0,0,0,0,391320,3215959,265314960,45935856,0,10,0,10,74,72
balanced,B_separate_75pct,10,61,1,1,1,0,54,883,15,0,0,0,0,391320,1803680,691071120,119650032,0,5,0,5,142,138
balanced,B_separate_75pct,10,62,1,1,1,0,32,159,3,0,0,0,0,391320,340220,124439760,21545136,0,6,0,6,30,30
balanced,B_separate_75pct,10,63,1,1,1,0,34,223,4,0,0,0,0,0,412647,174528720,30217392,0,5,0,5,39,39
balanced,B_separate_75pct,10,64,1,1,1,0,22,220,4,0,0,0,0,391320,1950551,172180800,29810880,0,7,0,7,28,30
balanced,B_separate_75pct,10,65,1,1,1,0,32,158,3,0,0,0,0,391320,2404080,123657120,21409632,0,35,0,35,79,79
balanced,B_separate_75pct,10,66,1,1,1,0,32,118,2,0,0,0,0,391320,1736465,92351520,15989472,0,13,0,13,29,29
balanced,B_separate_75pct,10,67,1,1,1,0,54,199,3,0,0,0,0,391320,1706854,155745360,26965296,0,11,0,11,43,43
balanced,B_separate_75pct,10,68,1,1,1,0,47,319,5,0,0,0,0,391320,2919068,249662160,43225776,0,10,0,10,61,61
balanced,B_separate_75pct,10,69,0,0,0,0,43,980,16,0,0,0,0,391320,2301027,766987200,132793920,0,6,0,6,142,146
balanced,B_separate_75pct,10,70,1,1,1,0,46,611,10,0,0,0,0,391320,1321131,478193040,82792944,0,6,0,6,74,74
balanced,B_separate_75pct,10,71,1,1,1,0,15,214,4,0,0,0,0,391320,2516941,167484960,28997856,0,34,0,34,84,84
balanced,B_separate_75pct,10,72,1,1,1,0,31,109,2,0,0,0,0,391320,511534,85307760,14769936,0,6,0,6,15,15
balanced,B_separate_75pct,10,73,1,1,1,0,43,288,5,0,0,0,0,0,719969,225400320,39025152,0,6,0,6,45,45
balanced,B_separate_75pct,10,74,1,1,1,0,38,118,2,0,0,0,0,391320,292850,92351520,15989472,0,5,0,5,13,13
balanced,B_separate_75pct,10,75,1,1,1,0,38,435,7,0,0,0,0,391320,834091,340448400,58944240,0,5,0,5,70,72
balanced,B_separate_75pct,10,76,1,1,1,0,46,137,2,0,0,0,0,391320,1767963,107221680,18564048,0,8,0,8,23,23
balanced,B_separate_75pct,10,77,1,1,1,0,31,122,2,0,0,0,0,0,2562879,95482080,16531488,0,9,0,9,20,20
balanced,B_separate_75pct,10,78,1,1,1,0,39,426,7,0,0,0,0,391320,2149486,333404640,57724704,0,15,0,15,101,101
balanced,B_separate_75pct,10,79,1,1,1,0,35,163,3,0,0,0,0,391320,467543,127570320,22087152,0,6,0,6,29,29
balanced,B_separate_75pct,10,80,1,1,1,0,56,320,5,0,0,0,0,391320,2707967,250444800,43361280,0,9,0,9,50,52
balanced,B_separate_75pct,10,81,1,1,1,0,37,397,7,0,0,0,0,391320,2020422,310708080,53795088,0,9,0,9,74,74
balanced,B_separate_75pct,10,82,1,1,1,0,38,251,4,0,0,0,0,391320,1792817,196442640,34011504,0,9,0,9,45,45
balanced,B_separate_75pct,10,83,1,1,1,0,33,285,5,0,0,0,0,391320,1220565,223052400,38618640,0,9,0,9,55,53
balanced,B_separate_75pct,10,84,1,1,1,0,49,287,5,0,0,0,0,391320,1525770,224617680,38889648,0,6,0,6,43,45
balanced,B_separate_75pct,10,85,1,1,1,0,22,516,9,0,0,0,0,391320,2916693,403842240,69920064,0,9,0,9,99,99
balanced,B_separate_75pct,10,86,1,1,1,0,43,701,12,0,0,0,0,391320,3368059,548630640,94988304,0,33,0,33,167,169
balanced,B_separate_75pct,10,87,1,1,1,0,32,478,8,0,0,0,0,391320,3633243,374101920,64770912,0,10,0,10,84,88
balanced,B_separate_75pct,10,88,1,1,1,0,54,137,2,0,0,0,0,391320,2276175,107221680,18564048,0,33,0,33,68,68
balanced,B_separate_75pct,10,89,1,1,1,0,26,194,3,0,0,0,0,391320,2047071,151832160,26287776,0,8,0,8,31,31
balanced,B_separate_75pct,10,90,1,1,1,0,42,108,2,0,0,0,0,391320,2508503,84525120,14634432,0,9,0,9,20,20
balanced,B_separate_75pct,10,91,0,0,0,0,230,980,16,0,0,0,0,391320,3742412,766987200,132793920,0,8,0,8,131,129
balanced,B_separate_75pct,10,92,1,1,1,0,32,275,5,0,0,0,0,391320,2168356,215226000,37263600,0,9,0,9,45,45
balanced,B_separate_75pct,10,93,1,1,1,0,30,740,12,0,0,0,0,391320,2872621,579153600,100272960,0,8,0,8,132,130
balanced,B_separate_75pct,10,94,1,1,1,0,57,410,7,0,0,0,0,391320,1689414,320882400,55556640,0,10,0,10,67,67
balanced,B_separate_75pct,10,95,1,1,1,0,21,104,2,0,0,0,0,391320,2338887,81394560,14092416,0,9,0,9,20,20
balanced,B_separate_75pct,10,96,1,1,1,0,40,106,2,0,0,0,0,0,848177,82959840,14363424,0,9,0,9,21,21
balanced,B_separate_75pct,10,97,1,1,1,0,62,412,7,0,0,0,0,391320,3003162,322447680,55827648,0,10,0,10,73,73
balanced,B_separate_75pct,10,98,1,1,1,0,47,135,2,0,0,0,0,391320,2953335,105656400,18293040,0,10,0,10,20,20
balanced,B_separate_75pct,10,99,1,1,1,0,48,238,4,0,0,0,0,391320,2438006,186268320,32249952,0,9,0,9,35,35
balanced,B_separate_75pct,10,100,1,1,1,0,62,399,7,0,0,0,0,391320,2708288,312273360,54066096,0,32,0,32,120,120
balanced,B_separate_75pct,10,101,1,1,1,0,26,130,2,0,0,0,0,0,2704570,101743200,17615520,0,9,0,9,24,24
balanced,B_separate_75pct,10,102,1,1,1,0,36,182,3,0,0,0,0,391320,1023952,142440480,24661728,0,8,0,8,28,30
balanced,B_separate_75pct,10,103,1,1,1,0,58,552,9,0,0,0,0,391320,2795612,432017280,74798208,0,7,0,7,72,73
balanced,B_separate_75pct,10,104,1,1,1,0,35,106,2,0,0,0,0,391320,1202606,82959840,14363424,0,8,0,8,16,16
balanced,B_separate_75pct,10,105,0,0,0,0,65,980,16,0,0,0,0,391320,4399339,766987200,132793920,0,9,0,9,148,154
balanced,B_separate_75pct,10,106,1,1,1,0,34,132,2,0,0,0,0,391320,762520,103308480,17886528,0,7,0,7,17,17
balanced,B_separate_75pct,10,107,1,1,1,0,31,184,3,0,0,0,0,391320,980997,144005760,24932736,0,8,0,8,26,26
balanced,B_separate_75pct,10,108,1,1,1,0,26,236,4,1,0,0,0,391320,786289,184703040,31978944,0,6,0,6,30,30
balanced,B_separate_75pct,10,109,1,1,1,0,38,221,4,0,0,0,0,391320,2336808,172963440,29946384,0,9,0,9,35,35
balanced,B_separate_75pct,10,110,1,1,1,0,45,659,11,0,0,0,0,391320,3255873,515759760,89297136,0,31,0,31,127,127
balanced,B_separate_75pct,10,111,1,1,1,0,57,372,6,0,0,0,0,391320,760799,291142080,50407488,0,5,0,5,57,57
balanced,B_separate_75pct,10,112,1,1,1,0,20,456,8,0,0,0,0,391320,2030067,356883840,61789824,0,13,0,13,95,96
balanced,B_separate_75pct,10,113,1,1,1,0,40,111,2,0,0,0,0,391320,1339521,86873040,15040944,0,12,0,12,25,25
balanced,B_separate_75pct,10,114,1,1,1,0,63,477,8,0,0,0,0,0,1094318,373319280,64635408,0,6,0,6,74,74
balanced,B_separate_75pct,10,115,1,1,1,0,33,192,3,0,0,0,0,391320,398600,150266880,26016768,0,6,0,6,33,33
balanced,B_separate_75pct,10,116,1,1,1,0,44,313,5,0,0,0,0,391320,2919382,244966320,42412752,0,34,0,34,103,103
balanced,B_separate_75pct,10,117,1,1,1,0,53,353,6,0,0,0,0,391320,2803996,276271920,47832912,0,12,0,12,61,61
balanced,B_separate_75pct,10,118,1,1,1,0,38,216,4,0,0,0,0,391320,2220374,169050240,29268864,0,9,0,9,33,33
balanced,B_separate_75pct,10,119,1,1,1,0,21,354,6,0,0,0,0,391320,1609402,277054560,47968416,0,11,0,11,66,66
balanced,B_separate_75pct,10,120,1,1,1,0,47,457,8,0,0,0,0,391320,1865968,357666480,61925328,0,11,0,11,82,82
balanced,B_separate_75pct,10,121,1,1,1,0,52,474,8,0,0,0,0,0,1988358,370971360,64228896,0,8,0,8,74,74
balanced,B_separate_75pct,10,122,1,1,1,0,22,191,3,0,0,0,0,391320,2964586,149484240,25881264,0,12,0,12,42,42
balanced,B_separate_75pct,10,123,1,1,1,0,38,305,5,0,0,0,0,391320,1288498,238705200,41328720,0,9,0,9,57,57
balanced,B_separate_75pct,10,124,1,1,1,0,33,332,6,0,0,0,0,391320,2921428,259836480,44987328,0,10,0,10,58,56
balanced,B_separate_75pct,10,125,1,1,1,0,26,102,2,0,0,0,0,0,853270,79829280,13821408,0,8,0,8,19,19
balanced,B_separate_75pct,10,126,1,1,1,0,32,149,3,0,0,0,0,0,1888879,116613360,20190096,0,8,0,8,31,29
balanced,B_separate_75pct,10,127,1,1,1,0,23,886,15,0,0,0,0,391320,4030244,693419040,120056544,0,11,0,11,153,153
balanced,B_separate_75pct,12,0,1,1,1,0,32,15,1,1,0,0,0,0,15,11739600,2032560,0,1,0,1,1,1
balanced,B_separate_75pct,12,1,1,1,1,0,41,179,3,0,0,0,0,391320,202983,140092560,24255216,0,6,0,6,18,18
balanced,B_separate_75pct,12,2,1,1,1,0,40,475,8,0,0,0,0,391320,704275,371754000,64364400,0,7,0,7,40,40
balanced,B_separate_75pct,12,3,1,1,1,0,50,226,4,0,0,0,0,391320,1909246,176876640,30623904,0,31,0,31,70,70
balanced,B_separate_75pct,12,4,1,1,1,0,30,191,3,0,0,0,0,391320,2062532,149484240,25881264,0,33,0,33,70,70
balanced,B_separate_75pct,12,5,1,1,1,0,31,114,2,0,0,0,0,0,403903,89220960,15447456,0,5,0,6,11,13
balanced,B_separate_75pct,12,6,1,1,1,0,41,174,3,0,0,0,0,391320,1965395,136179360,23577696,0,31,0,31,66,66
balanced,B_separate_75pct,12,7,1,1,1,0,33,286,5,0,0,0,0,391320,1947309,223835040,38754144,0,10,0,10,34,34
balanced,B_separate_75pct,12,8,1,1,1,0,49,140,2,0,0,0,0,391320,1852015,109569600,18970560,0,29,0,29,59,59
balanced,B_separate_75pct,12,9,1,1,1,0,43,254,4,0,0,0,0,391320,2080064,198790560,34418016,0,28,0,28,65,65
balanced,B_separate_75pct,12,10,1,1,1,0,53,227,4,0,0,0,0,391320,1603650,177659280,30759408,0,8,0,8,25,25
balanced,B_separate_75pct,12,11,1,1,1,0,34,287,5,0,0,0,0,391320,1781678,224617680,38889648,0,29,0,29,69,69
balanced,B_separate_75pct,12,12,1,1,1,0,45,235,4,0,0,0,0,391320,1694150,183920400,31843440,0,26,0,26,59,59
balanced,B_separate_75pct,12,13,1,1,1,0,69,225,4,0,0,0,0,391320,1716225,176094000,30488400,0,28,0,28,63,63
balanced,B_separate_75pct,12,14,1,1,1,0,46,172,3,0,0,0,0,391320,1972175,134614080,23306688,0,29,0,29,62,62
balanced,B_separate_75pct,12,15,1,1,1,0,69,287,5,0,0,0,0,391320,540996,224617680,38889648,0,8,0,8,29,29
balanced,B_separate_75pct,12,16,1,1,1,0,48,172,3,0,0,0,0,391320,1792380,134614080,23306688,0,30,0,30,64,64
balanced,B_separate_75pct,12,17,1,1,1,0,33,164,3,0,0,0,0,391320,2085553,128352960,22222656,0,33,0,33,69,69
balanced,B_separate_75pct,12,18,1,1,1,0,32,22,1,1,0,0,0,0,60,17218080,2981088,0,3,0,3,3,3
balanced,B_separate_75pct,12,19,1,1,1,0,53,194,3,0,0,0,0,391320,1843545,151832160,26287776,0,30,0,30,63,63
balanced,B_separate_75pct,12,20,1,1,1,0,29,195,3,0,0,0,0,391320,1811016,152614800,26423280,0,30,0,30,66,68
balanced,B_separate_75pct,12,21,1,1,1,0,7,153,3,0,0,0,0,391320,2149059,119743920,20732112,0,34,0,34,70,70
balanced,B_separate_75pct,12,22,1,1,1,0,31,129,2,0,0,0,0,391320,2074980,100960560,17480016,0,32,0,32,64,64
balanced,B_separate_75pct,12,23,1,1,1,0,41,178,3,0,0,0,0,391320,581014,139309920,24119712,0,9,0,9,23,23
balanced,B_separate_75pct,12,24,1,1,1,0,17,216,4,0,0,0,0,391320,1821295,169050240,29268864,0,29,0,29,62,62
balanced,B_separate_75pct,12,25,1,1,1,0,27,137,2,0,0,0,0,391320,2015293,107221680,18564048,0,29,0,29,60,60
balanced,B_separate_75pct,12,26,1,1,1,0,46,161,3,0,0,0,0,391320,2127892,126005040,21816144,0,29,0,29,61,61
balanced,B_separate_75pct,12,27,1,1,1,0,28,158,3,0,0,0,0,391320,1904760,123657120,21409632,0,29,0,29,61,61
balanced,B_separate_75pct,12,28,1,1,1,0,39,136,2,0,0,0,0,391320,1473724,106439040,18428544,0,24,0,24,50,50
balanced,B_separate_75pct,12,29,1,1,1,0,35,192,3,0,0,0,0,391320,1990478,150266880,26016768,0,32,0,32,68,68
balanced,B_separate_75pct,12,30,1,1,1,0,7,17,1,1,0,0,0,0,28,13304880,2303568,0,2,0,2,2,2
balanced,B_separate_75pct,12,31,1,1,1,0,7,16,1,1,0,0,0,0,9,12522240,2168064,0,2,0,2,2,2
balanced,B_separate_75pct,12,32,1,1,1,0,18,19,1,1,0,0,0,0,33,14870160,2574576,0,3,0,3,3,3
balanced,B_separate_75pct,12,33,1,1,1,0,34,135,2,0,0,0,0,391320,2062090,105656400,18293040,0,33,0,33,66,66
balanced,B_separate_75pct,12,34,1,1,1,0,55,171,3,0,0,0,0,391320,2055483,133831440,23171184,0,31,0,31,66,66
balanced,B_separate_75pct,12,35,1,1,1,0,49,192,3,0,0,0,0,391320,1689597,150266880,26016768,0,24,0,24,52,52
balanced,B_separate_75pct,12,36,1,1,1,0,40,222,4,0,0,0,0,391320,665993,173746080,30081888,0,9,0,9,26,26
balanced,B_separate_75pct,12,37,0,0,1,0,96,980,16,1,0,0,0,0,1423745,766987200,132793920,0,6,0,6,58,60
balanced,B_separate_75pct,12,38,1,1,1,0,63,275,5,0,0,0,0,391320,2002903,215226000,37263600,0,26,0,26,62,62
balanced,B_separate_75pct,12,39,1,1,1,0,45,166,3,0,0,0,0,391320,1797457,129918240,22493664,0,29,0,29,62,62
balanced,B_separate_75pct,12,40,1,1,1,0,21,108,2,0,0,0,0,0,94401,84525120,14634432,0,5,0,5,14,14
balanced,B_separate_75pct,12,41,1,1,1,0,21,135,2,0,0,0,0,391320,2118121,105656400,18293040,0,33,0,33,67,67
balanced,B_separate_75pct,12,42,1,1,1,0,57,186,3,0,0,0,0,391320,1831465,145571040,25203744,0,26,0,26,56,56
balanced,B_separate_75pct,12,43,1,1,1,0,33,177,3,0,0,0,0,391320,1985553,138527280,23984208,0,32,0,32,68,68
balanced,B_separate_75pct,12,44,1,1,1,0,38,161,3,0,0,0,0,391320,1138761,126005040,21816144,0,11,0,11,26,26
balanced,B_separate_75pct,12,45,1,1,1,0,36,214,4,0,0,0,0,391320,2030631,167484960,28997856,0,33,0,33,72,72
balanced,B_separate_75pct,12,46,1,1,1,0,47,174,3,0,0,0,0,391320,398918,136179360,23577696,0,12,0,12,27,28
balanced,B_separate_75pct,12,47,1,1,1,0,32,231,4,0,0,0,0,391320,247759,180789840,31301424,0,6,0,6,24,24
balanced,B_separate_75pct,12,48,1,1,1,0,43,104,2,0,0,0,0,391320,679688,81394560,14092416,0,10,0,10,20,20
balanced,B_separate_75pct,12,49,1,1,1,0,32,135,2,0,0,0,0,391320,190588,105656400,18293040,0,6,0,6,14,14
balanced,B_separate_75pct,12,50,1,1,1,0,36,108,2,0,0,0,0,391320,730794,84525120,14634432,0,10,0,10,21,21
