configuration,scheme,mantissa_bits,shot,syndrome_converged,logically_correct,logical_classification_agrees_with_float,exact_correction_agrees_with_float,correction_hamming_distance,iterations,relay_legs,relay_legs_agree_with_float,edge_saturation,state_saturation,guard_saturation,edge_nonzero_to_zero,state_nonzero_to_zero,edge_value_count,state_value_count,edge_exponent_min,edge_exponent_max,state_exponent_min,state_exponent_max,edge_exponent_changes,state_exponent_changes
low_latency,B_separate_75pct,12,79,0,0,0,0,5515,260,4,0,0,0,0,782640,3290154,203486400,35231040,0,32,0,32,82,82
low_latency,B_separate_75pct,12,80,0,0,0,0,6250,260,4,0,0,0,0,782640,3269290,203486400,35231040,0,31,0,31,76,76
low_latency,B_separate_75pct,12,81,0,0,0,0,5399,260,4,0,0,0,0,782640,3130820,203486400,35231040,0,30,0,30,78,78
low_latency,B_separate_75pct,12,82,1,1,1,0,41,156,3,0,0,0,0,391320,2651821,122091840,21138624,0,30,0,30,63,63
low_latency,B_separate_75pct,12,83,0,0,0,0,5812,260,4,0,0,0,0,391320,3246181,203486400,35231040,0,25,0,25,73,73
low_latency,B_separate_75pct,12,84,1,1,1,0,14,25,1,1,0,0,0,0,41,19566000,3387600,0,3,0,3,3,3
low_latency,B_separate_75pct,12,85,1,1,1,0,17,21,1,1,0,0,0,0,172,16435440,2845584,0,4,0,4,4,4
low_latency,B_separate_75pct,12,86,0,0,0,0,6765,260,4,0,0,0,0,782640,3213402,203486400,35231040,0,31,0,31,81,81
low_latency,B_separate_75pct,12,87,0,0,0,0,6349,260,4,0,0,0,0,782640,2898811,203486400,35231040,0,10,0,10,51,51
low_latency,B_separate_75pct,12,88,0,0,0,0,5577,260,4,0,0,0,0,391320,3283194,203486400,35231040,0,33,0,33,82,82
low_latency,B_separate_75pct,12,89,0,0,0,0,7415,260,4,0,0,0,0,391320,3199018,203486400,35231040,0,30,0,30,77,77
low_latency,B_separate_75pct,12,90,1,1,1,0,30,154,3,0,0,0,0,391320,2854379,120526560,20867616,0,31,0,31,64,64
low_latency,B_separate_75pct,12,91,0,0,1,0,78,260,4,1,0,0,0,391320,940969,203486400,35231040,0,6,0,6,40,40
low_latency,B_separate_75pct,12,92,1,1,1,0,29,153,3,0,0,0,0,782640,408080,119743920,20732112,0,6,0,6,21,21
low_latency,B_separate_75pct,12,93,1,1,1,0,34,140,2,0,0,0,0,391320,2540138,109569600,18970560,0,27,0,27,56,56
low_latency,B_separate_75pct,12,94,1,1,1,0,47,159,3,0,0,0,0,391320,2553814,124439760,21545136,0,30,0,30,63,63
low_latency,B_separate_75pct,12,95,1,1,1,0,30,102,2,0,0,0,0,391320,1438356,79829280,13821408,0,10,0,10,21,21
low_latency,B_separate_75pct,12,96,0,0,0,0,6010,260,4,0,0,0,0,782640,3363388,203486400,35231040,0,32,0,32,81,81
low_latency,B_separate_75pct,12,97,1,1,1,0,42,213,4,0,0,0,0,391320,3429155,166702320,28862352,0,28,0,28,69,69
low_latency,B_separate_75pct,12,98,1,1,1,0,26,20,1,1,0,0,0,0,80,15652800,2710080,0,4,0,4,4,4
low_latency,B_separate_75pct,12,99,1,1,1,0,34,24,1,1,0,0,0,0,37,18783360,3252096,0,2,0,2,2,2
low_latency,B_separate_75pct,12,100,0,0,0,0,6008,260,4,0,0,0,0,782640,3531310,203486400,35231040,0,26,0,26,75,75
low_latency,B_separate_75pct,12,101,0,0,0,0,5724,260,4,0,0,0,0,1173960,1879111,203486400,35231040,0,11,0,11,54,54
low_latency,B_separate_75pct,12,102,0,0,0,0,5599,260,4,0,0,0,0,391320,3910820,203486400,35231040,0,33,0,33,85,85
low_latency,B_separate_75pct,12,103,1,1,1,0,42,214,4,0,0,0,0,391320,2699111,167484960,28997856,0,30,0,30,73,73
low_latency,B_separate_75pct,12,104,1,1,1,0,33,153,3,0,0,0,0,391320,2586874,119743920,20732112,0,30,0,30,63,63
low_latency,B_separate_75pct,12,105,0,0,0,0,4734,260,4,0,0,0,0,391320,2995962,203486400,35231040,0,29,0,29,75,75
low_latency,B_separate_75pct,12,106,1,1,1,0,33,110,2,0,0,0,0,391320,609754,86090400,14905440,0,10,0,10,24,24
low_latency,B_separate_75pct,12,107,0,0,0,0,393,260,4,0,0,0,0,391320,2889298,203486400,35231040,0,28,0,28,78,78
low_latency,B_separate_75pct,12,108,0,0,0,0,5903,260,4,0,0,0,0,391320,3130464,203486400,35231040,0,31,0,31,78,78
low_latency,B_separate_75pct,12,109,1,1,1,0,53,154,3,0,0,0,0,391320,2481263,120526560,20867616,0,26,0,26,59,59
low_latency,B_separate_75pct,12,110,0,0,0,0,4525,260,4,0,0,0,0,1173960,891261,203486400,35231040,0,7,0,7,34,36
low_latency,B_separate_75pct,12,111,1,1,1,0,46,154,3,0,0,0,0,0,315548,120526560,20867616,0,6,0,6,24,24
low_latency,B_separate_75pct,12,112,0,0,0,0,7502,260,4,0,0,0,0,782640,1946989,203486400,35231040,0,15,0,15,63,63
low_latency,B_separate_75pct,12,113,0,0,0,0,7828,260,4,0,0,0,0,782640,1262647,203486400,35231040,0,8,0,8,42,42
low_latency,B_separate_75pct,12,114,0,0,0,0,6831,260,4,0,0,0,0,1173960,2390264,203486400,35231040,0,11,0,11,53,55
low_latency,B_separate_75pct,12,115,1,1,1,0,48,156,3,0,0,0,0,391320,2465404,122091840,21138624,0,29,0,29,61,63
low_latency,B_separate_75pct,12,116,1,1,1,0,9,21,1,1,0,0,0,0,36,16435440,2845584,0,3,0,3,3,3
low_latency,B_separate_75pct,12,117,1,1,1,0,48,206,4,0,0,0,0,391320,1220593,161223840,27913824,0,12,0,12,47,47
low_latency,B_separate_75pct,12,118,0,0,0,0,6902,260,4,0,0,0,0,782640,3429395,203486400,35231040,0,31,0,31,80,80
low_latency,B_separate_75pct,12,119,1,1,1,0,49,108,2,0,0,0,0,391320,2091537,84525120,14634432,0,10,0,10,23,23
low_latency,B_separate_75pct,12,120,0,0,0,0,5635,260,4,0,0,0,0,782640,3209912,203486400,35231040,0,30,0,30,78,78
low_latency,B_separate_75pct,12,121,0,0,0,0,5401,260,4,0,0,0,0,391320,894472,203486400,35231040,0,8,0,8,40,40
low_latency,B_separate_75pct,12,122,1,1,1,0,26,158,3,0,0,0,0,391320,2835980,123657120,21409632,0,31,0,31,65,65
low_latency,B_separate_75pct,12,123,1,1,1,0,16,21,1,1,0,0,0,0,42,16435440,2845584,0,3,0,3,3,3
low_latency,B_separate_75pct,12,124,0,0,0,0,7927,260,4,0,0,0,0,391320,3306293,203486400,35231040,0,29,0,29,76,76
low_latency,B_separate_75pct,12,125,0,0,0,0,5454,260,4,0,0,0,0,782640,3311912,203486400,35231040,0,32,0,32,80,80
low_latency,B_separate_75pct,12,126,1,1,1,0,37,157,3,0,0,0,0,391320,2459541,122874480,21274128,0,28,0,28,59,61
low_latency,B_separate_75pct,12,127,0,0,0,0,382,260,4,0,0,0,0,782640,1616876,203486400,35231040,0,9,0,9,52,52
