configuration,b,M,shot,syndrome_converged,logically_correct,logical_classification_agrees_with_float,decision_agrees_with_float,decision_hamming_distance,iterations,relay_legs,iterations_agree_with_float,legs_agree_with_float,selected_solution_weight,saturation_physical_prior,saturation_lambda_bias,saturation_check_messages,saturation_guard_accumulator,saturation_variable_messages,saturation_marginals
high_success,12,4,27,1,1,1,0,27,19,1,0,0,282.4251143019695,0,0,0,0,400639,79693
high_success,12,4,28,1,1,1,0,30,107,2,0,0,347.49507568883473,0,0,0,0,21306169,3589346
high_success,12,4,29,1,1,1,0,25,29,1,0,1,342.08492718851875,0,0,0,0,2914241,514136
high_success,12,4,30,1,1,1,0,16,17,1,0,1,332.7156967748629,0,0,0,0,83770,17993
high_success,12,4,31,1,1,1,0,9,26,1,0,1,282.4417930129109,0,0,0,0,2774690,481877
high_success,12,4,32,1,1,1,0,25,23,1,0,1,353.87693487265017,0,0,0,0,1953736,345364
high_success,12,4,33,1,1,1,0,15,17,1,0,1,351.2539752513059,0,0,0,0,98298,20463
high_success,12,4,34,1,1,1,0,9,251,4,0,1,336.217007521788,0,0,0,0,37392864,6682373
high_success,12,4,35,1,1,1,0,37,45,1,0,0,441.364641160651,0,0,0,0,7330245,1244760
high_success,12,4,36,1,1,1,0,32,44,1,0,0,385.2338679066979,0,0,0,0,5587040,977162
high_success,12,4,37,0,0,0,0,65,1940,32,0,0,,0,0,0,0,114604705,22289807
high_success,12,4,38,1,1,1,0,47,315,5,0,0,437.95590222193584,0,0,0,0,37501921,6842291
high_success,12,4,39,1,1,1,0,21,25,1,0,1,343.76950382381267,0,0,0,0,750949,144994
high_success,12,4,40,1,1,1,0,13,16,1,0,1,280.6114019145944,0,0,0,0,18860,4562
high_success,12,4,41,1,1,1,0,16,18,1,0,1,293.7052144960676,0,0,0,0,637765,121980
high_success,12,4,42,1,1,1,0,38,47,1,0,0,328.7853623556117,0,0,0,0,7130129,1226969
high_success,12,4,43,1,1,1,0,12,29,1,0,1,327.8708032616791,0,0,0,0,3468120,596268
high_success,12,4,44,1,1,1,0,26,32,1,0,1,415.53792045987825,0,0,0,0,3611604,625372
high_success,12,4,45,1,1,1,0,11,21,1,0,1,260.790073795145,0,0,0,0,861311,162376
high_success,12,4,46,1,1,1,0,58,308,5,0,0,460.800025896623,0,0,0,0,32205225,5820275
high_success,12,4,47,1,1,1,0,27,106,2,0,0,315.1526154537271,0,0,0,0,20076379,3400605
high_success,12,4,48,1,1,1,0,40,31,1,0,0,411.17963838383093,0,0,0,0,2167755,399908
high_success,12,4,49,1,1,1,0,25,29,1,0,1,383.9185769363319,0,0,0,0,629366,130743
high_success,12,4,50,1,1,1,0,19,30,1,0,1,317.9132485500227,0,0,0,0,2691294,478748
high_success,12,4,51,1,1,1,0,13,30,1,0,1,263.7509668181009,0,0,0,0,3639423,626609
high_success,12,4,52,1,1,1,0,18,41,1,0,1,296.2232499367866,0,0,0,0,8266599,1402470
high_success,12,4,53,1,1,1,0,22,48,1,0,1,340.8877484362215,0,0,0,0,6703039,1196441
high_success,12,4,54,1,1,1,0,31,30,1,0,0,388.574463848896,0,0,0,0,2458791,430912
high_success,12,4,55,1,1,1,0,27,36,1,0,1,391.83426521971865,0,0,0,0,5339801,906002
high_success,12,4,56,1,1,1,0,31,29,1,0,0,330.546580202735,0,0,0,0,3441211,594000
high_success,12,4,57,1,1,1,0,21,17,1,1,1,319.78759681830473,0,0,0,0,53939,11850
high_success,12,4,58,1,1,1,0,24,28,1,0,1,317.1992605606455,0,0,0,0,3138101,541094
high_success,12,4,59,1,1,1,0,21,44,1,0,1,442.29743084299844,0,0,0,0,5320839,922151
high_success,12,4,60,1,1,1,0,14,110,2,0,1,312.71789468028965,0,0,0,0,23035331,3899433
high_success,12,4,61,1,1,1,0,36,240,4,0,1,401.1467944109373,0,0,0,0,17545494,3114944
high_success,12,4,62,1,1,1,0,24,35,1,0,1,375.23815819477284,0,0,0,0,3412701,596219
high_success,12,4,63,1,1,1,0,32,124,2,0,1,400.3112600633814,0,0,0,0,17681071,3138062
high_success,12,4,64,1,1,1,0,13,21,1,0,1,292.47487136357347,0,0,0,0,315577,64922
high_success,12,4,65,1,1,1,0,6,15,1,0,1,285.58125895758644,0,0,0,0,19530,4445
high_success,12,4,66,1,1,1,0,16,33,1,0,1,306.2017227738768,0,0,0,0,4429589,763796
high_success,12,4,67,1,1,1,0,31,35,1,0,0,430.6190126023324,0,0,0,0,4837569,835306
high_success,12,4,68,1,1,1,0,47,24,1,0,0,285.73332162990243,0,0,0,0,1565995,276997
high_success,12,4,69,1,1,1,0,17,36,1,0,1,371.4201925964611,0,0,0,0,4495702,775459
high_success,12,4,70,1,1,1,0,17,40,1,0,1,307.2022832024958,0,0,0,0,4436351,787133
high_success,12,4,71,1,1,1,0,7,24,1,0,1,228.5749587491972,0,0,0,0,2094243,368449
high_success,12,4,72,1,1,1,0,19,22,1,0,0,370.64213244020436,0,0,0,0,198159,42927
high_success,12,4,73,1,1,1,0,21,40,1,0,0,271.09474733407797,0,0,0,0,5467262,947542
high_success,12,4,74,1,1,1,0,24,42,1,0,1,438.8387048398205,0,0,0,0,4333369,778668
high_success,12,4,75,1,1,1,0,30,96,2,0,1,392.26042432390625,0,0,0,0,21027272,3540846
high_success,12,4,76,1,1,1,0,25,29,1,0,1,386.6004632550951,0,0,0,0,1458194,264221
high_success,12,4,77,1,1,1,0,24,39,1,0,0,341.35240873970747,0,0,0,0,6352201,1081520
high_success,12,4,78,1,1,1,0,15,246,4,0,0,303.2322915852808,0,0,0,0,41868752,7501438
high_success,12,4,79,1,1,1,0,24,47,1,0,1,303.32468129049903,0,0,0,0,9903739,1672670
high_success,12,4,80,1,1,1,0,32,20,1,0,0,384.1977355660755,0,0,0,0,253292,52273
high_success,12,4,81,1,1,1,0,34,28,1,0,1,378.978317567707,0,0,0,0,2105356,378148
high_success,12,4,82,1,1,1,0,24,35,1,0,0,314.07108307873284,0,0,0,0,4886264,858404
high_success,12,4,83,1,1,1,0,22,22,1,0,1,404.13317694081593,0,0,0,0,336528,67804
high_success,12,4,84,1,1,1,0,50,46,1,0,0,415.59369971343506,0,0,0,0,7456363,1272326
high_success,12,4,85,1,1,1,0,9,19,1,0,1,214.33441560825503,0,0,0,0,494840,97579
high_success,12,4,86,1,1,1,0,29,35,1,0,1,315.43982862278983,0,0,0,0,5625222,958537
high_success,12,4,87,1,1,1,0,14,37,1,0,0,303.125243753404,0,0,0,0,4800747,824104
high_success,12,4,88,1,1,1,0,9,28,1,0,1,340.3919498461496,0,0,0,0,3039765,525205
high_success,12,4,89,1,1,1,0,18,151,3,0,0,377.0549673942971,0,0,0,0,25422398,4412972
high_success,12,4,90,1,1,1,0,16,21,1,0,1,304.36271079121286,0,0,0,0,598028,112551
high_success,12,4,91,1,1,1,0,56,776,13,0,0,513.2069723241532,0,0,0,0,40884805,7596973
high_success,12,4,92,1,1,1,0,21,41,1,0,0,322.7155043235801,0,0,0,0,5569811,972919
high_success,12,4,93,1,1,1,0,16,21,1,0,1,330.4522182724087,0,0,0,0,436158,86896
high_success,12,4,94,1,1,1,0,39,31,1,0,1,344.76009683693974,0,0,0,0,2662038,469066
high_success,12,4,95,1,1,1,0,10,17,1,0,1,348.3839892393951,0,0,0,0,109307,22957
high_success,12,4,96,1,1,1,0,20,102,2,0,0,319.6806103366026,0,0,0,0,22159686,3726916
high_success,12,4,97,1,1,1,0,29,33,1,0,0,466.1886615022887,0,0,0,0,4426061,760994
high_success,12,4,98,1,1,1,0,12,22,1,0,1,327.33594158445766,0,0,0,0,945783,172813
high_success,12,4,99,1,1,1,0,31,25,1,0,0,355.7805720157923,0,0,0,0,198185,40829
high_success,12,4,100,1,1,1,0,35,35,1,0,0,376.2285641786908,0,0,0,0,3765810,662151
high_success,12,4,101,1,1,1,0,27,107,2,0,1,345.2914798613314,0,0,0,0,22104268,3725402
high_success,12,4,102,1,1,1,0,12,26,1,0,1,272.6439639243604,0,0,0,0,3626320,624213
high_success,12,4,103,1,1,1,0,21,122,2,0,0,445.0188324271622,0,0,0,0,21320293,3597857
high_success,12,4,104,1,1,1,0,19,25,1,0,1,290.83895956349977,0,0,0,0,1278746,241458
high_success,12,4,105,1,1,1,0,42,31,1,0,0,422.2582574949289,0,0,0,0,2870131,502223
high_success,12,4,106,1,1,1,0,20,32,1,0,1,308.1091799185616,0,0,0,0,3382518,593870
high_success,12,4,107,1,1,1,0,20,55,1,0,0,296.3432288872443,0,0,0,0,11120226,1891154
high_success,12,4,108,1,1,1,0,33,18,1,0,0,357.0339576978198,0,0,0,0,5379,1525
high_success,12,4,109,1,1,1,0,6,38,1,0,1,368.5845542802915,0,0,0,0,3180198,553091
high_success,12,4,110,1,1,1,0,63,37,1,0,0,441.6374304536615,0,0,0,0,1188308,239430
high_success,12,4,111,1,1,1,0,25,37,1,0,1,398.0083123076955,0,0,0,0,3307047,595363
high_success,12,4,112,1,1,1,0,35,28,1,0,0,330.3181042673114,0,0,0,0,2414180,426144
high_success,12,4,113,1,1,1,0,6,41,1,0,1,280.98431817549726,0,0,0,0,6521554,1137500
high_success,12,4,114,1,1,1,0,49,180,3,0,0,355.6356003964065,0,0,0,0,28589789,5012293
high_success,12,4,115,1,1,1,0,23,30,1,0,1,280.29823150691584,0,0,0,0,2088811,384794
high_success,12,4,116,1,1,1,0,16,25,1,0,0,323.21488746233183,0,0,0,0,2163612,380863
high_success,12,4,117,1,1,1,0,43,115,2,0,1,396.20391432219395,0,0,0,0,21689179,3664120
high_success,12,4,118,1,1,1,0,16,24,1,0,1,347.4686720716745,0,0,0,0,1046261,197075
high_success,12,4,119,1,1,1,0,16,22,1,0,1,291.67056369975626,0,0,0,0,1116503,200677
high_success,12,4,120,1,1,1,0,16,56,1,0,0,292.9333712977218,0,0,0,0,13185758,2225539
high_success,12,4,121,1,1,1,0,37,32,1,0,0,442.7166953769953,0,0,0,0,2555261,455207
high_success,12,4,122,1,1,1,0,22,48,1,0,1,337.08276075473293,0,0,0,0,10481658,1769295
high_success,12,4,123,1,1,1,0,21,18,1,0,1,365.0605178432185,0,0,0,0,9063,2053
high_success,12,4,124,1,1,1,0,23,53,1,0,0,328.94615599261283,0,0,0,0,12346656,2084867
high_success,12,4,125,1,1,1,0,24,37,1,0,1,358.01359672029184,0,0,0,0,5746918,982694
high_success,12,4,126,1,1,1,0,36,30,1,0,1,408.04438006846533,0,0,0,0,2276471,401413
high_success,12,4,127,1,1,1,0,19,30,1,0,1,368.04427371581585,0,0,0,0,2060714,361399
high_success,12,16,0,1,1,1,0,10,37,1,0,1,305.55001081021453,0,0,0,0,1521483,295237
high_success,12,16,1,1,1,1,0,3,51,1,0,1,301.4131020079944,0,0,0,0,16581,4738
high_success,12,16,2,1,1,1,0,24,74,1,0,1,390.05367717959547,0,0,0,0,8824072,1507485
high_success,12,16,3,1,1,1,0,20,56,1,0,1,355.07409456717556,0,0,0,0,6962619,1227105
high_success,12,16,4,1,1,1,0,9,53,1,0,1,319.88950307662157,0,0,0,0,983,411
high_success,12,16,5,1,1,1,0,25,184,3,0,0,290.72320035169855,0,0,0,0,10027557,1716999
high_success,12,16,6,1,1,1,0,23,106,2,0,1,304.73704843907143,0,0,0,0,1816872,399534
high_success,12,16,7,1,1,1,0,17,56,1,0,1,357.31860687854106,0,0,0,0,6755196,1170790
high_success,12,16,8,1,1,1,0,26,54,1,0,0,337.51386556784337,0,0,0,0,1651319,317111
high_success,12,16,9,1,1,1,0,38,186,3,0,0,386.69805636538166,0,0,0,0,3241298,638168
high_success,12,16,10,1,1,1,0,22,53,1,0,1,310.5067186071732,0,0,0,0,1333723,286298
high_success,12,16,11,1,1,1,0,27,103,2,0,1,376.66590310711285,0,0,0,0,2874387,527625
high_success,12,16,12,1,1,1,0,27,60,1,0,0,409.8993753164099,0,0,0,0,133343,30556
high_success,12,16,13,1,1,1,0,56,134,2,0,0,411.94315036671026,0,0,0,0,17177798,2896258
high_success,12,16,14,1,1,1,0,22,39,1,0,1,423.85757918949764,0,0,0,0,117019,26103
high_success,12,16,15,1,1,1,0,22,287,5,0,0,351.66929953225804,0,0,0,0,7638304,1432550
high_success,12,16,16,1,1,1,0,39,180,3,0,0,433.1759197562868,0,0,0,0,9096118,1592719
high_success,12,16,17,1,1,1,0,41,58,1,0,0,294.5323698581094,0,0,0,0,3633429,744227
high_success,12,16,18,1,1,1,0,70,954,16,0,0,480.5675172972678,0,0,0,0,14328055,2656115
high_success,12,16,19,1,1,1,0,27,41,1,0,1,375.8485716269149,0,0,0,0,169916,38012
high_success,12,16,20,1,1,1,0,14,74,1,0,0,295.8497901266065,0,0,0,0,11737944,1979638
high_success,12,16,21,1,1,1,0,9,26,1,0,1,271.03848372018774,0,0,0,0,484077,102133
high_success,12,16,22,1,1,1,0,31,40,1,0,0,320.50100238223763,0,0,0,0,1375957,266182
high_success,12,16,23,1,1,1,0,33,115,2,0,1,391.53439995375436,0,0,0,0,3733868,705873
high_success,12,16,24,1,1,1,0,17,114,2,0,0,289.9060357553034,0,0,0,0,11880373,2000076
high_success,12,16,25,1,1,1,0,26,119,2,0,1,272.88023904232006,0,0,0,0,6520318,1145107
high_success,12,16,26,1,1,1,0,38,112,2,0,0,306.19040517571045,0,0,0,0,13219046,2222962
high_success,12,16,27,1,1,1,0,18,107,2,0,1,277.26140164838523,0,0,0,0,12419036,2124558
high_success,12,16,28,1,1,1,0,36,215,4,0,0,370.07216663994234,0,0,0,0,14409256,2532082
high_success,12,16,29,1,1,1,0,39,108,2,0,0,349.5625591935039,0,0,0,0,5075567,883149
high_success,12,16,30,1,1,1,0,20,56,1,0,1,335.8874928717877,0,0,0,0,1713953,355484
high_success,12,16,31,1,1,1,0,6,22,1,0,1,275.3124962264201,0,0,0,0,0,0
high_success,12,16,32,1,1,1,0,9,52,1,0,1,334.1424512311711,0,0,0,0,5438765,938808
high_success,12,16,33,1,1,1,0,21,115,2,0,0,356.29783132642666,0,0,0,0,10125777,1715530
high_success,12,16,34,1,1,1,0,29,251,4,0,1,344.49460932240214,0,0,0,0,10525869,1919247
high_success,12,16,35,1,1,1,0,31,64,1,0,0,412.50528973540565,0,0,0,0,1717526,364716
high_success,12,16,36,1,1,1,0,30,122,2,0,1,399.3186366688637,0,0,0,0,10038917,1763000
high_success,12,16,37,0,0,0,0,61,1940,32,0,0,,0,0,0,0,7183838,1375752
high_success,12,16,38,1,1,1,0,46,106,2,0,1,416.7355728774668,0,0,0,0,2401274,486650
high_success,12,16,39,1,1,1,0,6,75,1,0,1,336.89212124604023,0,0,0,0,4454126,827010
high_success,12,16,40,1,1,1,0,15,101,2,0,0,288.57527544844595,0,0,0,0,969685,202835
high_success,12,16,41,1,1,1,0,20,40,1,0,1,239.4027688953207,0,0,0,0,1895980,361034
high_success,12,16,42,1,1,1,0,42,281,5,0,0,333.5169440769821,0,0,0,0,4053149,874503
high_success,12,16,43,1,1,1,0,16,50,1,0,1,402.01405949414766,0,0,0,0,7455664,1270093
high_success,12,16,44,1,1,1,0,7,40,1,0,1,384.61057828523064,0,0,0,0,10315,3302
high_success,12,16,45,1,1,1,0,22,229,4,0,0,264.2087979126296,0,0,0,0,14564030,2493743
high_success,12,16,46,1,1,1,0,39,40,1,0,0,392.36621478311866,0,0,0,0,0,0
high_success,12,16,47,1,1,1,0,23,114,2,0,0,317.5642153209804,0,0,0,0,15836358,2663048
high_success,12,16,48,1,1,1,0,41,49,1,0,0,392.6752934211929,0,0,0,0,2305701,422344
high_success,12,16,49,1,1,1,0,16,51,1,0,1,326.4988095837539,0,0,0,0,873325,199282
high_success,12,16,50,1,1,1,0,18,29,1,0,1,312.3957280116331,0,0,0,0,137402,30147
high_success,12,16,51,1,1,1,0,14,46,1,0,1,270.88026360459173,0,0,0,0,2307380,432745
high_success,12,16,52,1,1,1,0,9,42,1,0,1,252.36892901675873,0,0,0,0,1577924,305614
high_success,12,16,53,1,1,1,0,35,674,11,0,0,371.8124089617948,0,0,0,0,6058177,1307357
high_success,12,16,54,1,1,1,0,39,38,1,0,0,378.1257195381372,0,0,0,0,202306,45544
high_success,12,16,55,1,1,1,0,43,174,3,0,0,433.5547685310796,0,0,0,0,10550312,1812106
high_success,12,16,56,1,1,1,0,20,124,2,0,0,326.7427645880932,0,0,0,0,12152478,2065598
high_success,12,16,57,1,1,1,0,13,75,1,0,1,316.688516628645,0,0,0,0,12571897,2125972
high_success,12,16,58,1,1,1,0,28,46,1,0,1,344.88527933146213,0,0,0,0,486809,104865
high_success,12,16,59,1,1,1,0,15,62,1,0,1,434.81272223819707,0,0,0,0,1517517,303419
high_success,12,16,60,1,1,1,0,17,124,2,0,1,318.89105447808237,0,0,0,0,9972034,1725140
high_success,12,16,61,1,1,1,0,33,108,2,0,0,393.6783030458903,0,0,0,0,2544162,528230
high_success,12,16,62,1,1,1,0,19,70,1,0,1,365.1642157454962,0,0,0,0,1476947,312729
high_success,12,16,63,1,1,1,0,33,44,1,0,0,428.8281907903941,0,0,0,0,588183,122145
high_success,12,16,64,1,1,1,0,3,19,1,0,1,278.7770616951118,0,0,0,0,0,0
high_success,12,16,65,1,1,1,0,13,30,1,0,1,291.32337817013274,0,0,0,0,1010712,203979
high_success,12,16,66,1,1,1,0,20,99,2,0,0,319.30088537584754,0,0,0,0,7038562,1245459
high_success,12,16,67,1,1,1,0,34,104,2,0,1,447.2770795769671,0,0,0,0,3967652,721633
high_success,12,16,68,1,1,1,0,44,35,1,0,0,278.0653128719078,0,0,0,0,1035,443
high_success,12,16,69,1,1,1,0,12,44,1,0,1,359.1234501595909,0,0,0,0,1120298,226455
high_success,12,16,70,1,1,1,0,22,57,1,0,1,310.88219261150005,0,0,0,0,359629,78622
high_success,12,16,71,1,1,1,0,12,73,1,0,1,233.1465689666065,0,0,0,0,8090807,1506412
high_success,12,16,72,1,1,1,0,26,116,2,0,1,371.6236797041431,0,0,0,0,11845558,2055965
high_success,12,16,73,1,1,1,0,36,52,1,0,0,331.86996921267814,0,0,0,0,2780651,511970
high_success,12,16,74,1,1,1,0,17,61,1,0,1,398.7787774029572,0,0,0,0,4162711,748293
high_success,12,16,75,1,1,1,0,41,70,1,0,0,430.7796585502889,0,0,0,0,6286876,1093094
high_success,12,16,76,1,1,1,0,18,97,2,0,0,378.4175568013825,0,0,0,0,12629542,2146900
high_success,12,16,77,1,1,1,0,20,112,2,0,1,344.96235101691406,0,0,0,0,11216255,1953732
high_success,12,16,78,1,1,1,0,15,105,2,0,1,302.2435720945851,0,0,0,0,12556785,2125993
high_success,12,16,79,1,1,1,0,21,47,1,0,1,335.311299049251,0,0,0,0,30066,7345
high_success,12,16,80,1,1,1,0,48,172,3,0,0,434.27685481959224,0,0,0,0,13567970,2326438
high_success,12,16,81,1,1,1,0,20,131,2,0,0,365.71463531617985,0,0,0,0,16224563,2730541
high_success,12,16,82,1,1,1,0,20,95,2,0,1,321.2380383956672,0,0,0,0,13272698,2229111
high_success,12,16,83,1,1,1,0,16,61,1,0,1,370.4829043143718,0,0,0,0,531020,123082
high_success,12,16,84,1,1,1,0,50,187,3,0,0,453.2880792364109,0,0,0,0,88191,23894
high_success,12,16,85,1,1,1,0,10,35,1,0,1,218.80674915219106,0,0,0,0,2472695,452712
high_success,12,16,86,1,1,1,0,39,77,1,0,1,352.4878697897103,0,0,0,0,11646871,1965776
high_success,12,16,87,1,1,1,0,10,189,3,0,1,313.4562051221392,0,0,0,0,5615650,1065343
high_success,12,16,88,1,1,1,0,16,71,1,0,1,377.12830770045304,0,0,0,0,12919946,2174394
high_success,12,16,89,1,1,1,0,32,117,2,0,0,395.9890749399745,0,0,0,0,13115263,2209812
high_success,12,16,90,1,1,1,0,26,100,2,0,0,319.9899767129261,0,0,0,0,13160669,2208167
high_success,12,16,91,1,1,1,0,21,252,4,0,1,484.66981925192107,0,0,0,0,57921,14633
high_success,12,16,92,1,1,1,0,19,41,1,0,0,317.1575995245718,0,0,0,0,685958,147982
high_success,12,16,93,1,1,1,0,6,43,1,1,1,295.6517768406006,0,0,0,0,180678,43482
high_success,12,16,94,1,1,1,0,42,139,2,0,0,371.33737035110136,0,0,0,0,562099,135478
high_success,12,16,95,1,1,1,0,16,34,1,0,1,348.0778008716408,0,0,0,0,935883,190577
high_success,12,16,96,1,1,1,0,25,112,2,0,0,318.69196734061995,0,0,0,0,8936256,1535892
high_success,12,16,97,1,1,1,0,15,106,2,0,1,379.85825346120305,0,0,0,0,5070995,1032280
high_success,12,16,98,1,1,1,0,24,56,1,0,1,343.75970392707166,0,0,0,0,761671,166561
high_success,12,16,99,1,1,1,0,19,61,1,0,0,318.1060524796931,0,0,0,0,784407,174169
high_success,12,16,100,1,1,1,0,38,44,1,0,0,413.8353972973408,0,0,0,0,23349,5970
high_success,12,16,101,1,1,1,0,27,163,3,0,0,336.6504092922982,0,0,0,0,9711212,1717389
high_success,12,16,102,1,1,1,0,8,102,2,0,0,251.76317522119797,0,0,0,0,19115768,3198822
high_success,12,16,103,1,1,1,0,31,107,2,0,0,395.02342922407286,0,0,0,0,2659203,517070
high_success,12,16,104,1,1,1,0,13,46,1,0,1,279.1098242470955,0,0,0,0,1888483,352578
high_success,12,16,105,1,1,1,0,33,77,1,0,0,379.49944335620603,0,0,0,0,5451747,951358
high_success,12,16,106,1,1,1,0,19,37,1,0,1,297.62888873369275,0,0,0,0,384798,86151
high_success,12,16,107,1,1,1,0,22,130,2,0,1,329.512215066361,0,0,0,0,2090505,469294
high_success,12,16,108,1,1,1,0,38,247,4,0,0,347.07603048081023,0,0,0,0,12814459,2279178
high_success,12,16,109,1,1,1,0,6,35,1,0,1,376.2589780051825,0,0,0,0,4305,1426
high_success,12,16,110,1,1,1,0,75,364,6,0,0,515.2852741367597,0,0,0,0,1709751,382454
high_success,12,16,111,1,1,1,0,15,74,1,0,1,388.37976696980843,0,0,0,0,776081,161046
high_success,12,16,112,1,1,1,0,39,26,1,0,0,329.4982912348448,0,0,0,0,16503,4090
high_success,12,16,113,1,1,1,0,33,107,2,0,0,313.93499397207916,0,0,0,0,16459631,2748131
high_success,12,16,114,1,1,1,0,47,256,4,0,0,362.1634301523701,0,0,0,0,11627802,2060989
high_success,12,16,115,1,1,1,0,12,28,1,0,1,275.2668813669328,0,0,0,0,0,0
high_success,12,16,116,1,1,1,0,14,59,1,0,0,332.15867053481225,0,0,0,0,4607110,833424
high_success,12,16,117,1,1,1,0,42,219,4,0,0,422.8454003993517,0,0,0,0,14276388,2476768
high_success,12,16,118,1,1,1,0,23,80,1,0,1,348.66873767960703,0,0,0,0,6682052,1152696
high_success,12,16,119,1,1,1,0,31,114,2,0,0,314.0801146157205,0,0,0,0,1844411,429938
high_success,12,16,120,1,1,1,0,10,187,3,0,0,293.14211631130047,0,0,0,0,15858595,2716559
high_success,12,16,121,1,1,1,0,39,159,3,0,0,461.22477293514504,0,0,0,0,9335365,1643765
high_success,12,16,122,1,1,1,0,20,34,1,0,1,333.0571256048586,0,0,0,0,5761,1582
high_success,12,16,123,1,1,1,0,26,47,1,0,1,374.37340679766857,0,0,0,0,744737,157456
high_success,12,16,124,1,1,1,0,22,234,4,0,0,338.5762041398084,0,0,0,0,16043332,2731062
high_success,12,16,125,1,1,1,0,15,35,1,0,1,351.5145790985248,0,0,0,0,139302,31234
high_success,12,16,126,1,1,1,0,25,96,2,0,0,356.37366034515367,0,0,0,0,9311307,1598699
high_success,12,16,127,1,1,1,0,44,122,2,0,0,416.2918171729193,0,0,0,0,1089378,240329
high_success,14,4,0,1,1,1,0,23,37,1,0,1,318.1463945999453,0,0,0,0,4830196,816662
high_success,14,4,1,1,1,1,0,24,42,1,0,1,319.244503996015,0,0,0,0,2523460,451981
high_success,14,4,2,1,1,1,0,19,40,1,0,1,386.867476264577,0,0,0,0,1671363,315436
high_success,14,4,3,1,1,1,0,33,41,1,0,1,367.00421729754777,0,0,0,0,5568371,953157
high_success,14,4,4,1,1,1,0,19,17,1,0,1,410.41626611945526,0,0,0,0,0,0
high_success,14,4,5,1,1,1,0,19,53,1,0,1,263.4989090628512,0,0,0,0,2083125,403145
high_success,14,4,6,1,1,1,0,27,100,2,0,1,296.07207283101286,0,0,0,0,19660127,3258135
high_success,14,4,7,1,1,1,0,24,34,1,0,1,367.54835723090434,0,0,0,0,1518428,274463
high_success,14,4,8,1,1,1,0,32,28,1,0,0,353.32071911028163,0,0,0,0,62815,13238
high_success,14,4,9,1,1,1,0,33,181,3,0,0,361.82412704357205,0,0,0,0,18722703,3112641
high_success,14,4,10,1,1,1,0,15,23,1,0,1,338.3058737049273,0,0,0,0,9352,2418
high_success,14,4,11,1,1,1,0,43,189,3,0,0,362.5639752109927,0,0,0,0,18209505,3032925
high_success,14,4,12,1,1,1,0,34,42,1,0,0,390.6551592319578,0,0,0,0,2118915,382514
high_success,14,4,13,1,1,1,0,58,102,2,0,0,414.0782164296453,0,0,0,0,14080009,2367036
high_success,14,4,14,1,1,1,0,22,32,1,0,1,338.5979398863363,0,0,0,0,674628,131771
high_success,14,4,15,1,1,1,0,50,230,4,0,0,383.1576573054433,0,0,0,0,16305803,2728889
high_success,14,4,16,1,1,1,0,21,104,2,0,1,429.5200469252836,0,0,0,0,17659752,2936857
high_success,14,4,17,1,1,1,0,41,37,1,0,0,305.6760592640092,0,0,0,0,5175958,872917
high_success,14,4,18,1,1,1,0,56,343,6,0,1,476.25976355122236,0,0,0,0,18354623,3052095
high_success,14,4,19,1,1,1,0,24,27,1,0,1,381.1940697065229,0,0,0,0,62242,13714
high_success,14,4,20,1,1,1,0,20,44,1,0,0,286.36505775018753,0,0,0,0,5580899,954637
high_success,14,4,21,1,1,1,0,15,14,1,0,1,273.57854771508386,0,0,0,0,0,0
high_success,14,4,22,1,1,1,0,23,25,1,0,0,308.5124129581066,0,0,0,0,213813,45143
high_success,14,4,23,1,1,1,0,32,38,1,0,0,348.9287107278032,0,0,0,0,3289471,567989
high_success,14,4,24,1,1,1,0,19,29,1,0,1,311.34676067526306,0,0,0,0,679992,130394
high_success,14,4,25,1,1,1,0,19,27,1,0,0,233.46049367038287,0,0,0,0,286433,59876
high_success,14,4,26,1,1,1,0,30,27,1,0,1,287.54706712272224,0,0,0,0,21875,5508
high_success,14,4,27,1,1,1,0,27,19,1,0,0,282.4251143019695,0,0,0,0,408,146
high_success,14,4,28,1,1,1,0,31,103,2,0,0,386.74142691116856,0,0,0,0,19164008,3173865
high_success,14,4,29,1,1,1,0,25,29,1,0,1,342.08492718851875,0,0,0,0,837420,161009
high_success,14,4,30,1,1,1,0,16,17,1,0,1,332.7156967748629,0,0,0,0,0,0
high_success,14,4,31,1,1,1,0,9,26,1,0,1,282.4417930129109,0,0,0,0,978215,181219
high_success,14,4,32,1,1,1,0,25,23,1,0,1,353.87693487265017,0,0,0,0,377280,75898
high_success,14,4,33,1,1,1,0,15,17,1,0,1,351.2539752513059,0,0,0,0,0,0
high_success,14,4,34,1,1,1,0,29,222,4,0,1,358.71435768103936,0,0,0,0,19237996,3199371
high_success,14,4,35,1,1,1,0,37,45,1,0,0,441.364641160651,0,0,0,0,5174696,876300
high_success,14,4,36,1,1,1,0,32,44,1,0,0,385.2338679066979,0,0,0,0,3003791,520997
high_success,14,4,37,1,1,1,0,54,1021,17,0,0,378.6186512951315,0,0,0,0,15210469,2565219
high_success,14,4,38,1,1,1,0,56,588,10,0,0,428.8119730531704,0,0,0,0,17132277,2884624
high_success,14,4,39,1,1,1,0,21,25,1,0,1,343.76950382381267,0,0,0,0,1948,509
high_success,14,4,40,1,1,1,0,13,16,1,0,1,280.6114019145944,0,0,0,0,0,0
high_success,14,4,41,1,1,1,0,16,18,1,0,1,293.7052144960676,0,0,0,0,9,14
high_success,14,4,42,1,1,1,0,38,47,1,0,0,328.7853623556117,0,0,0,0,4128215,722796
