configuration,mantissa_bits,shot,syndrome_converged,logically_correct,logical_classification_agrees_with_float,exact_correction_agrees_with_float,correction_hamming_distance,iterations,relay_legs,iterations_agree_with_float,relay_legs_agree_with_float,mantissa_saturation,guard_saturation,exponent_changes,exponent_min,exponent_max,rescale_nonzero_to_zero,quantized_value_count
balanced,8,0,0,0,0,0,191,980,16,0,0,0,0,203,0,5,4459748,449890560
balanced,8,1,0,0,0,0,98,980,16,0,0,0,0,193,0,7,5942651,449890560
balanced,8,2,0,0,0,0,111,980,16,0,0,0,0,193,0,5,4349808,449890560
balanced,8,3,0,0,0,0,5243,980,16,0,0,0,0,204,0,5,4010586,449890560
balanced,8,4,0,0,0,0,194,980,16,0,0,0,0,181,0,7,6133209,449890560
balanced,8,5,0,0,0,0,108,980,16,0,0,0,0,201,0,5,4514843,449890560
balanced,8,6,0,0,0,0,73,980,16,0,0,0,0,210,0,6,6496185,449890560
balanced,8,7,0,0,0,0,1202,980,16,0,0,0,0,235,0,6,5318356,449890560
balanced,8,8,0,0,0,0,124,980,16,0,0,0,0,222,0,7,5491211,449890560
balanced,8,9,0,0,0,0,151,980,16,0,0,1,0,245,0,6,5143870,449890560
balanced,8,10,0,0,0,0,77,980,16,0,0,0,0,225,0,6,6079932,449890560
balanced,8,11,0,0,0,0,136,980,16,0,0,0,0,167,0,5,4329101,449890560
balanced,8,12,0,0,0,0,183,980,16,0,0,1,0,157,0,8,6923340,449890560
balanced,8,13,0,0,0,0,479,980,16,0,0,0,0,172,0,5,4809088,449890560
balanced,8,14,0,0,0,0,1605,980,16,0,0,0,0,185,0,5,5266093,449890560
balanced,8,15,0,0,0,0,142,980,16,0,0,2,0,174,0,6,5021324,449890560
balanced,8,16,0,0,0,0,291,980,16,0,0,0,0,136,0,6,4654451,449890560
balanced,8,17,0,0,0,0,77,980,16,0,0,0,0,206,0,8,6593442,449890560
balanced,8,18,0,0,0,0,107,980,16,0,0,1,0,169,0,5,4340083,449890560
balanced,8,19,0,0,0,0,125,980,16,0,0,11,0,125,0,4,3403346,449890560
balanced,8,20,0,0,0,0,467,980,16,0,0,0,0,195,0,7,5143515,449890560
balanced,8,21,0,0,0,0,55,980,16,0,0,0,0,259,0,9,6462315,449890560
balanced,8,22,0,0,0,0,184,980,16,0,0,0,0,159,0,5,3990276,449890560
balanced,8,23,0,0,0,0,99,980,16,0,0,0,0,182,0,5,4269075,449890560
balanced,8,24,0,0,0,0,185,980,16,0,0,1,0,193,0,5,4489759,449890560
balanced,8,25,0,0,0,0,95,980,16,0,0,0,0,201,0,5,4543910,449890560
balanced,8,26,0,0,0,0,1359,980,16,0,0,0,0,208,0,5,4627920,449890560
balanced,8,27,0,0,0,0,193,980,16,0,0,0,0,187,0,6,6239535,449890560
balanced,8,28,0,0,0,0,125,980,16,0,0,0,0,188,0,5,4482877,449890560
balanced,8,29,0,0,0,0,272,980,16,0,0,0,0,189,0,6,4417567,449890560
balanced,8,30,0,0,0,0,3130,980,16,0,0,0,0,268,0,11,7037251,449890560
balanced,8,31,0,0,0,0,618,980,16,0,0,0,0,239,0,7,5531997,449890560
balanced,8,32,0,0,0,0,191,980,16,0,0,0,0,189,0,10,7048682,449890560
balanced,8,33,0,0,0,0,242,980,16,0,0,0,0,192,0,6,4609500,449890560
balanced,8,34,0,0,0,0,338,980,16,0,0,0,0,218,0,7,4809503,449890560
balanced,8,35,0,0,0,0,1107,980,16,0,0,0,0,161,0,8,6108023,449890560
balanced,8,36,0,0,0,0,433,980,16,0,0,0,0,173,0,7,6532093,449890560
balanced,8,37,0,0,1,0,166,980,16,1,1,0,0,263,0,7,7184164,449890560
balanced,8,38,0,0,0,0,125,980,16,0,0,0,0,206,0,5,4329391,449890560
balanced,8,39,0,0,0,0,598,980,16,0,0,0,0,195,0,5,4417508,449890560
balanced,8,40,0,0,0,0,228,980,16,0,0,0,0,239,0,9,7357398,449890560
balanced,8,41,0,0,0,0,64,980,16,0,0,0,0,238,0,7,5721030,449890560
balanced,8,42,0,0,0,0,123,980,16,0,0,0,0,185,0,6,5995850,449890560
balanced,8,43,0,0,0,0,3819,980,16,0,0,1,0,199,0,6,5014983,449890560
balanced,8,44,0,0,0,0,509,980,16,0,0,0,0,191,0,9,6233046,449890560
balanced,8,45,0,0,0,0,181,980,16,0,0,0,0,210,0,6,5482360,449890560
balanced,8,46,0,0,0,0,101,980,16,0,0,0,0,175,0,6,6725948,449890560
balanced,8,47,0,0,0,0,414,980,16,0,0,0,0,244,0,6,5823341,449890560
balanced,8,48,0,0,0,0,174,980,16,0,0,0,0,211,0,6,6283347,449890560
balanced,8,49,0,0,0,0,123,980,16,0,0,0,0,177,0,5,4491845,449890560
balanced,8,50,0,0,0,0,1163,980,16,0,0,0,0,236,0,7,5463380,449890560
balanced,8,51,0,0,0,0,2367,980,16,0,0,0,0,234,0,9,6645944,449890560
balanced,8,52,1,1,1,0,23,916,15,0,0,1,0,217,0,8,4971639,420509952
balanced,8,53,0,0,0,0,5759,980,16,0,0,0,0,188,0,6,5063245,449890560
balanced,8,54,0,0,0,0,96,980,16,0,0,0,0,197,0,5,4303134,449890560
balanced,8,55,0,0,0,0,188,980,16,0,0,0,0,177,0,5,4228594,449890560
balanced,8,56,0,0,0,0,124,980,16,0,0,0,0,195,0,7,6902009,449890560
balanced,8,57,0,0,0,0,102,980,16,0,0,1,0,229,0,6,4765828,449890560
balanced,8,58,0,0,0,0,160,980,16,0,0,0,0,221,0,8,5844046,449890560
balanced,8,59,0,0,0,0,212,980,16,0,0,0,0,185,0,5,4224492,449890560
balanced,8,60,0,0,0,0,530,980,16,0,0,1,0,256,0,8,7648102,449890560
balanced,8,61,0,0,0,0,255,980,16,0,0,1,0,197,0,5,5030590,449890560
balanced,8,62,0,0,0,0,341,980,16,0,0,0,0,178,0,7,6595909,449890560
balanced,8,63,0,0,0,0,183,980,16,0,0,0,0,193,0,6,5722487,449890560
balanced,8,64,0,0,0,0,6549,980,16,0,0,0,0,237,0,7,6906407,449890560
balanced,8,65,0,0,0,0,90,980,16,0,0,0,0,213,0,7,5569596,449890560
balanced,8,66,0,0,0,0,4576,980,16,0,0,0,0,245,0,8,7299483,449890560
balanced,8,67,0,0,0,0,168,980,16,0,0,0,0,182,0,5,4158194,449890560
balanced,8,68,0,0,0,0,4636,980,16,0,0,0,0,218,0,6,5321876,449890560
balanced,8,69,0,0,0,0,191,980,16,0,0,0,0,200,0,8,5870145,449890560
balanced,8,70,0,0,0,0,526,980,16,0,0,0,0,179,0,5,4855052,449890560
balanced,8,71,0,0,0,0,113,980,16,0,0,0,0,242,0,8,7949622,449890560
balanced,8,72,0,0,0,0,96,980,16,0,0,0,0,157,0,5,5023561,449890560
balanced,8,73,0,0,0,0,80,980,16,0,0,18,0,206,0,6,6599341,449890560
balanced,8,74,0,0,0,0,677,980,16,0,0,0,0,158,0,7,7216553,449890560
balanced,8,75,0,0,0,0,101,980,16,0,0,0,0,197,0,8,5232144,449890560
balanced,8,76,0,0,0,0,107,980,16,0,0,1,0,185,0,6,3912681,449890560
balanced,8,77,0,0,0,0,612,980,16,0,0,0,0,227,0,9,7305000,449890560
balanced,8,78,0,0,0,0,76,980,16,0,0,0,0,239,0,9,7196602,449890560
balanced,8,79,0,0,0,0,445,980,16,0,0,0,0,217,0,5,4599417,449890560
balanced,8,80,0,0,0,0,121,980,16,0,0,0,0,222,0,7,4850738,449890560
balanced,8,81,0,0,0,0,139,980,16,0,0,0,0,215,0,7,5938853,449890560
balanced,8,82,0,0,0,0,3819,980,16,0,0,0,0,214,0,6,4796359,449890560
balanced,8,83,0,0,0,0,226,980,16,0,0,0,0,198,0,7,6008803,449890560
balanced,8,84,0,0,0,0,411,980,16,0,0,0,0,185,0,6,4972248,449890560
balanced,8,85,0,0,0,0,382,980,16,0,0,0,0,234,0,7,5797322,449890560
balanced,8,86,0,0,0,0,176,980,16,0,0,0,0,220,0,7,6657659,449890560
balanced,8,87,0,0,0,0,263,980,16,0,0,0,0,217,0,10,6927197,449890560
balanced,8,88,0,0,0,0,230,980,16,0,0,0,0,203,0,9,7019843,449890560
balanced,8,89,0,0,0,0,337,980,16,0,0,0,0,217,0,8,5005458,449890560
balanced,8,90,0,0,0,0,61,980,16,0,0,0,0,207,0,5,3693613,449890560
balanced,8,91,0,0,0,0,301,980,16,0,0,0,0,144,0,6,4650701,449890560
balanced,8,92,0,0,0,0,4301,980,16,0,0,0,0,210,0,6,4647482,449890560
balanced,8,93,0,0,0,0,111,980,16,0,0,0,0,215,0,7,5807665,449890560
balanced,8,94,0,0,0,0,716,980,16,0,0,0,0,180,0,7,6051634,449890560
balanced,8,95,0,0,0,0,144,980,16,0,0,0,0,250,0,5,5084761,449890560
balanced,8,96,0,0,0,0,92,980,16,0,0,1,0,177,0,8,6574608,449890560
balanced,8,97,0,0,0,0,249,980,16,0,0,0,0,175,0,7,5227992,449890560
balanced,8,98,0,0,0,0,696,980,16,0,0,0,0,232,0,9,6327790,449890560
balanced,8,99,0,0,0,0,164,980,16,0,0,1,0,180,0,7,5795671,449890560
balanced,8,100,0,0,0,0,77,980,16,0,0,0,0,181,0,5,4433623,449890560
balanced,8,101,0,0,0,0,468,980,16,0,0,0,0,263,0,9,6453332,449890560
balanced,8,102,0,0,0,0,591,980,16,0,0,3,0,267,0,11,6946868,449890560
balanced,8,103,0,0,0,0,107,980,16,0,0,0,0,191,0,5,4233940,449890560
balanced,8,104,0,0,0,0,143,980,16,0,0,0,0,230,0,6,6339143,449890560
balanced,8,105,0,0,0,0,148,980,16,0,0,9,0,204,0,6,5796895,449890560
balanced,8,106,0,0,0,0,933,980,16,0,0,0,0,188,0,6,5389360,449890560
balanced,8,107,0,0,0,0,4444,980,16,0,0,1,0,181,0,6,4760360,449890560
balanced,8,108,0,0,0,0,148,980,16,0,0,0,0,198,0,5,4205140,449890560
balanced,8,109,0,0,0,0,172,980,16,0,0,10,0,195,0,5,3885441,449890560
balanced,8,110,0,0,0,0,183,980,16,0,0,1,0,159,0,5,4230401,449890560
balanced,8,111,0,0,0,0,238,980,16,0,0,0,0,157,0,5,5083458,449890560
balanced,8,112,0,0,0,0,82,980,16,0,0,3,0,213,0,6,4665286,449890560
balanced,8,113,0,0,0,0,552,980,16,0,0,1,0,180,0,8,6951216,449890560
balanced,8,114,0,0,0,0,536,980,16,0,0,0,0,217,0,5,4079254,449890560
balanced,8,115,0,0,0,0,419,980,16,0,0,0,0,240,0,5,4540521,449890560
balanced,8,116,0,0,0,0,123,980,16,0,0,0,0,225,0,6,5791789,449890560
balanced,8,117,0,0,0,0,170,980,16,0,0,0,0,212,0,5,3875442,449890560
balanced,8,118,0,0,0,0,122,980,16,0,0,0,0,190,0,8,6624134,449890560
balanced,8,119,0,0,0,0,291,980,16,0,0,0,0,234,0,8,6194531,449890560
balanced,8,120,0,0,0,0,102,980,16,0,0,0,0,266,0,34,6442424,449890560
balanced,8,121,0,0,0,0,954,980,16,0,0,1,0,193,0,6,3899539,449890560
balanced,8,122,0,0,0,0,57,980,16,0,0,0,0,203,0,7,5043282,449890560
balanced,8,123,0,0,0,0,702,980,16,0,0,0,0,218,0,6,4951047,449890560
balanced,8,124,0,0,0,0,57,980,16,0,0,0,0,217,0,9,7168738,449890560
balanced,8,125,0,0,0,0,270,980,16,0,0,0,0,225,0,9,6696874,449890560
balanced,8,126,0,0,0,0,169,980,16,0,0,0,0,189,0,6,5322420,449890560
balanced,8,127,0,0,0,0,252,980,16,0,0,0,0,195,0,6,4757707,449890560
balanced,10,0,1,1,1,0,46,191,3,0,0,0,0,80,0,33,2657809,87682752
balanced,10,1,1,1,1,0,40,180,3,0,0,0,0,22,0,6,1192629,82632960
balanced,10,2,1,1,1,0,41,287,5,0,0,0,0,41,0,7,1634576,131753664
balanced,10,3,1,1,1,0,46,217,4,0,0,0,0,80,0,30,3083642,99618624
balanced,10,4,1,1,1,0,21,160,3,0,0,0,0,71,0,32,2987394,73451520
balanced,10,5,1,1,1,0,31,167,3,0,0,0,0,67,0,30,3174633,76665024
balanced,10,6,1,1,1,0,34,114,2,0,0,0,0,20,0,9,1718321,52334208
balanced,10,7,1,1,1,0,38,225,4,0,0,0,0,35,0,10,2983828,103291200
balanced,10,8,1,1,1,0,46,187,3,0,0,0,0,63,0,27,2920669,85846464
balanced,10,9,1,1,1,0,43,528,9,0,0,0,0,71,0,6,1751341,242390016
balanced,10,10,1,1,1,0,47,230,4,0,0,0,0,38,0,8,2701772,105586560
balanced,10,11,1,1,1,0,46,194,3,0,0,0,0,33,0,9,2608586,89059968
balanced,10,12,1,1,1,0,55,258,4,0,0,0,0,42,0,10,2648806,118440576
balanced,10,13,1,1,1,0,54,124,2,0,0,0,0,15,0,6,876389,56924928
balanced,10,14,1,1,1,0,32,462,8,0,0,0,0,47,0,4,459991,212091264
balanced,10,15,1,1,1,0,55,114,2,0,0,0,0,19,0,8,1163761,52334208
balanced,10,16,1,1,1,0,36,110,2,0,0,0,0,16,0,7,1477569,50497920
balanced,10,17,1,1,1,0,54,200,3,0,0,0,0,77,0,35,2743812,91814400
balanced,10,18,1,1,1,0,68,349,6,0,0,0,0,64,0,12,2079867,160216128
balanced,10,19,1,1,1,0,46,461,8,0,0,1,0,64,0,8,2496256,211632192
balanced,10,20,1,1,1,0,19,108,2,0,0,0,0,17,0,7,936269,49579776
balanced,10,21,1,1,1,0,22,159,3,0,0,0,0,74,0,34,2678593,72992448
balanced,10,22,1,1,1,0,29,129,2,0,0,0,0,67,0,33,2592348,59220288
balanced,10,23,1,1,1,0,24,290,5,0,0,0,0,47,0,12,2056045,133130880
balanced,10,24,1,1,1,0,34,184,3,0,0,0,0,28,0,9,2619279,84469248
balanced,10,25,1,1,1,0,23,237,4,0,0,0,0,37,0,8,2558298,108800064
balanced,10,26,1,1,1,0,41,103,2,0,0,0,0,11,0,5,518217,47284416
balanced,10,27,1,1,1,0,37,176,3,0,0,0,0,75,0,33,2711167,80796672
balanced,10,28,1,1,1,0,48,673,11,0,0,0,0,105,0,11,3328141,308955456
balanced,10,29,1,1,1,0,56,282,5,0,0,0,0,40,0,7,1496785,129458304
balanced,10,30,1,1,1,0,43,299,5,0,0,0,0,45,0,11,2887747,137262528
balanced,10,31,1,1,1,0,25,177,3,0,0,0,0,33,0,9,1683847,81255744
balanced,10,32,1,1,1,0,37,281,5,0,0,0,0,92,0,34,2852284,128999232
balanced,10,33,1,1,1,0,23,16,1,0,1,0,0,3,0,3,75,7345152
balanced,10,34,1,1,1,0,42,243,4,0,1,0,0,80,0,31,2906117,111554496
balanced,10,35,1,1,1,0,45,167,3,0,0,0,0,69,0,31,2428705,76665024
balanced,10,36,1,1,1,0,52,314,5,0,0,0,0,37,0,7,1004891,144148608
balanced,10,37,0,0,1,0,132,980,16,1,1,0,0,112,0,7,3965427,449890560
balanced,10,38,0,0,0,0,58,980,16,0,0,0,0,153,0,11,4003040,449890560
balanced,10,39,1,1,1,0,62,179,3,0,0,0,0,71,0,31,2682968,82173888
balanced,10,40,1,1,1,0,23,100,2,0,0,0,0,17,0,7,569464,45907200
balanced,10,41,1,1,1,0,22,130,2,0,0,0,0,71,0,35,2803694,59679360
balanced,10,42,1,1,1,0,40,333,6,0,0,0,0,43,0,7,1288769,152870976
balanced,10,43,1,1,1,0,20,137,2,0,0,0,0,68,0,33,2561488,62892864
balanced,10,44,1,1,1,0,48,242,4,0,0,0,0,83,0,31,2945592,111095424
balanced,10,45,1,1,1,0,30,183,3,0,0,0,0,79,0,32,3402963,84010176
balanced,10,46,1,1,1,0,34,101,2,0,0,0,0,10,0,4,78177,46366272
balanced,10,47,1,1,1,0,38,654,11,0,0,0,0,112,0,7,1680451,300233088
balanced,10,48,1,1,1,0,35,519,9,0,0,0,0,86,0,10,2743354,238258368
balanced,10,49,1,1,1,0,42,112,2,0,0,0,0,22,0,10,2443976,51416064
balanced,10,50,1,1,1,0,37,301,5,0,0,0,0,67,0,13,1617956,138180672
balanced,10,51,1,1,1,0,28,124,2,0,0,0,0,26,0,10,2618852,56924928
balanced,10,52,1,1,1,0,32,168,3,0,0,0,0,75,0,34,2673068,77124096
balanced,10,53,1,1,1,0,47,275,5,0,0,0,0,36,0,5,454470,126244800
balanced,10,54,1,1,1,0,39,432,7,0,0,0,0,78,0,16,2018161,198319104
balanced,10,55,1,1,1,0,57,529,9,0,0,0,0,129,0,31,3106519,242849088
balanced,10,56,1,1,1,0,44,282,5,0,0,0,0,49,0,10,1645586,129458304
balanced,10,57,1,1,1,0,55,556,9,0,0,0,0,91,0,13,2072436,255244032
balanced,10,58,1,1,1,0,44,127,2,0,0,0,0,35,0,16,1527188,58302144
balanced,10,59,1,1,1,0,53,118,2,0,0,0,0,25,0,11,1402415,54170496
balanced,10,60,1,1,1,0,29,337,6,0,0,0,0,55,0,10,3509109,154707264
balanced,10,61,1,1,1,0,37,278,5,0,0,0,0,40,0,10,2863560,127622016
balanced,10,62,1,1,1,0,52,223,4,0,0,0,0,29,0,6,1006313,102373056
balanced,10,63,1,1,1,0,31,374,6,0,0,0,0,50,0,7,2100168,171692928
balanced,10,64,1,1,1,0,34,229,4,0,0,0,0,28,0,7,1907373,105127488
balanced,10,65,1,1,1,0,29,167,3,0,0,0,0,79,0,35,2701825,76665024
balanced,10,66,1,1,1,0,27,114,2,0,0,0,0,27,0,12,2556136,52334208
balanced,10,67,1,1,1,0,33,114,2,0,0,0,0,21,0,9,1236713,52334208
balanced,10,68,0,0,0,0,252,980,16,0,0,0,0,169,0,10,4123445,449890560
balanced,10,69,1,1,1,0,22,101,2,0,0,0,0,14,0,6,880322,46366272
balanced,10,70,1,1,1,0,49,278,5,0,0,0,0,38,0,8,1285355,127622016
balanced,10,71,1,1,1,0,23,282,5,0,0,0,0,97,0,34,2859351,129458304
balanced,10,72,1,1,1,0,30,126,2,0,0,0,0,19,0,8,1016307,57843072
balanced,10,73,1,1,1,0,43,352,6,0,0,0,0,39,0,6,1512001,161593344
balanced,10,74,1,1,1,0,47,108,2,0,0,0,0,14,0,6,779658,49579776
balanced,10,75,1,1,1,0,39,318,5,0,0,0,0,48,0,7,1644286,145984896
balanced,10,76,1,1,1,0,44,348,6,0,0,0,0,51,0,7,1589665,159757056
balanced,10,77,1,1,1,0,29,439,7,0,0,1,0,56,0,8,3210739,201532608
balanced,10,78,1,1,1,0,43,127,2,0,1,0,0,27,0,12,1416384,58302144
balanced,10,79,1,1,1,0,29,172,3,0,0,0,0,27,0,10,2827053,78960384
balanced,10,80,1,1,1,0,59,189,3,0,0,0,0,31,0,11,2686918,86764608
balanced,10,81,1,1,1,0,49,120,2,0,0,0,0,29,0,13,1676636,55088640
balanced,10,82,1,1,1,0,22,97,2,0,0,0,0,20,0,9,2145792,44529984
balanced,10,83,1,1,1,0,58,308,5,0,0,0,0,91,0,33,2752530,141394176
balanced,10,84,1,1,1,0,40,465,8,0,0,0,0,64,0,8,2356271,213468480
balanced,10,85,1,1,1,0,24,366,6,0,0,0,0,63,0,8,1641853,168020352
balanced,10,86,1,1,1,0,34,102,2,0,0,0,0,26,0,12,2310129,46825344
balanced,10,87,0,0,0,0,46,980,16,0,0,0,0,131,0,11,4541892,449890560
balanced,10,88,1,1,1,0,47,140,2,0,0,0,0,68,0,33,2565679,64270080
balanced,10,89,1,1,1,0,37,435,7,0,0,0,0,60,0,9,2205222,199696320
balanced,10,90,1,1,1,0,27,155,3,0,0,0,0,70,0,32,3009422,71156160
balanced,10,91,0,0,0,0,135,980,16,0,0,1,0,105,0,7,2897446,449890560
balanced,10,92,1,1,1,0,40,239,4,0,0,0,0,35,0,6,818006,109718208
balanced,10,93,1,1,1,0,27,367,6,0,0,0,0,102,0,32,2782283,168479424
balanced,10,94,1,1,1,0,32,164,3,0,0,0,0,65,0,29,3111661,75287808
balanced,10,95,1,1,1,0,31,119,2,0,0,0,0,23,0,10,2694936,54629568
balanced,10,96,1,1,1,0,50,119,2,0,0,0,0,27,0,12,2766236,54629568
balanced,10,97,1,1,1,0,52,476,8,0,0,0,0,109,0,32,2947176,218518272
balanced,10,98,1,1,1,0,49,276,5,0,0,0,0,93,0,34,2911910,126703872
balanced,10,99,1,1,1,0,43,218,4,0,0,0,0,43,0,9,2689726,100077696
balanced,10,100,1,1,1,0,49,119,2,0,0,0,0,19,0,8,1119164,54629568
balanced,10,101,1,1,1,0,15,200,3,0,0,0,0,39,0,9,2831389,91814400
balanced,10,102,1,1,1,0,12,115,2,0,1,0,0,27,0,12,1643196,52793280
balanced,10,103,1,1,1,0,56,651,11,0,0,0,0,90,0,9,3671265,298855872
balanced,10,104,1,1,1,0,25,110,2,0,0,0,0,17,0,7,363547,50497920
balanced,10,105,1,1,1,0,46,302,5,0,0,0,0,43,0,8,1537154,138639744
balanced,10,106,1,1,1,0,34,104,2,0,0,0,0,16,0,7,872921,47743488
balanced,10,107,1,1,1,0,27,358,6,0,0,0,0,58,0,11,2981110,164347776
balanced,10,108,1,1,1,0,28,232,4,0,1,0,0,79,0,31,2713509,106504704
balanced,10,109,1,1,1,0,57,119,2,0,0,0,0,27,0,12,2508202,54629568
balanced,10,110,1,1,1,0,52,916,15,0,0,0,0,95,0,7,2104630,420509952
balanced,10,111,1,1,1,0,58,113,2,0,0,0,0,10,0,4,459801,51875136
balanced,10,112,1,1,1,0,33,459,8,0,0,0,0,85,0,13,2254590,210714048
balanced,10,113,1,1,1,0,41,167,3,0,0,0,0,71,0,32,2642906,76665024
balanced,10,114,1,1,1,0,49,650,11,0,0,0,0,141,0,30,3166413,298396800
balanced,10,115,1,1,1,0,23,138,2,0,0,0,0,17,0,6,906889,63351936
balanced,10,116,1,1,1,0,40,250,4,0,0,0,0,89,0,34,3156682,114768000
balanced,10,117,1,1,1,0,59,181,3,0,0,0,0,35,0,10,1900692,83092032
balanced,10,118,1,1,1,0,28,222,4,0,0,0,0,87,0,33,2676409,101913984
balanced,10,119,1,1,1,0,37,224,4,0,0,0,0,45,0,12,1583738,102832128
balanced,10,120,1,1,1,0,38,175,3,0,0,0,0,73,0,32,2771100,80337600
balanced,10,121,1,1,1,0,64,431,7,0,0,0,0,51,0,7,1335264,197860032
balanced,10,122,1,1,1,0,18,183,3,0,0,0,0,38,0,10,2533931,84010176
balanced,10,123,1,1,1,0,41,353,6,0,0,0,0,67,0,9,1981992,162052416
balanced,10,124,1,1,1,0,42,583,10,0,0,0,0,136,0,33,3503028,267638976
balanced,10,125,1,1,1,0,36,192,3,0,0,0,0,30,0,9,1490415,88141824
balanced,10,126,1,1,1,0,49,167,3,0,0,0,0,69,0,30,2382586,76665024
balanced,10,127,1,1,1,0,52,774,13,0,0,0,0,123,0,11,3769620,355321728
balanced,12,0,1,1,1,0,32,157,3,0,0,0,0,66,0,33,2347807,72074304
balanced,12,1,1,1,1,0,55,315,5,0,0,0,0,64,0,27,1996574,144607680
balanced,12,2,1,1,1,0,58,181,3,0,0,0,0,15,0,6,384312,83092032
balanced,12,3,1,1,1,0,48,156,3,0,0,0,0,27,0,12,1524632,71615232
balanced,12,4,1,1,1,0,33,190,3,0,0,0,0,68,0,33,2484331,87223680
balanced,12,5,1,1,1,0,30,133,2,0,0,0,0,53,0,26,1947512,61056576
balanced,12,6,1,1,1,0,32,18,1,0,1,0,0,2,0,2,26,8263296
balanced,12,7,1,1,1,0,42,172,3,0,0,0,0,24,0,9,2255051,78960384
balanced,12,8,1,1,1,0,54,158,3,0,0,0,0,62,0,30,2166018,72533376
balanced,12,9,1,1,1,0,36,172,3,0,0,0,0,64,0,30,2235749,78960384
balanced,12,10,1,1,1,0,40,236,4,0,0,0,0,26,0,8,1737964,108340992
balanced,12,11,1,1,1,0,47,310,5,0,0,0,0,68,0,29,2127237,142312320
balanced,12,12,1,1,1,0,42,135,2,0,0,0,0,20,0,9,1659152,61974720
balanced,12,13,1,1,1,0,60,239,4,0,0,0,0,55,0,24,2126442,109718208
balanced,12,14,1,1,1,0,39,163,3,0,0,0,0,58,0,29,2187313,74828736
balanced,12,15,1,1,1,0,54,188,3,0,1,0,0,19,0,7,736476,86305536
balanced,12,16,1,1,1,0,33,154,3,0,0,0,0,58,0,29,2070383,70697088
balanced,12,17,1,1,1,0,38,173,3,0,0,0,0,70,0,33,2399243,79419456
balanced,12,18,1,1,1,0,69,223,4,0,0,0,0,61,0,27,2106211,102373056
balanced,12,19,1,1,1,0,54,181,3,0,0,0,0,61,0,30,2256397,83092032
balanced,12,20,1,1,1,0,22,188,3,0,0,0,0,30,0,11,1557355,86305536
balanced,12,21,1,1,1,0,14,130,2,0,0,0,0,66,0,33,2458893,59679360
balanced,12,22,1,1,1,0,21,127,2,0,0,0,0,64,0,32,2402125,58302144
balanced,12,23,1,1,1,0,29,140,2,0,0,0,0,19,0,9,988934,64270080
balanced,12,24,1,1,1,0,30,170,3,0,0,0,0,60,0,29,2176290,78042240
balanced,12,25,1,1,1,0,19,254,4,0,0,0,0,23,0,8,878327,116604288
balanced,12,26,1,1,1,0,42,164,3,0,0,0,0,61,0,30,2159886,75287808
balanced,12,27,1,1,1,0,25,137,2,0,0,0,0,59,0,29,2258137,62892864
balanced,12,28,1,1,1,0,20,226,4,0,1,0,0,68,0,30,2243623,103750272
balanced,12,29,1,1,1,0,29,232,4,0,0,0,0,65,0,31,2463124,106504704
balanced,12,30,1,1,1,0,7,18,1,0,1,0,0,2,0,2,25,8263296
balanced,12,31,1,1,1,0,16,140,2,0,0,0,0,64,0,32,2374946,64270080
balanced,12,32,1,1,1,0,34,230,4,0,0,0,0,74,0,33,2453555,105586560
balanced,12,33,1,1,1,0,7,14,1,0,1,0,0,1,0,1,11,6427008
balanced,12,34,1,1,1,0,47,213,4,0,1,0,0,68,0,31,2343710,97782336
balanced,12,35,1,1,1,0,33,184,3,0,0,0,0,56,0,27,2201863,84469248
balanced,12,36,1,1,1,0,30,183,3,0,0,0,0,52,0,24,1869738,84010176
balanced,12,37,1,1,0,0,59,439,7,0,0,0,0,28,0,6,1332061,201532608
balanced,12,38,1,1,1,0,36,595,10,0,0,0,0,77,0,26,2396689,273147840
balanced,12,39,1,1,1,0,41,129,2,0,0,0,0,56,0,28,2085245,59220288
balanced,12,40,1,1,1,0,30,140,2,0,0,0,0,61,0,30,2231757,64270080
balanced,12,41,1,1,1,0,20,135,2,0,0,0,0,62,0,31,2345521,61974720
balanced,12,42,1,1,1,0,30,228,4,0,0,0,0,65,0,29,2034939,104668416
balanced,12,43,1,1,1,0,24,155,3,0,0,0,0,66,0,32,2266426,71156160
balanced,12,44,1,1,1,0,41,164,3,0,0,0,0,23,0,10,1382595,75287808
balanced,12,45,1,1,1,0,13,230,4,0,0,0,0,71,0,32,2352953,105586560
balanced,12,46,1,1,1,0,51,214,4,0,0,0,0,14,0,6,566344,98241408
balanced,12,47,1,1,1,0,14,163,3,0,0,0,0,19,0,8,959655,74828736
balanced,12,48,1,1,1,0,42,111,2,0,0,0,0,13,0,6,143295,50956992
balanced,12,49,1,1,1,0,45,129,2,0,0,0,0,50,0,25,1822866,59220288
balanced,12,50,1,1,1,0,46,234,4,0,0,0,0,29,0,10,1881949,107422848
balanced,12,51,1,1,1,0,9,17,1,1,1,0,0,1,0,1,16,7804224
balanced,12,52,1,1,1,0,17,19,1,0,1,0,0,3,0,3,28,8722368
balanced,12,53,1,1,1,0,43,395,7,0,0,0,0,58,0,25,2224788,181333440
balanced,12,54,1,1,1,0,41,164,3,0,0,0,0,53,0,25,2009240,75287808
balanced,12,55,1,1,1,0,54,180,3,0,0,0,0,61,0,30,2249616,82632960
balanced,12,56,1,1,1,0,28,175,3,0,1,0,0,63,0,30,2267138,80337600
balanced,12,57,1,1,1,0,31,135,2,0,0,0,0,64,0,32,2347533,61974720
