original_fault_id,metis_locality_partition,BA1_residue,BA2_residue,BA3_residue
1322,0,0,1,0
1323,0,3,3,2
1324,0,2,2,1
1325,0,0,0,3
1326,0,1,1,0
1327,0,3,3,2
1328,1,1,0,1
1329,0,2,2,3
1330,0,0,0,0
1331,0,2,2,3
1332,0,1,1,1
1333,0,3,3,0
1334,0,1,1,0
1335,0,3,3,2
1336,0,2,2,0
1337,0,1,1,1
1338,0,0,0,3
1339,0,3,3,0
1340,1,1,2,1
1341,1,3,0,2
1342,1,2,3,1
1343,1,0,0,0
1344,1,3,0,2
1345,1,2,2,1
1346,0,1,1,3
1347,1,3,3,2
1348,0,0,0,0
1349,0,2,2,1
1350,0,1,1,3
1351,1,3,3,2
1352,0,0,0,3
1353,0,2,2,1
1354,0,1,1,0
1355,0,3,3,2
1356,0,2,2,3
1357,0,0,0,0
1358,0,0,0,1
1359,0,3,3,3
1360,0,2,2,0
1361,0,0,0,1
1362,0,1,1,2
1363,0,3,3,0
1364,1,2,2,1
1365,0,1,1,2
1366,0,3,3,0
1367,0,0,0,1
1368,0,2,2,3
1369,0,3,3,0
1370,0,3,1,0
1371,0,2,2,3
1372,0,1,1,0
1373,0,0,0,2
1374,0,3,3,1
1375,0,2,2,3
1376,1,1,1,3
1377,1,0,0,1
1378,0,3,3,0
1379,1,0,0,1
1380,1,2,2,3
1381,1,1,1,2
1382,0,3,3,0
1383,0,2,2,3
1384,0,1,1,0
1385,0,3,3,1
1386,0,2,2,1
1387,0,0,0,3
1388,0,1,1,0
1389,0,3,3,0
1390,0,2,2,2
1391,0,0,0,1
1392,0,2,2,1
1393,0,1,1,3
1394,0,3,3,0
1395,0,2,2,1
1396,0,0,0,2
1397,0,1,1,0
1398,0,2,2,3
1399,0,0,0,2
1400,0,1,1,0
1401,0,2,2,1
1402,0,3,3,3
1403,0,1,1,0
1404,1,2,2,1
1405,0,3,3,3
1406,0,0,0,0
1407,0,1,3,2
1408,0,3,1,1
1409,0,2,2,3
1410,1,1,1,3
1411,1,2,3,1
1412,1,3,2,0
1413,1,2,1,1
1414,1,3,3,2
1415,1,1,2,1
1416,0,0,0,0
1417,1,2,1,1
1418,2,1,2,2
1419,2,0,0,2
1420,0,3,3,0
1421,0,0,0,1
1422,0,1,1,3
1423,0,2,2,2
1424,0,0,3,0
1425,0,2,2,2
1426,0,1,0,3
1427,0,0,1,1
1428,0,3,3,0
1429,0,2,2,1
1430,0,1,1,3
1431,0,2,2,2
1432,0,0,0,0
1433,0,1,1,3
1434,0,3,3,1
1435,0,2,2,0
1436,1,2,0,1
1437,0,0,3,1
1438,0,1,1,0
1439,0,3,0,2
1440,0,2,2,3
1441,0,2,1,3
1442,0,1,3,1
1443,0,3,2,2
1444,0,0,0,0
1445,0,1,1,3
1446,0,3,3,1
1447,0,0,0,2
1448,1,3,3,1
1449,1,2,2,1
1450,0,0,0,0
1451,1,1,1,1
1452,1,2,2,3
1453,1,3,3,1
1454,2,0,0,2
1455,2,1,2,2
1456,0,3,3,0
1457,0,0,0,3
1458,0,1,1,1
1459,0,3,2,0
1460,0,2,2,2
1461,0,0,0,1
1462,0,3,3,0
1463,0,0,0,3
1464,0,1,1,2
1465,0,3,3,0
1466,0,2,2,3
1467,0,0,0,1
1468,0,1,1,0
1469,0,2,2,3
1470,0,3,3,2
1471,0,0,0,1
1472,1,2,2,1
1473,0,1,1,0
1474,0,2,2,0
1475,0,1,1,2
1476,0,0,0,3
1477,0,3,3,1
1478,0,1,1,0
1479,0,0,0,2
1480,0,3,3,0
1481,0,2,2,0
1482,0,1,1,1
1483,0,0,0,2
1484,1,1,3,0
1485,1,3,1,2
1486,1,0,0,3
1487,0,2,2,0
1488,0,0,0,1
1489,0,1,1,2
1490,2,2,2,3
1491,2,0,0,1
1492,0,3,3,0
1493,0,0,0,2
1494,0,1,1,3
1495,0,2,2,1
1496,0,1,1,3
1497,0,3,3,2
1498,0,2,2,0
1499,0,1,1,3
1500,0,0,0,1
1501,0,2,2,0
1502,0,3,3,0
1503,0,1,1,3
1504,0,2,2,2
1505,0,2,2,0
1506,0,0,0,1
1507,0,1,3,3
1508,1,3,3,1
1509,0,2,1,0
1510,0,0,0,3
1511,0,1,0,1
1512,0,3,3,2
1513,0,0,1,0
1514,0,2,2,2
1515,0,0,0,3
1516,0,1,1,0
1517,0,2,2,2
1518,0,3,3,1
1519,0,0,0,3
1520,1,2,2,1
1521,1,0,0,3
1522,1,3,3,1
1523,1,1,0,0
1524,1,2,2,2
1525,0,1,3,0
1526,0,0,0,3
1527,0,3,1,1
1528,0,2,2,0
1529,0,0,0,3
1530,0,3,3,1
1531,0,1,2,0
1532,0,1,1,2
1533,0,0,0,3
1534,0,3,3,0
1535,0,2,2,1
1536,0,1,1,2
1537,0,0,3,0
1538,0,2,2,2
1539,0,1,1,3
1540,0,3,3,0
1541,0,2,2,2
1542,0,0,0,1
1543,0,1,1,0
1544,1,3,3,1
1545,0,0,0,3
1546,0,1,1,0
1547,0,2,2,2
1548,0,3,3,3
1549,0,0,0,0
1550,0,1,1,2
1551,0,3,3,1
1552,0,2,2,0
1553,0,1,1,1
1554,0,0,0,3
1555,0,3,2,2
1556,1,1,0,3
1557,1,0,3,1
1558,1,1,1,1
1559,1,3,3,2
1560,1,2,0,1
1561,0,2,2,3
1562,0,3,3,1
1563,0,0,0,2
1564,0,0,0,0
1565,0,2,2,3
1566,0,3,3,1
1567,0,0,0,2
1568,0,3,3,0
1569,0,2,2,3
1570,0,0,0,0
1571,0,1,1,2
1572,0,3,3,1
1573,0,2,2,0
1574,0,1,1,0
1575,0,2,2,3
1576,0,3,3,1
1577,0,2,2,3
1578,0,0,0,0
1579,0,1,1,2
1580,1,1,0,1
1581,0,2,1,0
1582,0,3,3,1
1583,0,2,2,3
1584,0,0,0,0
1585,0,2,2,3
1586,0,0,2,0
1587,0,1,0,2
1588,0,3,3,0
1589,0,2,1,1
1590,0,0,2,3
1591,0,1,0,2
1592,2,3,3,3
1593,2,2,2,2
1594,0,3,1,0
1595,0,0,0,2
1596,0,1,3,3
1597,1,3,2,1
1598,0,3,1,0
1599,0,1,3,3
1600,0,0,0,0
1601,0,2,2,2
1602,0,2,2,3
1603,0,3,3,1
1604,0,0,0,0
1605,0,1,1,2
1606,0,2,2,3
1607,0,3,3,0
1608,0,2,2,2
1609,0,3,3,3
1610,0,1,1,0
1611,0,2,2,1
1612,0,0,0,2
1613,0,3,3,0
1614,0,1,2,0
1615,0,0,0,2
1616,0,3,3,0
1617,0,2,2,1
1618,0,1,1,3
1619,0,0,0,0
1620,1,2,3,1
1621,0,3,1,3
1622,0,0,0,0
1623,0,1,1,2
1624,0,2,2,1
1625,0,3,3,3
1626,1,0,2,3
1627,1,2,0,1
1628,1,3,3,1
1629,1,0,0,3
1630,0,1,1,2
1631,0,2,3,0
1632,0,3,2,1
1633,1,1,1,3
1634,1,2,3,1
1635,2,1,1,2
1636,0,0,0,0
1637,0,2,2,3
1638,0,3,3,2
1639,0,1,1,1
1640,0,3,3,0
1641,0,0,0,3
1642,0,2,2,0
1643,0,1,1,1
1644,0,3,3,2
1645,0,0,0,0
1646,0,2,2,0
1647,0,1,1,3
1648,0,3,3,2
1649,0,0,0,1
1650,0,2,2,0
1651,0,1,1,1
1652,1,3,3,1
1653,0,0,0,0
1654,0,3,3,3
1655,0,1,1,2
1656,0,2,2,0
1657,0,0,0,2
1658,0,3,3,0
1659,0,1,1,3
1660,0,0,0,0
1661,0,3,3,2
1662,0,2,2,1
1663,0,1,1,3
1664,1,0,0,1
1665,1,1,1,3
1666,0,1,1,0
1667,0,2,2,1
1668,0,3,3,3
1669,1,1,1,1
1670,1,2,2,1
1671,2,3,3,2
1672,0,0,0,0
1673,0,1,1,3
1674,0,2,2,1
1675,0,0,0,0
1676,0,3,3,2
1677,0,0,0,0
1678,0,2,2,1
1679,0,1,1,3
1680,0,3,3,2
1681,0,0,0,0
1682,0,2,2,3
1683,0,1,1,2
1684,0,3,3,0
1685,0,2,2,3
1686,0,0,0,1
1687,0,1,1,2
1688,1,3,3,1
1689,0,0,0,1
1690,0,2,2,0
1691,0,1,1,0
1692,0,3,3,2
1693,0,2,2,0
1694,0,1,1,0
1695,0,3,3,2
1696,0,0,0,0
1697,0,2,2,3
1698,0,1,1,1
1699,0,3,3,0
1700,0,3,3,0
1701,0,2,2,2
1702,0,3,3,1
1703,0,0,0,0
1704,0,1,1,3
1705,0,2,2,2
1706,0,0,0,0
1707,0,1,1,1
1708,0,3,3,0
1709,0,2,2,3
1710,0,1,1,2
1711,0,0,0,1
1712,0,0,0,0
1713,0,1,1,3
1714,0,3,3,2
1715,0,2,2,1
1716,0,0,0,0
1717,0,1,1,1
1718,0,0,0,3
1719,0,2,2,0
1720,0,3,3,2
1721,0,0,0,0
1722,0,1,1,3
1723,0,2,2,2
1724,0,3,0,1
1725,0,1,1,3
1726,0,2,2,0
1727,0,0,0,0
1728,0,3,3,1
1729,0,2,3,3
1730,0,3,3,0
1731,0,1,1,1
1732,0,0,0,0
1733,0,2,2,2
1734,0,1,1,3
1735,0,0,0,1
1736,0,1,1,3
1737,0,3,3,0
1738,2,0,0,2
1739,2,2,2,2
1740,0,3,3,3
1741,0,2,2,1
1742,0,0,0,2
1743,0,0,0,0
1744,0,1,1,0
1745,0,3,3,2
1746,0,0,0,1
1747,0,2,2,0
1748,0,0,0,0
1749,0,3,3,2
1750,0,2,2,3
1751,0,1,1,0
1752,0,0,0,1
1753,0,0,0,3
1754,0,1,1,0
1755,0,2,2,3
1756,0,3,3,2
1757,0,0,0,1
1758,0,1,1,0
1759,0,2,2,1
1760,0,3,3,0
1761,0,2,0,2
1762,0,3,3,0
1763,0,1,1,3
1764,0,0,0,2
1765,0,2,2,0
1766,0,3,3,2
1767,0,2,2,3
1768,0,0,0,0
1769,0,1,1,0
1770,0,3,3,1
1771,0,0,0,2
1772,0,1,1,0
1773,0,2,2,3
1774,2,0,0,2
1775,2,2,3,2
1776,0,2,2,1
1777,0,0,0,0
1778,0,1,1,3
1779,0,2,3,1
1780,0,3,3,0
1781,0,1,1,3
1782,0,0,0,2
1783,0,2,2,1
1784,0,0,0,3
1785,0,3,3,2
1786,0,1,1,0
1787,0,0,0,1
1788,0,2,2,3
1789,0,3,3,0
1790,0,2,2,0
1791,0,3,3,3
1792,0,1,1,2
1793,0,0,0,1
1794,0,2,2,0
1795,0,0,0,1
1796,0,2,2,0
1797,0,1,1,0
1798,0,3,3,3
1799,0,0,0,2
1800,0,2,2,0
1801,0,1,1,3
1802,0,0,0,1
1803,0,3,3,2
1804,0,1,1,0
1805,0,2,2,3
1806,0,0,0,1
1807,0,1,1,2
1808,2,0,0,2
1809,2,3,3,3
1810,0,3,3,1
1811,0,0,0,0
1812,0,2,2,3
1813,0,1,1,2
1814,0,1,1,0
1815,0,2,2,1
1816,0,0,0,2
1817,0,3,3,0
1818,0,3,3,0
1819,0,1,1,3
1820,0,2,2,2
1821,0,3,3,0
1822,0,0,0,1
1823,0,1,1,3
1824,0,2,2,2
1825,0,1,1,3
1826,0,3,3,0
1827,0,2,2,2
1828,0,0,0,1
1829,0,1,1,3
1830,0,3,3,0
1831,0,0,0,1
1832,0,1,1,0
1833,0,3,3,2
1834,0,2,2,3
1835,0,0,0,1
1836,0,1,0,0
1837,0,3,3,3
1838,0,2,2,0
1839,0,1,1,1
1840,0,3,3,2
1841,0,2,2,0
1842,0,0,0,0
1843,0,1,1,3
1844,0,3,3,0
1845,0,2,2,0
1846,0,1,1,3
1847,0,0,0,1
1848,0,3,3,2
1849,0,0,2,3
1850,0,2,2,1
1851,0,3,0,2
1852,0,3,3,0
1853,0,1,0,3
1854,0,0,1,1
1855,0,2,2,2
1856,0,3,3,0
1857,0,2,2,2
1858,0,1,1,1
1859,0,0,0,3
1860,0,3,3,0
1861,0,2,2,0
1862,0,1,1,3
1863,0,2,2,2
1864,0,0,0,0
1865,0,1,1,3
1866,0,3,3,1
1867,0,2,2,0
1868,0,3,1,2
1869,0,3,3,2
1870,0,2,2,0
1871,0,1,1,1
1872,0,0,0,3
1873,0,2,1,2
1874,0,2,2,1
1875,0,0,0,3
1876,0,3,3,0
1877,0,1,1,2
1878,0,2,2,1
1879,0,0,0,3
1880,0,3,0,0
1881,0,2,2,2
1882,0,3,3,0
1883,0,1,1,3
1884,0,0,0,1
1885,0,2,3,0
1886,0,1,1,2
1887,0,2,2,3
1888,0,0,0,0
1889,0,2,2,3
1890,0,1,1,1
1891,0,0,0,0
1892,0,3,3,2
1893,0,0,0,3
1894,0,1,1,1
1895,0,2,2,3
1896,0,1,1,2
1897,0,0,0,1
1898,0,2,2,2
1899,0,0,0,3
1900,0,1,1,0
1901,0,2,2,2
1902,0,3,3,1
1903,0,0,0,3
1904,0,1,1,0
1905,0,3,3,0
1906,0,0,0,0
1907,0,2,2,1
1908,0,1,1,3
1909,0,0,0,2
1910,0,0,0,0
1911,0,1,1,1
1912,0,3,3,0
1913,0,0,0,2
1914,0,2,2,3
1915,0,1,1,0
1916,0,1,3,0
1917,0,3,1,1
1918,0,0,0,3
1919,0,1,1,1
1920,0,2,2,0
1921,0,0,0,3
1922,0,1,1,2
1923,0,2,2,0
1924,0,3,3,0
1925,0,0,0,3
1926,0,2,2,1
1927,0,1,1,0
1928,0,2,2,0
1929,0,3,3,3
1930,0,1,1,2
1931,0,0,0,1
1932,0,2,2,0
1933,0,0,0,1
1934,0,3,3,0
1935,0,2,2,0
1936,0,1,1,2
1937,0,3,3,0
1938,0,2,2,3
1939,0,0,0,2
1940,0,1,1,0
1941,0,2,2,1
1942,0,3,3,0
1943,0,1,1,0
1944,0,0,0,2
1945,0,3,2,1
1946,0,1,3,0
1947,0,2,1,3
1948,0,0,0,0
1949,0,3,2,2
1950,0,1,3,1
1951,0,2,0,0
1952,0,2,0,3
1953,0,3,3,2
1954,0,1,1,0
1955,0,3,3,1
1956,0,0,0,3
1957,0,1,1,0
1958,0,3,3,1
1959,0,2,2,3
1960,0,2,2,0
1961,0,0,0,3
1962,0,3,3,1
1963,0,1,1,0
1964,0,1,1,2
1965,0,3,3,3
1966,0,0,0,0
1967,0,2,2,1
1968,0,1,1,2
1969,0,3,3,0
1970,0,2,2,2
1971,0,1,1,3
1972,0,3,3,0
1973,0,2,2,0
1974,0,0,0,1
1975,0,1,1,2
1976,0,0,0,3
1977,0,3,3,2
1978,0,1,1,0
1979,0,2,2,0
1980,0,3,3,3
1981,0,1,1,0
1982,0,3,3,3
1983,0,0,0,1
1984,0,2,2,0
1985,0,3,3,0
1986,0,1,1,3
1987,0,0,0,1
1988,0,0,2,0
1989,0,2,1,2
1990,0,0,1,2
1991,0,1,2,3
1992,0,3,3,0
1993,0,2,2,3
1994,0,1,1,1
1995,0,3,3,0
1996,0,0,0,0
1997,0,3,3,1
1998,0,1,1,0
1999,0,2,2,3
2000,0,3,3,0
2001,0,2,2,3
2002,0,0,0,0
2003,0,1,1,1
2004,0,3,3,2
2005,0,0,0,0
2006,0,3,3,2
2007,0,2,2,3
2008,0,0,0,0
2009,0,3,3,2
2010,0,1,1,1
2011,0,2,2,0
2012,0,3,0,3
2013,0,1,1,1
2014,0,2,2,0
2015,0,3,3,2
2016,0,0,0,3
2017,0,2,2,0
2018,0,1,2,2
2019,0,0,0,3
2020,0,3,3,0
2021,0,1,1,1
2022,0,2,2,3
2023,0,0,0,0
2024,0,3,3,2
2025,0,2,2,0
2026,0,1,1,1
2027,0,3,3,3
2028,0,2,2,0
2029,0,1,1,1
2030,0,0,0,0
2031,0,3,3,3
2032,0,1,1,2
2033,0,2,2,0
2034,0,0,0,3
2035,0,2,2,1
2036,0,3,3,0
2037,0,1,1,3
2038,0,0,0,2
2039,0,2,2,0
2040,0,3,3,2
2041,0,0,0,1
2042,0,1,1,0
2043,0,3,3,3
2044,0,2,2,2
2045,0,0,0,0
2046,0,3,3,3
2047,0,1,2,1
2048,0,0,0,0
2049,0,1,3,2
2050,0,3,1,3
2051,0,0,0,1
2052,0,3,3,1
2053,0,1,1,2
2054,0,2,2,0
2055,0,3,1,0
2056,0,1,3,2
2057,0,0,0,1
2058,0,0,0,0
2059,0,2,2,0
2060,0,2,2,2
2061,0,0,0,0
2062,0,3,3,3
2063,0,2,2,0
2064,0,0,0,1
2065,0,3,3,2
2066,0,1,1,0
2067,0,0,0,3
2068,0,2,2,1
2069,0,3,3,2
2070,0,1,1,1
2071,0,2,2,3
2072,0,3,3,0
2073,0,1,1,1
2074,0,0,0,2
2075,0,2,2,3
2076,0,0,0,0
2077,0,1,1,3
2078,0,2,2,1
2079,0,0,0,2
2080,0,3,3,0
2081,0,0,0,0
2082,0,3,3,2
2083,0,1,1,3
2084,0,2,2,0
2085,0,3,3,2
2086,0,0,0,1
2087,0,2,2,3
2088,0,3,3,0
2089,0,1,1,1
2090,0,0,0,0
2091,0,3,3,2
2092,0,2,2,3
2093,0,0,0,0
2094,0,1,1,1
2095,0,3,3,2
2096,0,0,0,1
2097,0,1,1,0
2098,0,3,3,3
2099,0,2,2,2
2100,0,0,0,2
2101,0,1,1,0
2102,0,3,3,3
2103,0,2,2,0
2104,0,1,1,1
2105,0,0,0,2
2106,0,2,2,3
2107,0,3,3,0
2108,0,1,1,1
2109,0,0,0,2
2110,0,3,3,3
2111,0,1,1,0
2112,0,0,0,2
2113,0,3,3,1
2114,0,0,0,3
2115,0,1,1,0
2116,0,2,2,2
2117,0,1,1,1
2118,0,0,0,3
2119,0,3,3,0
2120,0,1,1,2
2121,0,2,2,1
2122,0,0,0,0
2123,0,1,1,1
2124,0,2,2,0
2125,0,0,0,3
2126,0,2,3,2
2127,0,1,1,0
2128,0,0,0,0
2129,0,0,3,2
2130,0,2,2,1
2131,0,3,0,0
2132,0,1,1,3
2133,0,0,2,1
2134,0,3,0,2
2135,0,0,2,3
2136,0,2,3,0
2137,0,1,1,1
2138,0,0,0,2
2139,0,1,3,0
2140,0,3,2,0
2141,0,0,0,2
2142,0,1,3,3
2143,0,2,1,0
2144,0,3,2,1
2145,0,2,0,2
2146,0,1,1,1
2147,0,3,3,3
2148,0,0,0,0
2149,0,1,1,1
2150,0,2,2,2
2151,0,3,3,0
2152,0,3,3,3
2153,0,2,2,2
2154,0,0,0,0
2155,0,1,1,1
2156,0,3,3,3
2157,0,0,0,2
2158,0,2,2,0
2159,0,1,1,1
2160,0,0,0,0
2161,0,3,3,2
2162,0,1,1,1
2163,0,2,0,0
2164,0,1,0,0
2165,0,2,2,2
2166,0,0,1,1
2167,0,3,3,0
2168,0,2,2,3
2169,0,0,0,1
2170,0,0,0,2
2171,0,1,1,0
2172,0,3,3,3
2173,0,0,0,2
2174,0,1,1,0
2175,0,3,1,3
2176,0,3,3,2
2177,0,2,2,0
2178,0,0,0,3
2179,0,1,1,1
2180,0,3,3,0
2181,0,0,0,3
2182,0,1,1,1
2183,0,3,3,2
2184,0,2,2,0
2185,0,0,0,3
2186,0,3,3,1
2187,0,0,0,2
2188,0,2,2,3
2189,0,1,1,0
2190,0,0,0,2
2191,0,3,3,1
2192,0,2,2,0
2193,0,1,1,0
2194,0,3,3,3
2195,0,0,0,0
2196,0,1,1,2
2197,0,3,3,3
2198,0,1,2,1
2199,0,2,2,1
2200,0,0,0,2
2201,0,1,2,3
2202,0,3,3,0
2203,0,1,1,3
2204,0,0,0,1
2205,0,3,3,0
2206,0,2,2,0
2207,0,0,0,1
2208,0,1,1,2
2209,0,2,2,0
2210,0,3,3,0
2211,0,0,0,3
2212,0,3,3,0
2213,0,1,1,2
2214,0,2,2,1
2215,0,0,0,0
2216,0,1,1,2
2217,0,0,0,3
2218,0,3,3,1
2219,0,2,2,3
2220,0,3,3,0
2221,0,1,1,1
2222,0,0,0,2
2223,0,3,3,3
2224,0,2,2,0
2225,0,0,0,2
2226,0,1,1,1
2227,0,3,3,0
2228,0,2,2,2
2229,0,3,3,0
2230,0,1,1,3
2231,0,0,0,0
2232,0,2,2,1
2233,0,0,0,2
2234,0,1,1,2
2235,0,3,3,3
2236,0,2,2,0
2237,0,0,0,1
2238,0,1,1,3
2239,0,3,3,0
2240,0,3,3,0
2241,0,0,2,2
2242,0,2,0,1
2243,0,1,1,0
2244,0,3,3,1
2245,0,0,0,3
2246,0,1,1,0
2247,0,2,0,2
2248,0,3,3,0
2249,0,0,1,3
2250,0,0,0,2
2251,0,2,2,3
2252,0,3,3,0
2253,0,0,0,3
2254,0,1,1,1
2255,0,2,2,2
2256,0,2,2,1
2257,0,1,1,3
2258,0,3,3,0
2259,0,2,2,3
2260,0,0,0,2
2261,0,3,3,0
2262,0,2,2,1
2263,0,0,0,2
2264,0,1,1,0
2265,0,2,0,0
2266,0,3,3,3
2267,0,1,2,1
2268,0,2,0,3
2269,0,1,1,2
2270,0,2,2,0
2271,0,0,0,3
2272,0,3,3,0
2273,0,1,2,2
2274,0,3,3,2
2275,0,2,2,3
2276,0,0,0,0
2277,0,3,3,2
2278,0,1,1,1
2279,0,0,0,0
2280,0,3,3,1
2281,0,1,1,2
2282,0,2,2,3
2283,0,0,0,1
2284,0,3,3,0
2285,0,2,2,2
2286,0,1,1,1
2287,0,0,0,0
2288,0,3,3,2
2289,0,2,2,1
2290,0,1,1,3
2291,0,3,3,0
2292,0,2,2,1
2293,0,1,1,3
2294,0,0,0,0
2295,0,3,3,1
2296,0,2,2,2
2297,0,1,1,0
2298,0,2,1,0
2299,0,3,3,0
2300,0,0,0,1
2301,0,1,1,2
2302,0,3,3,0
2303,0,2,2,0
2304,0,0,0,3
2305,0,1,1,0
2306,0,2,2,1
2307,0,3,3,2
2308,0,0,0,3
2309,0,1,2,0
2310,0,3,3,2
2311,0,0,0,3
2312,0,3,3,1
2313,0,2,2,0
2314,0,0,0,3
2315,0,3,3,3
2316,0,2,2,2
2317,0,1,1,0
2318,0,3,3,1
2319,0,0,0,3
2320,0,1,1,2
2321,0,1,1,1
2322,0,0,0,3
2323,0,2,2,0
2324,0,3,3,0
2325,0,1,1,2
2326,0,0,0,3
2327,0,2,2,0
2328,0,0,0,2
2329,0,3,3,0
2330,0,1,1,1
2331,0,0,0,0
2332,0,1,1,1
2333,0,3,3,3
2334,0,2,2,0
2335,0,1,1,1
2336,0,0,0,2
2337,0,0,0,0
2338,0,3,3,3
2339,0,0,0,2
2340,0,2,2,1
2341,0,3,3,0
2342,0,1,1,3
2343,0,0,0,2
2344,0,3,3,0
2345,0,2,2,1
2346,0,1,1,0
2347,0,3,3,3
2348,0,0,0,2
2349,0,1,1,0
2350,0,2,2,1
2351,0,0,0,2
2352,0,3,3,0
2353,0,2,2,1
2354,0,1,1,3
2355,0,0,0,0
2356,0,1,0,3
2357,0,2,1,0
2358,0,0,0,3
2359,0,1,2,2
2360,0,3,3,0
2361,0,2,2,1
2362,0,1,1,3
2363,0,3,3,0
2364,0,2,2,1
2365,0,0,0,2
2366,0,3,3,3
2367,0,1,1,0
2368,0,0,0,2
2369,0,2,2,1
2370,0,3,3,0
2371,0,1,1,3
2372,0,0,0,1
2373,0,3,3,0
2374,0,1,1,3
2375,0,2,2,1
2376,0,0,0,2
2377,0,1,1,0
2378,0,3,3,3
2379,0,2,2,1
2380,0,0,0,0
2381,0,1,1,3
2382,0,2,2,1
2383,0,0,0,0
2384,0,3,3,2
2385,0,0,0,0
2386,0,2,2,2
2387,0,2,2,3
2388,0,3,3,0
2389,0,0,0,1
2390,0,3,3,2
2391,0,2,2,3
2392,0,0,0,0
2393,0,3,3,2
2394,0,1,1,1
2395,0,2,2,0
2396,0,0,0,0
2397,0,3,3,1
2398,0,2,2,3
2399,0,1,1,2
2400,0,0,0,0
2401,0,3,3,3
2402,0,0,0,1
2403,0,1,1,0
2404,0,3,3,2
2405,0,0,0,1
2406,0,2,2,3
2407,0,1,1,0
2408,0,3,3,2
2409,0,2,2,3
2410,0,0,0,0
2411,0,3,3,0
2412,0,1,1,3
2413,0,2,2,1
2414,0,2,2,1
2415,0,0,0,3
2416,0,1,1,2
2417,0,0,0,0
2418,0,2,2,1
2419,0,3,3,2
2420,0,1,1,0
2421,0,2,2,3
2422,0,0,0,1
2423,0,3,3,0
2424,0,2,2,3
2425,0,0,0,1
2426,0,3,3,0
2427,0,2,2,2
2428,0,1,1,3
2429,0,0,0,0
2430,0,3,3,1
2431,0,0,0,0
2432,0,1,1,2
2433,0,0,0,0
2434,0,3,3,3
2435,0,0,0,0
2436,0,3,3,2
2437,0,1,1,0
2438,0,2,2,1
2439,0,0,0,0
2440,0,1,1,2
2441,0,2,3,3
2442,0,2,0,0
2443,0,2,2,2
2444,0,3,3,1
2445,0,1,1,3
2446,0,2,2,0
2447,0,3,3,1
2448,0,0,0,2
2449,0,2,2,3
2450,0,1,1,3
2451,0,0,2,2
2452,0,3,3,0
2453,0,2,0,3
2454,0,1,2,1
2455,0,0,1,2
2456,0,3,3,1
2457,0,0,0,0
2458,0,2,2,3
2459,0,3,3,1
2460,0,1,1,2
2461,0,0,0,0
2462,0,0,0,0
2463,0,3,3,2
2464,0,1,1,3
2465,0,2,2,1
2466,0,0,0,0
2467,0,3,3,2
2468,0,1,3,3
2469,0,1,1,2
2470,0,2,2,1
2471,0,3,3,0
2472,0,0,0,3
2473,0,1,1,2
2474,0,2,2,1
2475,0,3,1,0
2476,0,0,0,2
2477,0,2,2,0
2478,0,1,1,1
2479,0,3,3,3
2480,0,0,0,2
2481,0,1,1,0
2482,0,3,3,1
2483,0,1,1,0
2484,0,0,0,2
2485,0,2,2,3
2486,0,1,1,0
2487,0,3,3,0
2488,0,0,0,1
2489,0,2,2,3
2490,0,3,3,1
2491,0,0,0,0
2492,0,2,2,2
2493,0,0,0,0
2494,0,2,2,2
2495,0,1,1,1
2496,0,0,0,0
2497,0,2,2,3
2498,0,3,3,2
2499,0,1,1,0
2500,0,1,1,1
2501,0,3,3,2
2502,0,0,0,3
2503,0,2,2,0
2504,0,1,1,1
2505,0,0,0,3
2506,0,3,3,0
2507,0,0,0,3
2508,0,2,2,1
2509,0,1,1,2
2510,0,3,3,0
2511,0,2,2,3
2512,0,3,3,1
2513,0,1,1,2
2514,0,2,2,0
2515,0,0,0,2
2516,0,1,3,1
2517,0,3,1,0
2518,0,1,1,0
2519,0,2,2,2
2520,0,3,3,3
2521,0,1,1,0
2522,0,2,2,2
2523,0,0,0,1
2524,0,1,1,3
2525,0,2,2,3
2526,0,1,1,0
2527,0,3,3,2
2528,0,2,2,1
2529,0,1,1,3
2530,0,0,0,0
2531,0,0,0,0
2532,0,3,3,2
2533,0,2,2,1
2534,0,1,1,3
2535,0,0,0,0
2536,0,3,3,2
2537,0,2,2,0
2538,0,1,1,0
2539,0,3,3,2
2540,0,2,2,1
2541,0,1,1,0
2542,0,0,0,3
2543,0,1,1,3
2544,0,3,3,1
2545,0,0,0,2
2546,0,2,2,0
2547,0,3,3,3
2548,0,1,1,1
2549,0,0,0,2
2550,0,3,3,0
2551,0,1,1,1
2552,0,2,2,3
2553,0,0,0,2
2554,0,3,3,0
2555,0,2,1,1
2556,0,0,0,0
2557,0,3,3,2
2558,0,2,2,1
2559,0,0,0,0
2560,0,3,3,3
2561,0,1,1,1
2562,0,0,0,2
2563,0,3,3,0
2564,0,2,2,3
2565,0,0,0,2
2566,0,1,1,1
2567,0,2,3,0
2568,0,2,2,1
2569,0,1,1,3
2570,0,3,3,0
2571,0,0,0,1
2572,0,1,1,2
2573,0,2,2,0
2574,0,0,0,1
2575,0,1,3,0
2576,0,3,1,3
2577,0,1,0,1
2578,0,0,3,0
2579,0,3,1,2
2580,0,3,1,3
2581,0,2,3,0
2582,0,1,2,1
2583,0,3,1,3
2584,0,0,0,2
2585,0,2,3,0
2586,0,0,0,2
2587,0,3,1,0
2588,0,1,2,3
2589,0,2,1,1
2590,0,0,0,0
