original_fault_id,metis_locality_partition,BA1_residue,BA2_residue,BA3_residue
32288,1,2,2,3
32289,1,0,0,1
32290,2,2,2,2
32291,1,0,0,0
32292,1,3,3,3
32293,2,1,3,2
32294,1,3,1,1
32295,1,0,1,0
32296,1,1,1,1
32297,1,2,0,0
32298,1,0,3,3
32299,1,3,2,2
32300,1,0,0,1
32301,2,2,2,0
32302,1,1,1,3
32303,1,3,3,2
32304,1,0,0,1
32305,1,2,2,1
32306,2,3,3,2
32307,1,1,1,1
32308,1,2,2,3
32309,1,1,1,1
32310,2,0,0,0
32311,1,3,3,2
32312,1,2,2,0
32313,1,1,2,1
32314,1,3,1,1
32315,2,2,2,2
32316,1,1,1,1
32317,1,3,0,2
32318,1,1,1,0
32319,1,2,2,1
32320,1,1,1,1
32321,1,3,3,2
32322,1,0,0,3
32323,1,1,1,0
32324,1,2,2,1
32325,1,0,0,2
32326,1,3,3,0
32327,1,2,2,1
32328,1,0,0,2
32329,1,1,1,0
32330,1,0,0,3
32331,1,3,3,1
32332,1,2,2,2
32333,2,3,3,2
32334,1,1,1,0
32335,1,0,0,1
32336,2,1,1,2
32337,1,1,1,2
32338,1,3,0,1
32339,1,0,3,3
32340,1,2,2,2
32341,1,2,0,0
32342,1,0,0,1
32343,2,1,1,0
32344,1,1,1,0
32345,1,2,2,2
32346,1,3,3,3
32347,2,0,0,0
32348,1,2,2,2
32349,1,3,3,1
32350,1,3,3,3
32351,1,1,1,1
32352,2,0,0,0
32353,1,2,2,2
32354,1,2,2,2
32355,1,1,1,1
32356,1,1,1,1
32357,1,0,0,0
32358,1,0,0,1
32359,1,2,2,2
32360,1,3,3,0
32361,1,1,3,3
32362,1,1,1,1
32363,1,2,2,1
32364,1,0,0,2
32365,1,3,3,2
32366,1,1,1,3
32367,1,0,0,0
32368,1,2,2,1
32369,1,1,1,3
32370,2,2,2,0
32371,2,0,0,0
32372,2,3,3,2
32373,1,2,2,1
32374,2,1,1,3
32375,1,2,2,1
32376,1,0,3,2
32377,2,3,3,2
32378,2,0,0,0
32379,1,2,3,0
32380,1,3,0,1
32381,1,1,2,3
32382,1,1,1,0
32383,1,2,3,2
32384,1,0,0,1
32385,1,3,3,0
32386,1,3,3,3
32387,1,2,2,2
32388,1,2,2,1
32389,1,0,0,1
32390,1,2,2,2
32391,1,0,0,1
32392,1,1,1,3
32393,1,3,3,1
32394,1,0,0,0
32395,1,2,2,2
32396,1,0,0,0
32397,1,3,3,3
32398,1,2,2,1
32399,1,1,1,3
32400,1,1,3,0
32401,1,2,2,2
32402,1,3,3,1
32403,1,0,0,3
32404,1,2,2,2
32405,1,3,3,1
32406,1,1,1,0
32407,1,1,1,2
32408,1,0,0,0
32409,1,2,3,3
32410,1,3,2,1
32411,1,0,0,3
32412,1,3,3,0
32413,1,2,2,2
32414,1,1,1,1
32415,1,3,3,1
32416,1,0,0,0
32417,1,3,3,3
32418,1,2,2,2
32419,1,1,1,1
32420,1,2,2,1
32421,1,2,2,2
32422,1,0,2,2
32423,1,3,3,3
32424,1,3,0,0
32425,1,1,1,1
32426,1,0,0,1
32427,1,2,2,2
32428,1,2,2,2
32429,1,1,1,0
32430,1,3,3,3
32431,2,0,0,1
32432,1,1,1,0
32433,1,3,3,3
32434,2,3,3,3
32435,2,2,2,2
32436,2,0,0,1
32437,2,1,1,0
32438,1,0,0,1
32439,2,2,2,2
32440,2,3,1,2
32441,2,1,3,2
32442,1,0,3,1
32443,1,2,2,2
32444,1,3,0,3
32445,1,0,0,0
32446,1,0,3,0
32447,1,1,1,1
32448,1,2,2,2
32449,1,2,2,3
32450,1,3,3,0
32451,1,1,1,1
32452,1,0,0,2
32453,1,3,3,3
32454,1,1,1,2
32455,1,0,0,2
32456,1,2,2,1
32457,1,1,1,0
32458,1,3,3,3
32459,1,1,1,1
32460,1,0,0,1
32461,2,2,2,0
32462,2,1,1,2
32463,1,2,2,0
32464,1,1,1,1
32465,1,3,0,3
32466,1,3,3,3
32467,1,2,2,0
32468,1,3,3,1
32469,1,0,0,2
32470,1,0,0,3
32471,1,1,1,0
32472,1,1,2,1
32473,1,2,3,1
32474,1,1,1,0
32475,2,2,2,2
32476,1,2,2,3
32477,1,0,0,1
32478,1,3,3,3
32479,1,0,2,2
32480,1,3,3,0
32481,1,0,0,1
32482,1,0,0,1
32483,1,1,1,2
32484,1,2,2,2
32485,1,1,1,1
32486,1,2,0,3
32487,1,2,1,3
32488,1,3,3,2
32489,1,0,0,1
32490,2,3,3,0
32491,1,1,1,3
32492,1,2,2,2
32493,1,1,1,1
32494,1,0,0,0
32495,2,2,2,2
32496,1,0,0,1
32497,2,1,1,3
32498,1,3,3,1
32499,2,0,0,0
32500,2,2,3,2
32501,1,1,1,0
32502,1,3,1,3
32503,1,3,0,1
32504,1,0,2,0
32505,1,0,3,2
32506,1,1,1,1
32507,1,0,0,0
32508,1,3,0,3
32509,1,2,3,1
32510,1,1,1,1
32511,1,2,2,2
32512,1,0,0,0
32513,1,3,3,3
32514,1,3,3,1
32515,1,1,1,1
32516,1,3,3,3
32517,1,1,1,0
32518,1,0,0,0
32519,1,2,2,1
32520,1,1,1,2
32521,1,3,3,1
32522,1,1,1,0
32523,1,2,2,1
32524,2,0,0,2
32525,2,3,3,2
32526,1,0,3,0
32527,1,1,1,3
32528,1,0,0,2
32529,1,3,1,1
32530,1,3,2,0
32531,1,0,0,3
32532,1,2,2,2
32533,1,3,3,0
32534,1,1,1,1
32535,1,1,1,1
32536,1,2,0,3
32537,1,1,1,1
32538,1,0,0,0
32539,1,3,3,2
32540,1,2,2,3
32541,1,0,0,1
32542,1,1,2,0
32543,1,0,1,1
32544,1,3,3,3
32545,1,2,0,3
32546,1,1,3,1
32547,1,0,0,0
32548,1,1,1,1
32549,1,2,3,3
32550,1,2,2,1
32551,1,0,0,1
32552,2,3,3,2
32553,2,1,1,0
32554,1,1,1,1
32555,2,0,0,0
32556,1,0,3,2
32557,1,3,2,3
32558,2,0,0,1
32559,2,3,3,2
32560,2,2,2,3
32561,2,1,1,2
32562,2,3,3,0
32563,2,0,0,2
32564,2,3,3,1
32565,2,2,2,3
32566,2,0,1,0
32567,2,2,2,2
32568,1,0,2,0
32569,1,2,3,1
32570,1,1,1,2
32571,1,1,1,1
32572,1,0,2,0
32573,1,3,3,3
32574,1,0,0,0
32575,1,1,1,2
32576,1,2,2,1
32577,1,3,3,1
32578,1,0,0,0
32579,1,2,2,1
32580,1,0,0,3
32581,1,1,1,0
32582,1,0,0,3
32583,2,3,3,2
32584,1,2,2,1
32585,1,3,3,2
32586,1,1,1,0
32587,1,0,0,1
32588,2,2,2,2
32589,1,1,3,0
32590,1,2,2,1
32591,1,0,3,2
32592,1,3,0,1
32593,1,1,1,0
32594,1,1,1,2
32595,1,2,2,3
32596,1,2,2,0
32597,1,3,3,1
32598,1,1,1,1
32599,1,0,2,3
32600,1,3,3,1
32601,1,1,1,2
32602,1,0,0,0
32603,1,2,2,3
32604,1,1,1,2
32605,1,2,2,1
32606,1,0,0,2
32607,1,0,0,3
32608,1,3,3,1
32609,1,0,1,1
32610,1,1,1,3
32611,1,3,3,1
32612,1,0,2,2
32613,1,1,3,0
32614,1,3,1,2
32615,1,2,2,3
32616,1,0,0,1
32617,1,0,0,1
32618,2,1,1,0
32619,1,2,2,3
32620,1,3,3,1
32621,1,1,1,0
32622,1,0,0,3
32623,2,3,3,2
32624,1,0,0,1
32625,2,2,2,2
32626,1,1,1,0
32627,2,2,2,3
32628,2,3,3,1
32629,2,0,0,2
32630,1,3,1,3
32631,1,2,2,3
32632,1,3,3,1
32633,1,1,1,3
32634,1,0,0,1
32635,1,1,1,0
32636,1,0,0,2
32637,1,3,3,0
32638,1,3,3,1
32639,1,1,1,1
32640,1,0,0,2
32641,1,2,2,3
32642,1,1,1,1
32643,2,0,0,2
32644,1,2,2,3
32645,1,3,3,2
32646,1,1,1,0
32647,1,0,0,1
32648,1,2,2,1
32649,2,3,3,2
32650,1,3,3,1
32651,2,1,1,2
32652,1,0,0,2
32653,1,2,2,1
32654,1,3,3,3
32655,1,0,0,0
32656,1,0,0,0
32657,1,3,3,2
32658,1,1,1,1
32659,1,2,2,3
32660,2,0,0,2
32661,1,1,1,1
32662,2,3,3,3
32663,1,0,0,3
32664,1,3,3,1
32665,1,1,1,0
32666,1,2,2,1
32667,1,3,3,2
32668,1,2,0,3
32669,1,3,3,3
32670,1,1,2,1
32671,1,0,2,1
32672,2,3,3,3
32673,1,3,3,2
32674,1,0,2,1
32675,1,1,0,3
32676,1,2,1,1
32677,1,1,1,3
32678,2,3,3,2
32679,1,2,0,1
32680,2,0,2,1
32681,2,1,1,0
32682,1,3,3,3
32683,2,2,2,2
32684,2,1,1,0
32685,2,2,0,2
32686,2,0,0,3
32687,2,2,2,2
32688,2,0,3,1
32689,2,1,1,0
32690,2,3,3,3
32691,2,2,2,2
32692,2,0,1,2
32693,1,1,3,1
32694,1,3,0,1
32695,1,2,2,3
32696,1,2,2,3
32697,1,0,0,2
32698,1,1,1,1
32699,1,3,3,0
32700,1,3,3,2
32701,1,0,0,0
32702,1,2,2,1
32703,1,1,1,3
32704,1,2,2,3
32705,1,0,0,1
32706,1,1,1,2
32707,1,3,3,0
32708,2,2,2,2
32709,1,1,1,1
32710,1,0,0,0
32711,1,0,0,3
32712,2,2,2,1
32713,2,3,3,2
32714,1,1,1,1
32715,1,3,0,3
32716,1,0,0,2
32717,1,2,2,0
32718,1,3,3,1
32719,1,1,1,0
32720,2,2,2,3
32721,1,1,1,0
32722,1,3,3,1
32723,1,3,0,1
32724,1,0,0,2
32725,1,2,2,3
32726,1,3,3,0
32727,1,1,1,1
32728,1,3,0,0
32729,1,0,3,2
32730,1,2,2,1
32731,1,2,2,3
32732,1,1,3,1
32733,2,0,0,2
32734,1,2,1,0
32735,1,1,0,3
32736,1,2,2,1
32737,1,0,3,0
32738,1,1,1,1
32739,2,3,3,2
32740,2,0,0,0
32741,1,3,3,2
32742,1,2,2,1
32743,1,1,1,3
32744,2,2,2,3
32745,2,0,0,2
32746,2,1,1,0
32747,1,3,3,1
32748,1,2,2,0
32749,1,1,1,3
32750,1,0,0,1
32751,1,0,0,2
32752,1,3,3,1
32753,2,1,1,2
32754,1,3,0,1
32755,1,0,0,2
32756,1,3,3,1
32757,1,3,3,0
32758,1,2,2,1
32759,1,1,1,3
32760,1,0,0,2
32761,1,1,1,1
32762,1,3,3,1
32763,1,2,2,0
32764,1,3,3,0
32765,2,0,0,2
32766,1,2,2,1
32767,2,2,2,3
32768,2,3,3,1
32769,1,1,1,0
32770,1,0,0,1
32771,1,0,0,2
32772,1,3,3,3
32773,1,1,1,0
32774,1,0,3,0
32775,1,1,1,2
32776,1,3,2,2
32777,1,2,3,3
32778,1,0,0,1
32779,1,1,1,0
32780,1,2,2,3
32781,1,1,1,0
32782,1,0,0,2
32783,1,3,3,1
32784,1,3,3,2
32785,1,1,1,1
32786,1,2,2,0
32787,1,0,0,3
32788,1,1,1,1
32789,1,2,2,0
32790,1,0,0,1
32791,1,3,3,2
32792,1,1,1,1
32793,2,3,0,2
32794,1,2,2,1
32795,1,2,1,2
32796,1,1,0,0
32797,1,0,0,1
32798,1,3,3,1
32799,1,2,2,3
32800,1,1,1,0
32801,1,0,0,2
32802,1,3,3,1
32803,1,2,2,3
32804,1,0,0,2
32805,1,2,2,3
32806,2,3,3,2
32807,1,3,3,1
32808,1,0,1,0
32809,1,1,2,2
32810,1,2,1,3
32811,1,2,0,1
32812,1,1,2,0
32813,1,3,3,1
32814,1,1,1,0
32815,1,0,0,3
32816,1,0,0,2
32817,1,1,1,1
32818,1,2,2,0
32819,1,0,0,2
32820,1,3,3,0
32821,1,1,1,1
32822,1,2,2,1
32823,1,3,3,3
32824,1,2,2,1
32825,1,1,1,0
32826,2,0,0,2
32827,2,3,3,1
32828,1,1,1,0
32829,1,2,2,1
32830,2,2,2,2
32831,2,2,2,2
32832,1,0,0,2
32833,1,1,1,1
32834,1,2,3,0
32835,1,2,1,0
32836,1,3,3,2
32837,1,1,1,1
32838,2,2,2,0
32839,1,1,0,1
32840,1,3,3,3
32841,1,0,1,1
32842,1,0,0,3
32843,1,1,1,1
32844,1,3,3,2
32845,1,2,2,2
32846,1,3,3,3
32847,1,0,0,1
32848,1,3,2,0
32849,2,1,1,2
32850,2,1,1,1
32851,2,2,2,2
32852,1,0,2,2
32853,1,2,1,3
32854,1,3,2,0
32855,1,1,1,1
32856,2,3,3,2
32857,1,2,2,3
32858,1,0,0,2
32859,1,1,1,1
32860,1,3,3,0
32861,1,3,3,0
32862,1,0,0,1
32863,2,1,1,2
32864,1,2,2,3
32865,1,1,1,1
32866,2,3,3,2
32867,1,0,2,1
32868,1,0,0,0
32869,1,2,0,1
32870,1,1,2,0
32871,1,3,3,1
32872,1,2,2,0
32873,1,0,0,3
32874,1,3,3,1
32875,1,1,1,2
32876,1,0,0,0
32877,1,1,1,3
32878,1,2,2,1
32879,1,3,3,2
32880,2,2,2,3
32881,2,0,0,2
32882,2,3,3,1
32883,2,1,1,2
32884,2,2,2,3
32885,2,3,3,0
32886,2,2,2,2
32887,2,0,0,1
32888,2,0,0,0
32889,2,1,1,2
32890,1,2,2,3
32891,1,1,1,1
32892,1,3,2,0
32893,1,3,3,1
32894,1,0,0,2
32895,1,2,2,3
32896,1,1,1,0
32897,1,3,3,1
32898,1,0,0,2
32899,1,1,1,0
32900,1,2,2,1
32901,1,3,3,3
32902,1,0,0,2
32903,2,1,1,0
32904,2,3,3,3
32905,1,2,2,1
32906,1,2,2,1
32907,1,0,0,1
32908,2,3,3,2
32909,1,1,0,3
32910,1,0,2,0
32911,1,1,3,3
32912,1,1,1,1
32913,1,0,0,2
32914,1,2,2,3
32915,1,0,0,2
32916,1,1,1,1
32917,1,3,3,0
32918,1,3,3,0
32919,1,2,2,3
32920,1,0,0,1
32921,1,1,1,2
32922,1,2,2,3
32923,1,3,3,1
32924,1,2,2,3
32925,2,0,0,0
32926,1,1,3,1
32927,1,2,1,1
32928,1,0,0,2
32929,1,2,2,3
32930,1,1,1,0
32931,1,3,3,1
32932,1,0,0,3
32933,2,0,0,2
32934,2,3,3,0
32935,2,1,1,3
32936,2,3,3,2
32937,2,2,2,1
32938,1,2,2,1
32939,2,0,0,2
32940,1,0,0,2
32941,1,3,3,0
32942,1,1,1,0
32943,1,0,0,1
32944,1,3,3,2
32945,1,3,3,3
32946,1,0,0,0
32947,1,2,2,1
32948,1,3,3,0
32949,1,1,1,2
32950,2,0,0,2
32951,2,2,2,3
32952,1,2,1,1
32953,1,1,2,3
32954,1,0,0,0
32955,1,3,3,2
32956,1,1,1,1
32957,1,1,1,1
32958,1,3,3,0
32959,1,0,0,2
32960,1,2,2,1
32961,1,2,2,3
32962,1,3,3,2
32963,1,0,0,1
32964,1,0,0,1
32965,1,2,2,3
32966,2,0,0,3
32967,2,1,1,2
32968,1,3,3,1
32969,2,3,3,0
32970,2,2,2,2
32971,2,1,1,1
32972,2,0,0,2
32973,2,3,0,3
32974,2,1,2,2
32975,2,2,3,1
32976,1,3,1,0
32977,1,1,3,1
32978,1,1,1,2
32979,1,3,3,3
32980,1,0,0,1
32981,1,0,0,1
32982,1,3,3,2
32983,1,2,2,0
32984,2,1,1,2
32985,1,1,1,1
32986,1,3,3,1
32987,2,2,2,2
32988,1,1,1,0
32989,1,2,2,3
32990,1,1,1,2
32991,1,0,0,1
32992,2,3,3,0
32993,1,3,3,0
32994,1,1,1,1
32995,1,2,2,3
32996,1,1,1,0
32997,1,0,0,2
32998,1,2,2,1
32999,1,2,1,1
33000,2,2,2,3
33001,2,3,3,0
33002,2,1,1,2
33003,2,0,0,1
33004,2,2,2,3
33005,2,1,1,2
33006,1,0,0,1
33007,1,3,3,0
33008,2,2,2,0
33009,2,0,0,2
33010,1,1,1,2
33011,1,3,3,3
33012,1,2,2,1
33013,1,0,0,0
33014,1,1,1,2
33015,1,2,2,1
33016,1,1,1,1
33017,2,0,0,3
33018,1,3,3,2
33019,2,1,1,2
33020,1,2,2,3
33021,1,3,3,2
33022,1,0,0,1
33023,1,1,1,0
33024,1,2,2,1
33025,1,1,1,0
33026,1,2,2,3
33027,1,3,3,2
33028,1,3,3,1
33029,1,0,0,1
33030,1,2,2,1
33031,1,3,3,2
33032,1,1,1,3
33033,1,2,2,1
33034,1,0,0,0
33035,1,1,1,0
33036,1,3,3,2
33037,1,1,1,1
33038,1,0,0,0
33039,2,2,2,2
33040,1,2,2,0
33041,1,0,0,3
33042,1,1,1,1
33043,1,3,3,2
33044,1,2,2,1
33045,1,1,1,2
33046,1,2,2,0
33047,2,3,3,2
33048,1,0,0,1
33049,1,3,3,1
33050,1,2,2,1
33051,1,3,3,2
33052,1,0,0,3
33053,1,1,1,0
33054,1,2,2,1
33055,1,0,0,3
33056,1,3,3,1
33057,1,1,1,0
33058,1,2,2,2
33059,1,3,1,1
33060,1,0,0,3
33061,2,2,2,2
33062,1,3,3,1
33063,2,1,1,0
33064,2,0,0,3
33065,1,3,3,1
33066,1,2,2,2
33067,1,1,1,0
33068,2,0,0,2
33069,1,1,1,1
33070,1,0,0,1
33071,1,2,2,3
33072,2,3,3,2
33073,2,1,1,0
33074,1,0,0,1
33075,1,3,3,3
33076,1,0,0,1
33077,2,2,2,2
33078,1,2,2,3
33079,2,1,1,2
33080,1,3,3,3
33081,1,2,2,1
33082,1,1,1,2
33083,1,0,0,0
33084,1,1,1,3
33085,1,0,0,0
33086,1,3,3,1
33087,1,0,0,2
33088,1,2,2,3
33089,1,3,3,1
33090,1,0,0,1
33091,1,1,1,3
33092,1,2,2,0
33093,1,3,3,2
33094,1,1,1,1
33095,1,3,3,3
33096,2,0,0,2
33097,1,1,1,3
33098,1,1,1,1
33099,1,2,2,1
33100,1,3,3,1
33101,1,1,1,0
33102,1,0,0,2
33103,2,2,2,3
33104,1,3,3,0
33105,1,0,3,3
33106,1,1,1,1
33107,2,2,2,2
33108,1,3,3,0
33109,2,2,0,2
33110,1,1,1,1
33111,1,0,0,0
33112,2,2,2,2
33113,1,3,3,3
33114,1,1,1,1
33115,1,3,0,2
33116,2,0,0,0
33117,1,3,3,3
33118,2,1,1,2
33119,1,2,2,1
33120,1,0,0,3
33121,1,1,1,2
33122,1,2,2,1
33123,1,3,3,3
33124,2,0,0,2
33125,1,1,1,1
33126,1,0,0,0
33127,1,2,2,3
33128,2,1,1,2
33129,2,3,3,1
33130,2,0,0,0
33131,1,1,1,3
33132,1,2,2,1
33133,1,0,0,3
33134,2,3,3,2
33135,1,0,0,0
33136,1,1,1,1
33137,1,3,3,2
33138,2,2,2,2
33139,2,0,0,3
33140,2,2,2,0
33141,2,3,3,1
33142,1,1,1,2
33143,1,0,0,3
33144,1,3,3,0
33145,2,1,1,2
33146,2,2,2,1
33147,2,2,2,3
33148,2,3,3,0
33149,2,1,1,2
33150,1,0,0,1
33151,2,3,3,2
33152,1,0,0,1
33153,2,1,1,0
33154,2,3,3,2
33155,2,2,2,3
33156,2,1,1,0
33157,1,2,2,1
33158,2,0,0,1
33159,2,3,3,2
33160,2,0,0,3
33161,1,1,1,0
33162,1,2,2,1
33163,1,0,0,1
33164,2,1,1,2
33165,1,3,3,3
33166,1,3,3,1
33167,2,0,0,2
33168,1,1,1,3
33169,2,2,2,0
33170,2,3,3,1
33171,2,0,0,0
33172,1,2,2,3
33173,1,3,3,1
33174,2,1,1,2
33175,1,0,0,1
33176,1,2,2,3
33177,2,3,3,2
33178,2,1,1,0
33179,1,2,2,1
33180,1,1,1,0
33181,1,0,0,2
33182,1,3,3,3
33183,2,3,3,2
33184,1,1,1,1
33185,2,1,1,1
33186,2,2,2,0
33187,1,0,0,3
33188,1,3,3,1
33189,2,2,2,2
33190,1,1,1,0
33191,2,0,0,3
33192,2,2,2,2
33193,2,3,3,2
33194,2,1,1,0
33195,2,2,2,1
33196,1,3,0,1
33197,2,0,0,0
33198,2,1,1,3
33199,2,3,3,1
33200,1,1,1,1
33201,1,3,3,0
33202,2,2,2,2
33203,2,2,2,1
33204,2,2,2,3
33205,2,0,0,2
33206,2,3,3,1
33207,2,1,1,2
33208,2,0,0,3
33209,2,2,2,0
33210,2,1,1,1
33211,2,3,3,0
33212,2,3,3,0
33213,2,2,2,1
33214,2,0,0,2
33215,2,3,3,3
33216,2,1,1,2
33217,2,0,0,1
33218,2,2,2,0
33219,2,1,1,1
33220,2,3,3,2
33221,1,0,0,3
33222,2,1,1,0
33223,2,1,1,0
33224,2,0,0,3
33225,2,3,3,2
33226,2,2,2,3
33227,2,2,2,0
33228,2,0,0,2
33229,2,2,2,2
33230,2,0,0,0
33231,2,3,3,2
33232,2,1,1,1
33233,2,0,0,0
33234,2,2,2,2
33235,1,2,2,3
33236,1,1,1,0
33237,2,3,3,2
33238,1,0,0,1
33239,1,2,2,3
33240,1,3,3,0
33241,2,1,1,3
33242,1,0,0,1
33243,1,2,2,2
33244,1,1,1,0
33245,2,3,3,2
33246,1,0,0,1
33247,1,2,2,3
33248,1,1,1,3
33249,1,3,3,0
33250,1,2,2,1
33251,1,0,0,2
33252,1,2,2,3
33253,1,1,3,1
33254,1,0,0,1
33255,1,3,3,2
33256,1,1,1,0
33257,1,0,0,2
33258,1,2,2,1
33259,1,1,1,0
33260,1,0,0,3
33261,1,3,3,2
33262,1,2,2,1
33263,1,1,1,2
33264,1,0,0,0
33265,1,2,2,1
33266,1,3,3,3
33267,1,0,0,0
33268,1,1,1,1
33269,1,3,3,1
33270,2,1,1,2
33271,2,0,0,3
33272,1,2,2,0
33273,2,3,3,2
33274,2,1,1,0
33275,1,2,2,3
33276,1,0,0,1
33277,1,3,3,2
33278,1,2,2,3
33279,2,3,3,0
33280,1,1,1,1
33281,2,2,2,2
33282,1,2,2,0
33283,1,3,3,1
33284,2,1,1,2
33285,1,0,0,3
33286,1,2,2,1
33287,1,0,0,0
33288,2,3,3,2
33289,2,1,1,1
33290,1,0,0,0
33291,1,2,2,3
33292,2,1,1,1
33293,1,3,3,0
33294,1,0,0,3
33295,1,3,3,0
33296,1,1,1,1
33297,1,2,2,2
33298,1,3,3,0
33299,1,0,0,3
33300,1,1,1,1
33301,2,0,0,0
33302,1,3,3,1
33303,2,2,2,2
33304,2,1,1,3
33305,2,3,3,1
33306,2,0,0,2
33307,1,0,0,0
33308,2,3,3,1
33309,2,1,1,2
33310,1,2,2,3
33311,2,0,0,0
33312,1,3,3,1
33313,2,1,1,2
33314,1,2,2,1
33315,2,1,1,3
33316,2,1,1,2
33317,2,0,0,2
33318,2,2,2,3
33319,2,2,2,0
33320,2,0,0,2
33321,2,3,3,2
33322,2,1,1,1
33323,2,0,3,1
33324,2,3,2,2
33325,2,0,0,0
33326,2,2,2,2
33327,2,1,1,1
33328,2,2,2,3
33329,2,0,0,0
33330,2,3,3,2
33331,1,0,0,1
33332,2,2,2,2
33333,2,0,0,0
33334,2,3,3,2
33335,2,1,1,3
33336,2,0,0,1
33337,2,3,3,0
33338,2,1,1,2
33339,2,2,2,3
33340,1,0,0,1
33341,1,3,3,0
33342,2,2,2,2
33343,2,1,1,1
33344,2,3,3,3
33345,2,2,2,2
33346,2,0,0,1
33347,2,3,3,3
33348,2,1,1,0
33349,2,0,0,2
33350,2,2,2,1
33351,2,3,3,3
33352,2,2,2,2
33353,2,1,1,0
33354,2,0,0,3
33355,2,2,2,2
33356,2,3,3,1
33357,2,0,0,2
33358,2,2,2,0
33359,1,3,3,1
33360,1,2,2,1
33361,1,1,1,3
33362,1,0,0,1
33363,1,3,3,0
33364,2,2,2,2
33365,1,1,1,1
33366,2,0,0,2
33367,2,3,3,3
33368,2,2,2,2
33369,2,1,1,0
33370,2,0,0,1
33371,1,2,2,3
33372,2,3,3,2
33373,2,1,1,0
33374,2,3,0,2
33375,2,2,2,3
33376,2,0,0,1
33377,2,1,1,0
33378,2,3,3,3
33379,2,2,2,2
33380,1,1,1,1
33381,2,0,0,2
33382,2,0,1,3
33383,2,1,1,0
33384,2,3,3,1
33385,2,2,2,2
33386,2,3,3,3
33387,2,1,1,1
33388,2,0,0,0
33389,2,3,3,2
33390,2,0,0,3
33391,2,1,1,0
33392,2,2,2,1
33393,2,3,3,2
33394,2,0,0,3
33395,2,1,1,0
33396,2,2,2,1
33397,2,0,0,2
33398,2,2,2,3
33399,2,1,1,0
33400,2,3,3,1
33401,2,2,2,2
33402,2,3,3,3
33403,2,1,1,2
33404,2,0,0,0
33405,2,3,3,1
33406,2,2,2,2
33407,2,1,3,0
33408,2,3,0,3
33409,2,2,2,1
33410,2,0,0,3
33411,2,2,2,2
33412,2,1,1,0
33413,2,3,3,2
33414,2,0,2,3
33415,2,2,0,0
33416,2,1,1,1
33417,2,3,3,0
33418,2,1,1,0
33419,2,2,2,3
33420,2,0,0,2
33421,2,3,3,3
33422,2,0,3,2
33423,2,2,0,2
33424,2,2,2,0
33425,2,1,1,1
33426,2,3,2,3
33427,2,0,3,2
33428,2,1,1,2
33429,2,1,1,2
33430,2,3,3,1
33431,2,0,0,2
33432,2,1,1,3
33433,2,2,2,3
33434,2,0,0,2
33435,1,1,1,1
33436,2,2,2,2
33437,1,0,0,1
33438,1,3,3,0
33439,2,2,2,3
33440,2,1,0,2
33441,2,1,1,2
33442,1,3,3,0
33443,1,2,2,1
33444,1,0,0,3
33445,2,1,1,2
33446,2,3,3,2
33447,1,0,0,1
33448,1,2,2,3
33449,2,1,1,2
33450,1,3,3,0
33451,1,0,0,2
33452,2,1,1,1
33453,1,3,3,3
33454,2,0,0,3
33455,1,2,2,1
33456,2,1,1,2
33457,2,3,3,0
33458,1,0,0,1
33459,1,2,2,3
33460,1,1,1,1
33461,2,2,2,0
33462,2,0,0,3
33463,2,3,3,2
33464,2,1,1,1
33465,2,2,2,0
33466,2,0,0,2
33467,2,3,3,2
33468,2,1,1,1
33469,2,2,2,0
33470,2,0,0,3
33471,2,3,3,2
33472,2,1,1,1
33473,2,1,1,2
33474,1,2,2,0
33475,1,3,3,1
33476,2,2,2,2
33477,2,0,0,3
33478,2,1,1,0
33479,2,3,3,2
33480,2,2,2,1
33481,2,0,0,3
33482,2,3,3,1
33483,2,2,2,0
33484,2,1,1,2
33485,1,3,0,1
33486,2,2,2,2
33487,2,0,0,0
33488,1,3,3,1
33489,2,1,1,3
33490,1,2,2,2
33491,1,0,0,0
33492,1,3,3,1
33493,1,1,1,3
33494,2,1,1,2
33495,2,0,0,0
33496,1,3,3,1
33497,2,2,2,2
33498,2,0,0,3
33499,2,1,1,2
33500,2,3,3,3
33501,2,2,2,1
33502,2,1,1,2
33503,2,0,0,0
33504,2,3,3,1
33505,2,1,1,2
33506,2,2,2,0
33507,2,0,0,1
33508,2,3,3,3
33509,2,1,1,2
33510,1,2,2,0
33511,2,0,0,3
33512,2,1,1,1
33513,2,3,3,3
33514,2,2,2,2
33515,2,0,0,0
33516,2,1,1,2
33517,2,2,2,1
33518,2,3,3,3
33519,2,0,0,0
33520,2,1,1,2
33521,2,3,0,0
33522,2,0,0,1
33523,2,3,3,2
33524,2,2,2,3
33525,2,2,2,2
33526,2,1,3,1
33527,2,1,1,0
33528,2,0,0,1
33529,2,0,1,3
33530,2,1,2,2
33531,2,0,0,3
33532,2,3,3,2
33533,2,1,1,0
33534,2,3,3,2
33535,2,2,2,3
33536,2,2,2,1
33537,2,0,0,2
33538,1,0,1,1
33539,1,3,3,0
33540,1,0,0,1
33541,1,1,1,3
33542,1,2,2,0
33543,1,3,0,2
33544,1,0,0,0
33545,1,3,3,1
33546,1,1,1,3
33547,1,2,2,1
33548,1,0,0,3
33549,1,3,3,2
33550,1,2,2,0
33551,1,1,1,1
33552,2,3,3,2
33553,1,0,0,1
33554,1,2,2,0
33555,1,0,0,1
33556,1,3,3,3
