sample_seed,shot,standard_iterations,stagnation_iterations,standard_relay_legs,stagnation_relay_legs,converged,logical_correct,outcome_classification,stagnant_flags,safely_shortened_legs,iterations_avoided,productive_iterations,unproductive_iterations,original_standard_modeled_cycles,original_standard_requested_accesses,original_standard_issued_groups,original_standard_retry_subsets,original_standard_mean_active_lanes,original_standard_lane_utilization,original_standard_full_four_lane_fraction,original_stagnation_modeled_cycles,original_stagnation_requested_accesses,original_stagnation_issued_groups,original_stagnation_retry_subsets,original_stagnation_mean_active_lanes,original_stagnation_lane_utilization,original_stagnation_full_four_lane_fraction,ba2_standard_modeled_cycles,ba2_standard_requested_accesses,ba2_standard_issued_groups,ba2_standard_retry_subsets,ba2_standard_mean_active_lanes,ba2_standard_lane_utilization,ba2_standard_full_four_lane_fraction,ba2_stagnation_modeled_cycles,ba2_stagnation_requested_accesses,ba2_stagnation_issued_groups,ba2_stagnation_retry_subsets,ba2_stagnation_mean_active_lanes,ba2_stagnation_lane_utilization,ba2_stagnation_full_four_lane_fraction,layout_cycle_savings,stagnation_cycle_savings,combined_cycle_savings
20260810,3,110,110,2,2,1,1,exact outcome preserved,0,0,0,110,0,418705742.0,400019040.0,180073650.0,30250110.0,2.2214190693641185,0.5553547673410296,0.3111471334090246,418705742.0,400019040.0,180073650.0,30250110.0,2.2214190693641185,0.5553547673410296,0.3111471334090246,355747760.0,400019040.0,155198496.0,5374956.0,2.5774672455588745,0.6443668113897186,0.4608227002406003,355747760.0,400019040.0,155198496.0,5374956.0,2.5774672455588745,0.6443668113897186,0.4608227002406003,62957982.0,0,62957982.0
20260810,4,967,967,16,16,1,1,exact outcome preserved,9,0,0,367,600,3679269883.0,3514674024.0,1582448094.0,265827222.0,2.2210358983186973,0.5552589745796743,0.3110226249228242,3679269883.0,3514674024.0,1582448094.0,265827222.0,2.2210358983186973,0.5552589745796743,0.3110226249228242,3125655325.0,3514674024.0,1363720656.0,47099784.0,2.5772683053060685,0.6443170763265171,0.4607863386356157,3125655325.0,3514674024.0,1363720656.0,47099784.0,2.5772683053060685,0.6443170763265171,0.4607863386356157,553614558.0,0,553614558.0
20260810,5,49,49,1,1,1,1,exact outcome preserved,0,0,0,49,0,186620185.0,178318368.0,80253453.0,13481859.0,2.2219401325946686,0.5554850331486672,0.31131644890095883,186620185.0,178318368.0,80253453.0,13481859.0,2.2219401325946686,0.5554850331486672,0.31131644890095883,158586070.0,178318368.0,69176304.0,2404710.0,2.5777377178173615,0.6444344294543404,0.4608721362158927,158586070.0,178318368.0,69176304.0,2404710.0,2.5777377178173615,0.6444344294543404,0.4608721362158927,28034115.0,0,28034115.0
20260810,6,23,23,1,1,1,1,exact outcome preserved,0,0,0,23,0,88111879.0,84323376.0,37858841.0,6361343.0,2.227310022512311,0.5568275056280777,0.3130613533573307,88111879.0,84323376.0,37858841.0,6361343.0,2.227310022512311,0.5568275056280777,0.3130613533573307,75005560.0,84323376.0,32676880.0,1179382.0,2.580521028935443,0.6451302572338607,0.46138086010659524,75005560.0,84323376.0,32676880.0,1179382.0,2.580521028935443,0.6451302572338607,0.46138086010659524,13106319.0,0,13106319.0
20260810,7,190,190,3,3,1,1,exact outcome preserved,1,0,0,130,60,722778138.0,690408360.0,310874525.0,52221815.0,2.220858592385465,0.5552146480963662,0.31096501072257365,722778138.0,690408360.0,310874525.0,52221815.0,2.220858592385465,0.5552146480963662,0.31096501072257365,613987515.0,690408360.0,267893344.0,9240634.0,2.5771762362263093,0.6442940590565773,0.46076951057059484,613987515.0,690408360.0,267893344.0,9240634.0,2.5771762362263093,0.6442940590565773,0.46076951057059484,108790623.0,0,108790623.0
20260810,8,103,103,2,2,1,1,exact outcome preserved,0,0,0,103,0,392184275.0,374712696.0,168659716.0,28333048.0,2.221708330162254,0.5554270825405635,0.31124112648215296,392184275.0,374712696.0,168659716.0,28333048.0,2.221708330162254,0.5554270825405635,0.31124112648215296,333245315.0,374712696.0,145371728.0,5045060.0,2.577617403020758,0.6444043507551895,0.4608501454973418,333245315.0,374712696.0,145371728.0,5045060.0,2.577617403020758,0.6444043507551895,0.4608501454973418,58938960.0,0,58938960.0
20260810,9,1430,1430,24,24,1,1,exact outcome preserved,17,0,0,290,1140,5441234814.0,5197899600.0,2340245620.0,393126580.0,2.2210914767143115,0.5552728691785779,0.3110406846953099,5441234814.0,5197899600.0,2340245620.0,393126580.0,2.2210914767143115,0.5552728691785779,0.3110406846953099,4622582970.0,5197899600.0,2016802592.0,69683552.0,2.5772971636482307,0.6443242909120577,0.4607916132626628,4622582970.0,5197899600.0,2016802592.0,69683552.0,2.5772971636482307,0.6443242909120577,0.4607916132626628,818651844.0,0,818651844.0
20260810,10,42,42,1,1,1,1,exact outcome preserved,0,0,0,42,0,160098718.0,153012024.0,68839519.0,11564797.0,2.2227352285828728,0.5556838071457182,0.311574809231308,160098718.0,153012024.0,68839519.0,11564797.0,2.2227352285828728,0.5556838071457182,0.311574809231308,136083625.0,153012024.0,59349536.0,2074814.0,2.5781502992710843,0.6445375748177711,0.4609475464138422,136083625.0,153012024.0,59349536.0,2074814.0,2.5781502992710843,0.6445375748177711,0.4609475464138422,24015093.0,0,24015093.0
20260810,11,50,50,1,1,1,1,exact outcome preserved,0,0,0,50,0,190408966.0,181933560.0,81884015.0,13755725.0,2.2218446420830733,0.5554611605207683,0.3112854199931452,190408966.0,181933560.0,81884015.0,13755725.0,2.2218446420830733,0.5554611605207683,0.3112854199931452,161800705.0,181933560.0,70580128.0,2451838.0,2.5776881560770195,0.6444220390192549,0.4608630774939938,161800705.0,181933560.0,70580128.0,2451838.0,2.5776881560770195,0.6444220390192549,0.4608630774939938,28608261.0,0,28608261.0
20260810,12,34,34,1,1,1,1,exact outcome preserved,0,0,0,34,0,129788470.0,124090488.0,55795023.0,9373869.0,2.224042241186996,0.556010560296749,0.31199951293146705,129788470.0,124090488.0,55795023.0,9373869.0,2.224042241186996,0.556010560296749,0.31199951293146705,110366545.0,124090488.0,48118944.0,1697790.0,2.5788281638100785,0.6447070409525196,0.4610714441281172,110366545.0,124090488.0,48118944.0,1697790.0,2.5788281638100785,0.6447070409525196,0.4610714441281172,19421925.0,0,19421925.0
20260810,13,189,189,3,3,1,1,exact outcome preserved,0,0,0,129,60,718989357.0,686793168.0,309243963.0,51947949.0,2.2208781744269652,0.5552195436067413,0.3109713737564539,718989357.0,686793168.0,309243963.0,51947949.0,2.2208781744269652,0.5552195436067413,0.3109713737564539,610772880.0,686793168.0,266489520.0,9193506.0,2.5771864049287942,0.6442966012321986,0.46077136917054,610772880.0,686793168.0,266489520.0,9193506.0,2.5771864049287942,0.6442966012321986,0.46077136917054,108216477.0,0,108216477.0
