configuration,b,M,guard_bits,shot,syndrome_converged,logically_correct,decision_agrees_with_float,decision_hamming_distance,iterations,relay_legs,iterations_agree_with_float,legs_agree_with_float,selected_solution_weight,saturation_physical_prior,saturation_lambda_bias,saturation_check_messages,saturation_guard_accumulator,saturation_variable_messages,saturation_marginals
balanced,4,8,4,116,1,1,0,15,43,1,0,1,339.28796764232993,50040,0,0,0,16524280,2865247
balanced,4,8,4,117,1,1,0,37,34,1,0,0,408.38187347348486,50040,0,0,0,13080483,2267499
balanced,4,8,4,118,1,1,0,38,189,3,0,0,368.2015086811742,50040,1096,0,0,73321584,12704989
balanced,4,8,4,119,1,1,0,26,28,1,1,1,341.913140110399,50040,0,0,0,10817181,1875064
balanced,4,8,4,120,1,1,0,21,65,1,0,1,293.9121925104587,50040,0,0,0,25202742,4368117
balanced,4,8,4,121,1,1,0,65,437,7,0,0,514.1730431880254,50040,4941,0,0,168327990,29178024
balanced,4,8,4,122,1,1,0,11,22,1,0,1,280.9035904528734,50040,0,0,0,8476239,1469463
balanced,4,8,4,123,1,1,0,34,111,2,0,0,443.3991071474503,50040,491,0,0,42923340,7440106
balanced,4,8,4,124,1,1,0,33,63,1,0,0,326.01631992925104,50040,0,0,0,24466866,4239462
balanced,4,8,4,125,1,1,0,10,19,1,0,1,355.5748669642754,50040,0,0,0,7229310,1254075
balanced,4,8,4,126,1,1,0,34,299,5,0,0,377.3918543965798,50040,1761,0,0,115926307,20087100
balanced,4,8,4,127,1,1,0,39,168,3,0,0,427.074844563293,50040,1168,0,0,64947065,11255484
balanced,4,16,4,0,1,1,0,40,43,1,0,1,347.9150630634426,50040,0,0,0,16680085,2890234
balanced,4,16,4,1,1,1,0,23,284,5,0,0,353.2604486718402,50040,1144,0,0,110306172,19112023
balanced,4,16,4,2,1,1,0,51,187,3,0,0,432.50764869169336,50040,955,0,0,72263363,12524421
balanced,4,16,4,3,1,1,0,27,31,1,0,1,345.0308506622325,50040,0,0,0,11912885,2065526
balanced,4,16,4,4,1,1,0,21,39,1,0,1,401.2789550222128,50040,0,0,0,15076716,2613952
balanced,4,16,4,5,1,1,0,20,55,1,0,1,281.22323801696393,50040,0,0,0,21296675,3691714
balanced,4,16,4,6,1,1,0,23,47,1,0,1,277.32868733976784,50040,0,0,0,18172505,3149257
balanced,4,16,4,7,1,1,0,17,53,1,0,0,357.58444538718425,50040,0,0,0,20530852,3558115
balanced,4,16,4,8,1,1,0,28,40,1,0,1,337.91474896147224,50040,0,0,0,15409479,2671345
balanced,4,16,4,9,1,1,0,49,468,8,0,0,392.45430211635335,50040,3477,0,0,180740422,31325668
balanced,4,16,4,10,1,1,0,29,45,1,0,1,310.1954671403435,50040,0,0,0,17429280,3020753
balanced,4,16,4,11,1,1,0,26,39,1,0,1,367.16221938306523,50040,0,0,0,15020193,2604472
balanced,4,16,4,12,1,1,0,58,133,2,0,0,461.684152773909,50040,436,0,0,51342576,8897972
balanced,4,16,4,13,1,1,0,54,59,1,0,0,382.5210618829308,50040,0,0,0,22696720,3934979
balanced,4,16,4,14,1,1,0,26,63,1,0,1,366.8182851982964,50040,0,0,0,24346798,4220941
balanced,4,16,4,15,1,1,0,62,253,4,0,0,387.1596812753853,50040,1086,0,0,98159254,17009129
balanced,4,16,4,16,1,1,0,39,310,5,0,0,439.1227593795963,50040,2042,0,0,119732031,20752032
balanced,4,16,4,17,1,1,0,31,48,1,0,1,334.43612897020785,50040,0,0,0,18572528,3218982
balanced,4,16,4,18,1,1,0,65,255,4,0,0,494.1515393992337,50040,1831,0,0,98179746,17017011
balanced,4,16,4,19,1,1,0,30,162,3,0,0,371.5099156744677,50040,455,0,0,62837107,10890458
balanced,4,16,4,20,1,1,0,18,42,1,0,1,345.6020450853315,50040,0,0,0,16308050,2826868
balanced,4,16,4,21,1,1,0,12,22,1,0,1,272.4256620164426,50040,0,0,0,8504864,1474914
balanced,4,16,4,22,1,1,0,28,48,1,0,1,336.4511945884451,50040,0,0,0,18551091,3216417
balanced,4,16,4,23,1,1,0,49,138,2,0,0,447.90374307007426,50040,360,0,0,53494588,9269650
balanced,4,16,4,24,1,1,0,37,258,4,0,0,352.5008857296442,50040,936,0,0,100369542,17389864
balanced,4,16,4,25,1,1,0,18,66,1,0,1,243.4662373396719,50040,0,0,0,25704168,4453442
balanced,4,16,4,26,1,1,0,26,48,1,0,1,315.2209749471301,50040,0,0,0,18589779,3222636
balanced,4,16,4,27,1,1,0,26,45,1,0,1,312.32310142598703,50040,0,0,0,17454942,3024916
balanced,4,16,4,28,1,1,0,32,240,4,0,1,376.92132762998017,50040,987,0,0,93106243,16136069
balanced,4,16,4,29,1,1,0,49,470,8,0,0,352.82046926206294,50040,3106,0,0,181807894,31512660
balanced,4,16,4,30,1,1,0,6,34,1,0,1,326.1338509419961,50040,0,0,0,13162571,2281195
balanced,4,16,4,31,1,1,0,14,25,1,0,1,279.9496238957695,50040,0,0,0,9635359,1670914
balanced,4,16,4,32,1,1,0,40,472,8,0,0,376.8609164738634,50040,2693,0,0,182970697,31710167
balanced,4,16,4,33,1,1,0,19,48,1,0,1,374.01640214607346,50040,0,0,0,18527871,3211275
balanced,4,16,4,34,1,1,0,65,556,9,0,0,387.2387821146351,50040,2827,0,0,215835405,37397377
balanced,4,16,4,35,1,1,0,24,38,1,0,1,421.6370194959089,50040,0,0,0,14430240,2503356
balanced,4,16,4,36,1,1,0,18,76,1,0,1,396.2696093008376,50040,0,0,0,29443262,5102714
balanced,4,16,4,37,0,0,0,61,980,16,1,1,,50040,7250,0,0,379255978,65721808
balanced,4,16,4,38,1,1,0,40,80,1,0,1,435.59333456763414,50040,0,0,0,30986079,5369023
balanced,4,16,4,39,1,1,0,28,34,1,0,1,354.78762360684755,50040,0,0,0,13110247,2273650
balanced,4,16,4,40,1,1,0,14,34,1,0,1,277.9374076073967,50040,0,0,0,13161686,2281272
balanced,4,16,4,41,1,1,0,24,40,1,0,1,291.99977257126477,50040,0,0,0,15548795,2694520
balanced,4,16,4,42,1,1,0,21,37,1,0,1,302.6736549046973,50040,0,0,0,14291429,2477382
balanced,4,16,4,43,1,1,0,22,60,1,0,1,353.4054198735728,50040,0,0,0,23224015,4025495
balanced,4,16,4,44,1,1,0,14,25,1,0,1,412.41607145388446,50040,0,0,0,9507456,1649153
balanced,4,16,4,45,1,1,0,19,44,1,0,1,274.4299119131341,50040,0,0,0,17116654,2965919
balanced,4,16,4,46,1,1,0,26,23,1,0,1,384.5674627635779,50040,0,0,0,8762226,1520452
balanced,4,16,4,47,1,1,0,23,76,1,0,1,305.0114033048123,50040,0,0,0,29582569,5124960
balanced,4,16,4,48,1,1,0,25,42,1,0,1,344.32337997345724,50040,0,0,0,16106624,2793646
balanced,4,16,4,49,1,1,0,39,737,12,0,0,368.42053189603786,50040,4095,0,0,285819158,49528084
balanced,4,16,4,50,1,1,0,40,110,2,0,0,353.40297478307434,50040,295,0,0,42732878,7404473
balanced,4,16,4,51,1,1,0,12,38,1,0,1,270.87937991022693,50040,0,0,0,14710052,2549797
balanced,4,16,4,52,1,1,0,8,38,1,0,1,263.5480642846523,50040,0,0,0,14734666,2553933
balanced,4,16,4,53,1,1,0,31,80,1,1,1,340.27920796982323,50040,0,0,0,31082074,5386295
balanced,4,16,4,54,1,1,0,40,412,7,0,0,433.213576118957,50040,2710,0,0,159164034,27576179
balanced,4,16,4,55,1,1,0,50,36,1,0,1,470.4263099474008,50040,0,0,0,13832705,2398675
balanced,4,16,4,56,1,1,0,39,78,1,0,0,347.9271848678244,50040,0,0,0,30308041,5249933
balanced,4,16,4,57,1,1,0,26,110,2,0,0,351.98400009025204,50040,305,0,0,42590268,7379233
balanced,4,16,4,58,1,1,0,29,54,1,0,1,319.9356958000182,50040,0,0,0,20840993,3613122
balanced,4,16,4,59,1,1,0,59,171,3,0,0,486.5685131309918,50040,1051,0,0,65914936,11425769
balanced,4,16,4,60,1,1,0,15,35,1,0,1,298.9431125711876,50040,0,0,0,13495671,2338922
balanced,4,16,4,61,1,1,0,39,255,4,0,1,409.96117986573915,50040,1522,0,0,98305349,17038031
balanced,4,16,4,62,1,1,0,46,174,3,0,0,441.0914572085442,50040,670,0,0,67340453,11669723
balanced,4,16,4,63,1,1,0,27,40,1,0,1,406.18898542550306,50040,0,0,0,15411331,2672270
balanced,4,16,4,64,1,1,0,20,57,1,0,1,364.365745379323,50040,0,0,0,22172212,3842603
balanced,4,16,4,65,1,1,0,26,34,1,0,1,321.99528243822147,50040,0,0,0,13165855,2282530
balanced,4,16,4,66,1,1,0,25,43,1,0,1,331.8645105661521,50040,0,0,0,16660893,2887505
balanced,4,16,4,67,1,1,0,59,251,4,0,0,516.5092110329232,50040,2016,0,0,96658103,16751998
balanced,4,16,4,68,1,1,0,40,192,3,0,0,326.41592659095136,50040,581,0,0,74578411,12918992
balanced,4,16,4,69,1,1,0,27,29,1,0,1,419.9102367832626,50040,0,0,0,11158185,1934506
balanced,4,16,4,70,1,1,0,20,56,1,0,1,305.55769607368677,50040,0,0,0,21646527,3751913
balanced,4,16,4,71,1,1,0,14,106,2,0,0,240.1223149205882,50040,169,0,0,41287120,7153498
balanced,4,16,4,72,1,1,0,16,37,1,0,1,363.2205725489646,50040,0,0,0,14222024,2465500
balanced,4,16,4,73,1,1,0,15,53,1,0,1,281.4572555769234,50040,0,0,0,20506317,3554085
balanced,4,16,4,74,1,1,0,26,53,1,0,1,403.7495155537748,50040,0,0,0,20426572,3540421
balanced,4,16,4,75,1,1,0,29,38,1,0,0,387.8432492754247,50040,0,0,0,14601496,2532118
balanced,4,16,4,76,1,1,0,19,43,1,0,1,382.70588281202197,50040,0,0,0,16541675,2867803
balanced,4,16,4,77,1,1,0,26,25,1,0,1,338.2515594759273,50040,0,0,0,9643054,1671622
balanced,4,16,4,78,1,1,0,42,254,4,0,0,338.775039440809,50040,747,0,0,98908021,17133509
balanced,4,16,4,79,1,1,0,25,48,1,0,1,290.74375921273077,50040,0,0,0,18646728,3231323
balanced,4,16,4,80,1,1,0,31,38,1,0,1,395.1796911417865,50040,0,0,0,14578492,2528617
balanced,4,16,4,81,1,1,0,15,46,1,0,1,366.29288401299124,50040,0,0,0,17804348,3086033
balanced,4,16,4,82,1,1,0,22,42,1,0,1,313.37797194494317,50040,0,0,0,16271381,2820218
balanced,4,16,4,83,1,1,0,9,32,1,0,1,354.95579908152354,50040,0,0,0,12127526,2105446
balanced,4,16,4,84,1,1,0,22,33,1,0,1,372.6553638213032,50040,0,0,0,12625375,2189906
balanced,4,16,4,85,1,1,0,18,33,1,0,1,288.6442635998196,50040,0,0,0,12852624,2227192
balanced,4,16,4,86,1,1,0,36,73,1,0,1,374.30973010524997,50040,0,0,0,28291774,4903450
balanced,4,16,4,87,1,1,0,33,124,2,0,0,330.59462850743444,50040,329,0,0,48162660,8344003
balanced,4,16,4,88,1,1,0,27,73,1,0,1,342.0495775805186,50040,0,0,0,28324280,4907235
balanced,4,16,4,89,1,1,0,27,57,1,0,1,378.9005216413623,50040,0,0,0,22067808,3825088
balanced,4,16,4,90,1,1,0,16,61,1,0,1,297.24733894670055,50040,0,0,0,23600115,4091535
balanced,4,16,4,91,0,0,0,114,980,16,0,0,,50040,11323,0,0,374664778,64941512
balanced,4,16,4,92,1,1,0,21,32,1,0,1,353.44487174359256,50040,0,0,0,12318575,2136365
balanced,4,16,4,93,1,1,0,15,48,1,0,1,317.55987354508045,50040,0,0,0,18647070,3231312
balanced,4,16,4,94,1,1,0,57,173,3,0,0,385.9244422780284,50040,800,0,0,66864841,11587492
balanced,4,16,4,95,1,1,0,12,58,1,0,1,356.1902865183497,50040,0,0,0,22535018,3904294
balanced,4,16,4,96,1,1,0,38,133,2,0,0,352.0968754640935,50040,301,0,0,51707496,8958966
balanced,4,16,4,97,1,1,0,40,50,1,0,0,376.80745774136676,50040,0,0,0,19402980,3361770
balanced,4,16,4,98,1,1,0,19,29,1,0,1,327.66909582077733,50040,0,0,0,11163658,1935559
balanced,4,16,4,99,1,1,0,28,76,1,0,1,341.19722908193523,50040,0,0,0,29471053,5108283
balanced,4,16,4,100,1,1,0,58,43,1,0,0,395.4095338946165,50040,0,0,0,16625066,2881550
balanced,4,16,4,101,1,1,0,16,59,1,0,1,337.7370966939636,50040,0,0,0,22862359,3961126
balanced,4,16,4,102,1,1,0,16,114,2,0,1,245.72724702795227,50040,163,0,0,44447905,7700073
balanced,4,16,4,103,1,1,0,47,481,8,0,0,418.06080000584984,50040,3619,0,0,185555489,32161827
balanced,4,16,4,104,1,1,0,13,31,1,0,1,279.74869690746425,50040,0,0,0,11965398,2074395
balanced,4,16,4,105,1,1,0,31,853,14,0,0,407.26613219986996,50040,5513,0,0,330152495,57201282
balanced,4,16,4,106,1,1,0,29,20,1,0,1,341.56198106928434,50040,0,0,0,7640055,1326084
balanced,4,16,4,107,1,1,0,34,176,3,0,0,328.4383314208325,50040,620,0,0,68399224,11851543
balanced,4,16,4,108,1,1,0,38,232,4,0,1,391.34031084507785,50040,1501,0,0,89697613,15545430
balanced,4,16,4,109,1,1,0,32,36,1,0,1,395.8603823272656,50040,0,0,0,13763068,2387240
balanced,4,16,4,110,1,1,0,29,43,1,0,1,450.87074562755754,50040,0,0,0,16408427,2845252
balanced,4,16,4,111,1,1,0,55,649,11,0,0,402.6201444228112,50040,5261,0,0,250304244,43388112
balanced,4,16,4,112,1,1,0,27,33,1,0,1,350.18680762544875,50040,0,0,0,12672696,2197276
balanced,4,16,4,113,1,1,0,14,36,1,0,1,296.19970400883005,50040,0,0,0,13947201,2417395
balanced,4,16,4,114,1,1,0,50,166,3,0,0,392.02777891953843,50040,579,0,0,64342843,11149839
balanced,4,16,4,115,1,1,0,14,52,1,0,1,293.4810215125387,50040,0,0,0,20198144,3500381
balanced,4,16,4,116,1,1,0,15,43,1,0,1,339.28796764232993,50040,0,0,0,16524280,2865247
balanced,4,16,4,117,1,1,0,37,34,1,0,0,408.38187347348486,50040,0,0,0,13080483,2267499
balanced,4,16,4,118,1,1,0,40,132,2,0,0,381.8889849816272,50040,448,0,0,51239837,8878045
balanced,4,16,4,119,1,1,0,26,28,1,1,1,341.913140110399,50040,0,0,0,10817181,1875064
balanced,4,16,4,120,1,1,0,21,65,1,0,1,293.9121925104587,50040,0,0,0,25202742,4368117
balanced,4,16,4,121,1,1,0,57,254,4,0,0,500.510215083004,50040,1798,0,0,97861462,16962276
balanced,4,16,4,122,1,1,0,11,22,1,0,1,280.9035904528734,50040,0,0,0,8476239,1469463
balanced,4,16,4,123,1,1,0,25,109,2,0,0,401.1723430138988,50040,307,0,0,42162034,7308331
balanced,4,16,4,124,1,1,0,33,63,1,0,0,326.01631992925104,50040,0,0,0,24466866,4239462
balanced,4,16,4,125,1,1,0,10,19,1,0,1,355.5748669642754,50040,0,0,0,7229310,1254075
balanced,4,16,4,126,1,1,0,27,130,2,0,0,371.6167940341071,50040,261,0,0,50417551,8735952
balanced,4,16,4,127,1,1,0,41,177,3,0,0,420.28547579656197,50040,929,0,0,68387387,11851110
balanced,6,4,4,0,1,1,0,31,37,1,0,1,318.1463945999453,0,0,0,0,13757688,2390278
balanced,6,4,4,1,1,1,0,27,35,1,0,1,340.9918773202019,0,0,0,0,12861615,2236976
balanced,6,4,4,2,1,1,0,34,29,1,0,1,388.78300757585,0,0,0,0,10219970,1780108
balanced,6,4,4,3,1,1,0,24,41,1,0,1,367.00421729754777,0,0,0,0,15079273,2619800
balanced,6,4,4,4,1,1,0,20,17,1,0,1,410.41626611945526,0,0,0,0,5876861,1025831
balanced,6,4,4,5,1,1,0,16,33,1,0,1,265.7512912795702,0,0,0,0,11992945,2090622
balanced,6,4,4,6,1,1,0,28,107,2,0,0,289.8223199417318,0,0,0,0,40349511,7006603
balanced,6,4,4,7,1,1,0,23,31,1,0,0,365.52934726873843,0,0,0,0,11220770,1951314
balanced,6,4,4,8,1,1,0,24,43,1,0,1,348.44380454050975,0,0,0,0,15845358,2752515
balanced,6,4,4,9,1,1,0,31,76,1,0,0,344.4037648314809,0,0,0,0,28737666,4989719
balanced,6,4,4,10,1,1,0,20,23,1,0,1,330.1095116108875,0,0,0,0,8145898,1417904
balanced,6,4,4,11,1,1,0,44,159,3,0,0,401.16276383274806,0,0,0,0,59453407,10325031
balanced,6,4,4,12,1,1,0,26,37,1,0,1,386.9558710261085,0,0,0,0,13309451,2316463
balanced,6,4,4,13,1,1,0,60,298,5,0,0,428.2578574911981,0,0,0,0,110880233,19241601
balanced,6,4,4,14,1,1,0,23,32,1,0,1,339.39406101142123,0,0,0,0,11407452,1987935
balanced,6,4,4,15,1,1,0,65,117,2,0,0,387.09682490715977,0,0,0,0,43914945,7622439
balanced,6,4,4,16,1,1,0,33,130,2,0,0,440.9802472073695,0,0,0,0,48576251,8437556
balanced,6,4,4,17,1,1,0,26,37,1,0,1,305.6760592640092,0,0,0,0,13623202,2367546
balanced,6,4,4,18,1,1,0,52,184,3,0,0,498.46853703580837,0,0,0,0,68553081,11895759
balanced,6,4,4,19,1,1,0,24,31,1,0,1,390.10120087312595,0,0,0,0,11106845,1934817
balanced,6,4,4,20,1,1,0,6,44,1,0,1,286.36505775018753,0,0,0,0,16480540,2864357
balanced,6,4,4,21,1,1,1,0,14,1,1,1,273.57854771508386,0,0,0,0,4906123,856296
balanced,6,4,4,22,1,1,0,16,25,1,0,1,308.5124129581066,0,0,0,0,8899831,1553181
balanced,6,4,4,23,1,1,0,15,30,1,0,1,349.33329175363906,0,0,0,0,10738625,1869288
balanced,6,4,4,24,1,1,0,17,45,1,0,1,307.31742841485044,0,0,0,0,16863547,2928468
balanced,6,4,4,25,1,1,0,12,27,1,0,1,233.46049367038287,0,0,0,0,9927393,1727650
balanced,6,4,4,26,1,1,0,20,33,1,0,1,295.08182862941385,0,0,0,0,12057290,2099682
balanced,6,4,4,27,1,1,0,27,19,1,0,1,282.4251143019695,0,0,0,0,6825554,1190411
balanced,6,4,4,28,1,1,0,29,131,2,0,0,374.18257832039654,0,0,0,0,49402754,8577515
balanced,6,4,4,29,1,1,0,36,21,1,0,1,336.4963595307919,0,0,0,0,7340249,1282597
balanced,6,4,4,30,1,1,0,7,17,1,0,1,332.7156967748629,0,0,0,0,5905713,1029299
balanced,6,4,4,31,1,1,0,7,26,1,0,1,282.4417930129109,0,0,0,0,9458490,1646895
balanced,6,4,4,32,1,1,0,16,23,1,0,1,353.87693487265017,0,0,0,0,8199172,1428386
balanced,6,4,4,33,1,1,0,7,17,1,0,1,351.2539752513059,0,0,0,0,5809802,1013973
balanced,6,4,4,34,1,1,0,45,228,4,0,1,369.3446333918978,0,0,0,0,86014419,14926226
balanced,6,4,4,35,1,1,0,24,45,1,0,1,441.364641160651,0,0,0,0,16287873,2833026
balanced,6,4,4,36,1,1,0,17,37,1,0,1,384.2458169017977,0,0,0,0,13303697,2316426
balanced,6,4,4,37,0,0,0,60,980,16,1,1,,0,0,0,0,364408702,63312823
balanced,6,4,4,38,1,1,0,42,317,5,0,0,442.74497130882764,0,0,0,0,118113033,20485658
balanced,6,4,4,39,1,1,0,19,25,1,0,1,343.76950382381267,0,0,0,0,8805649,1534439
balanced,6,4,4,40,1,1,0,11,27,1,0,1,280.6114019145944,0,0,0,0,9856571,1715314
balanced,6,4,4,41,1,1,0,16,18,1,1,1,296.61261634215003,0,0,0,0,6490939,1130918
balanced,6,4,4,42,1,1,0,21,41,1,0,1,328.7853623556117,0,0,0,0,15131629,2629861
balanced,6,4,4,43,1,1,0,12,25,1,0,1,327.8708032616791,0,0,0,0,8854662,1542468
balanced,6,4,4,44,1,1,0,24,28,1,0,1,403.18975284537555,0,0,0,0,9848996,1715061
balanced,6,4,4,45,1,1,0,10,21,1,0,1,260.790073795145,0,0,0,0,7638501,1330327
balanced,6,4,4,46,1,1,0,41,110,2,0,0,451.0867134646319,0,0,0,0,40883498,7103692
balanced,6,4,4,47,1,1,0,27,23,1,0,1,301.84703655278213,0,0,0,0,8283261,1440037
balanced,6,4,4,48,1,1,0,32,30,1,0,1,413.43113658515824,0,0,0,0,10653059,1855872
balanced,6,4,4,49,1,1,0,38,108,2,0,0,364.9249160690714,0,0,0,0,40435287,7025901
balanced,6,4,4,50,1,1,0,14,30,1,0,1,318.3187132702233,0,0,0,0,10942561,1902243
balanced,6,4,4,51,1,1,0,6,49,1,0,1,259.27863327416486,0,0,0,0,18391590,3196439
balanced,6,4,4,52,1,1,0,17,31,1,0,1,303.35254672327744,0,0,0,0,11405955,1984541
balanced,6,4,4,53,1,1,0,22,50,1,0,1,338.85708655012684,0,0,0,0,18647547,3241730
balanced,6,4,4,54,1,1,0,18,30,1,0,1,388.574463848896,0,0,0,0,10740680,1866082
balanced,6,4,4,55,1,1,0,23,36,1,0,1,395.0535520551216,0,0,0,0,13012593,2263674
balanced,6,4,4,56,1,1,0,31,29,1,0,0,330.546580202735,0,0,0,0,10517330,1827960
balanced,6,4,4,57,1,1,0,29,19,1,1,1,319.78759681830473,0,0,0,0,6575528,1145528
balanced,6,4,4,58,1,1,0,21,50,1,0,1,318.3530309167322,0,0,0,0,18594379,3232281
balanced,6,4,4,59,1,1,0,39,43,1,0,1,442.99057798343006,0,0,0,0,15510337,2699089
balanced,6,4,4,60,1,1,0,20,98,2,0,0,316.00538029568014,0,0,0,0,36859637,6400530
balanced,6,4,4,61,1,1,0,54,290,5,0,0,439.6058268511333,0,0,0,0,107667184,18698638
balanced,6,4,4,62,1,1,0,26,35,1,0,1,375.23815819477284,0,0,0,0,12681163,2206615
balanced,6,4,4,63,1,1,0,16,43,1,0,1,382.34403848746524,0,0,0,0,15758464,2741560
balanced,6,4,4,64,1,1,0,3,39,1,0,1,283.6539762648837,0,0,0,0,14549746,2531901
balanced,6,4,4,65,1,1,0,12,15,1,0,1,285.58125895758644,0,0,0,0,5170073,902626
balanced,6,4,4,66,1,1,0,12,46,1,0,1,317.6489182564028,0,0,0,0,17120891,2974393
balanced,6,4,4,67,1,1,0,11,36,1,0,1,431.0787518025959,0,0,0,0,12850992,2236719
balanced,6,4,4,68,1,1,0,9,24,1,0,1,285.73332162990243,0,0,0,0,8657991,1506410
balanced,6,4,4,69,1,1,0,29,55,1,0,1,373.26622575656086,0,0,0,0,20553720,3569199
balanced,6,4,4,70,1,1,0,27,40,1,0,1,309.30023025028703,0,0,0,0,14710485,2557971
balanced,6,4,4,71,1,1,0,8,24,1,0,1,228.5749587491972,0,0,0,0,8789805,1530345
balanced,6,4,4,72,1,1,0,16,24,1,0,1,369.5426365641804,0,0,0,0,8343745,1453696
balanced,6,4,4,73,1,1,0,11,28,1,0,1,275.9707778884582,0,0,0,0,10099428,1759612
balanced,6,4,4,74,1,1,0,27,29,1,0,1,448.60645892134283,0,0,0,0,10281244,1789419
balanced,6,4,4,75,1,1,0,23,121,2,0,1,405.04690330518895,0,0,0,0,45233600,7855471
balanced,6,4,4,76,1,1,0,17,29,1,0,1,386.6004632550951,0,0,0,0,10216651,1780322
balanced,6,4,4,77,1,1,0,25,29,1,0,1,351.54109112839984,0,0,0,0,10505923,1826905
balanced,6,4,4,78,1,1,0,30,239,4,0,0,313.4861811019048,0,0,0,0,91054169,15789144
balanced,6,4,4,79,1,1,0,26,47,1,0,1,303.32468129049903,0,0,0,0,17659634,3067285
balanced,6,4,4,80,1,1,0,37,108,2,0,0,398.3492492584684,0,0,0,0,40204578,6985778
balanced,6,4,4,81,1,1,0,18,33,1,0,1,377.13140007118875,0,0,0,0,11921350,2075198
balanced,6,4,4,82,1,1,0,15,63,1,0,1,319.642028804328,0,0,0,0,23848003,4143144
balanced,6,4,4,83,1,1,0,17,22,1,0,1,404.13317694081593,0,0,0,0,7498631,1310041
balanced,6,4,4,84,1,1,0,6,31,1,0,1,353.28126177852323,0,0,0,0,10941688,1905940
balanced,6,4,4,85,1,1,0,17,19,1,0,1,214.33441560825503,0,0,0,0,6968426,1213733
balanced,6,4,4,86,1,1,0,17,36,1,0,1,332.3229545488245,0,0,0,0,13032153,2267334
balanced,6,4,4,87,1,1,0,39,119,2,0,0,364.2560850643183,0,0,0,0,44876142,7778752
balanced,6,4,4,88,1,1,0,19,26,1,0,1,356.03595368460276,0,0,0,0,9210520,1604320
balanced,6,4,4,89,1,1,0,33,131,2,0,0,389.9079128505276,0,0,0,0,49179233,8540546
balanced,6,4,4,90,1,1,0,20,21,1,0,1,304.36271079121286,0,0,0,0,7303364,1276113
balanced,6,4,4,91,0,0,0,116,980,16,0,0,,0,0,0,0,356934582,62026982
balanced,6,4,4,92,1,1,0,25,30,1,0,1,366.85181072124584,0,0,0,0,10849181,1889534
balanced,6,4,4,93,1,1,0,22,21,1,0,1,330.4522182724087,0,0,0,0,7505674,1306073
balanced,6,4,4,94,1,1,0,39,38,1,0,1,397.5533885443003,0,0,0,0,13764444,2395775
balanced,6,4,4,95,1,1,0,10,14,1,0,1,362.75909182591306,0,0,0,0,4742147,826999
balanced,6,4,4,96,1,1,0,34,162,3,0,0,338.03353884787794,0,0,0,0,61168565,10613309
balanced,6,4,4,97,1,1,0,50,33,1,0,0,455.3831519759199,0,0,0,0,12072080,2096387
balanced,6,4,4,98,1,1,0,19,22,1,0,1,327.33594158445766,0,0,0,0,7794680,1358070
balanced,6,4,4,99,1,1,0,27,31,1,0,1,315.9399060098606,0,0,0,0,11203289,1952831
balanced,6,4,4,100,1,1,0,49,35,1,0,0,376.2285641786908,0,0,0,0,12772811,2222483
balanced,6,4,4,101,1,1,0,22,111,2,0,0,335.11498954778085,0,0,0,0,41764868,7250656
balanced,6,4,4,102,1,1,0,24,26,1,0,0,279.36779599065056,0,0,0,0,9663515,1679847
balanced,6,4,4,103,1,1,0,52,353,6,0,0,449.6645514041889,0,0,0,0,131494627,22825920
balanced,6,4,4,104,1,1,0,13,22,1,0,1,290.83895956349977,0,0,0,0,7873320,1372336
balanced,6,4,4,105,1,1,0,29,33,1,0,1,411.44920876030096,0,0,0,0,11853213,2062350
balanced,6,4,4,106,1,1,0,24,32,1,0,1,308.1091799185616,0,0,0,0,11666715,2030563
balanced,6,4,4,107,1,1,0,37,76,1,0,0,308.16879326008245,0,0,0,0,28828197,5006065
balanced,6,4,4,108,1,1,0,25,239,4,0,1,358.27219609103645,0,0,0,0,89595155,15553572
balanced,6,4,4,109,1,1,0,23,38,1,0,1,380.0317497628175,0,0,0,0,13573451,2361464
balanced,6,4,4,110,1,1,0,22,28,1,0,1,455.5834570196614,0,0,0,0,9612493,1676059
balanced,6,4,4,111,1,1,0,28,49,1,0,1,400.3451625615444,0,0,0,0,17959698,3123660
balanced,6,4,4,112,1,1,0,37,285,5,0,0,380.34583340988024,0,0,0,0,107123063,18576555
balanced,6,4,4,113,1,1,0,20,27,1,0,1,337.0196230401059,0,0,0,0,9837716,1712479
balanced,6,4,4,114,1,1,0,45,646,11,0,0,359.77672960518976,0,0,0,0,243292244,42187239
balanced,6,4,4,115,1,1,0,17,30,1,0,1,280.29823150691584,0,0,0,0,10999871,1913432
balanced,6,4,4,116,1,1,0,6,16,1,0,1,323.21488746233183,0,0,0,0,5249707,919740
balanced,6,4,4,117,1,1,0,31,477,8,0,0,416.8332558989074,0,0,0,0,179479956,31129713
balanced,6,4,4,118,1,1,0,19,23,1,0,1,369.37676877615434,0,0,0,0,8145632,1418205
balanced,6,4,4,119,1,1,0,17,22,1,0,1,291.67056369975626,0,0,0,0,7901300,1374329
balanced,6,4,4,120,1,1,0,17,56,1,0,1,297.81116988288545,0,0,0,0,20994110,3645734
balanced,6,4,4,121,1,1,0,27,32,1,0,1,442.7166953769953,0,0,0,0,11302003,1966671
balanced,6,4,4,122,1,1,0,12,20,1,0,1,337.08276075473293,0,0,0,0,7117378,1238592
balanced,6,4,4,123,1,1,0,15,18,1,0,1,351.20738899043744,0,0,0,0,5956970,1042895
