configuration,b,M,guard_bits,shot,syndrome_converged,logically_correct,decision_agrees_with_float,decision_hamming_distance,iterations,relay_legs,iterations_agree_with_float,legs_agree_with_float,selected_solution_weight,saturation_physical_prior,saturation_lambda_bias,saturation_check_messages,saturation_guard_accumulator,saturation_variable_messages,saturation_marginals
high_success,6,8,4,88,1,1,0,32,103,2,0,0,367.97715104978784,0,0,0,0,37570438,6513585
high_success,6,8,4,89,1,1,0,33,223,4,0,0,406.5938596060482,0,0,0,0,82001501,14233894
high_success,6,8,4,90,1,1,0,18,45,1,0,1,300.94117361871025,0,0,0,0,15965293,2776122
high_success,6,8,4,91,0,0,0,78,1940,32,0,0,,0,0,0,0,695369182,120941007
high_success,6,8,4,92,1,1,0,18,32,1,0,0,320.0892039397438,0,0,0,0,11134603,1940543
high_success,6,8,4,93,1,1,0,6,22,1,0,1,295.6517768406006,0,0,0,0,7588765,1324213
high_success,6,8,4,94,1,1,0,28,105,2,0,0,382.22513420281314,0,0,0,0,37090422,6460679
high_success,6,8,4,95,1,1,0,10,30,1,0,1,335.68463042167394,0,0,0,0,10501655,1828020
high_success,6,8,4,96,1,1,0,13,52,1,0,1,305.6837384258136,0,0,0,0,18906247,3279664
high_success,6,8,4,97,1,1,0,27,299,5,0,0,387.6835099616036,0,0,0,0,112073651,19423543
high_success,6,8,4,98,1,1,0,25,50,1,0,1,337.89930807148914,0,0,0,0,18179946,3152884
high_success,6,8,4,99,1,1,0,10,68,1,0,0,308.33653036738747,0,0,0,0,24753620,4299446
high_success,6,8,4,100,1,1,0,34,117,2,0,1,338.4086601611029,0,0,0,0,43309873,7504791
high_success,6,8,4,101,1,1,0,27,102,2,0,1,345.0100548267445,0,0,0,0,37484503,6496814
high_success,6,8,4,102,1,1,0,10,97,2,0,0,244.9288235095572,0,0,0,0,36614730,6335432
high_success,6,8,4,103,1,1,0,23,64,1,0,1,385.4491668396438,0,0,0,0,22607297,3929791
high_success,6,8,4,104,1,1,0,10,33,1,0,1,272.38599218080526,0,0,0,0,11820916,2053661
high_success,6,8,4,105,1,1,0,54,179,3,0,0,438.3284130535841,0,0,0,0,65420268,11351190
high_success,6,8,4,106,1,1,0,16,37,1,0,1,292.75197416392086,0,0,0,0,13124229,2282564
high_success,6,8,4,107,1,1,0,32,224,4,0,0,335.075393457966,0,0,0,0,83498056,14475788
high_success,6,8,4,108,1,1,0,38,63,1,0,0,348.41251004234493,0,0,0,0,22725048,3944339
high_success,6,8,4,109,1,1,0,9,59,1,0,1,377.9746128953825,0,0,0,0,21169884,3671921
high_success,6,8,4,110,1,1,0,78,431,7,0,0,507.90501231926277,0,0,0,0,156475000,27161052
high_success,6,8,4,111,1,1,0,32,110,2,0,0,400.3888213451439,0,0,0,0,39187286,6816180
high_success,6,8,4,112,1,1,0,45,235,4,0,0,388.33068119539723,0,0,0,0,86940085,15076423
high_success,6,8,4,113,1,1,0,33,97,2,0,0,338.3779693536506,0,0,0,0,35879548,6218723
high_success,6,8,4,114,1,1,0,58,239,4,0,0,383.0864187168554,0,0,0,0,88510673,15351964
high_success,6,8,4,115,1,1,0,9,47,1,0,1,281.7021469976004,0,0,0,0,16960627,2948470
high_success,6,8,4,116,1,1,0,13,43,1,0,0,326.5510729033398,0,0,0,0,15006612,2611067
high_success,6,8,4,117,1,1,0,31,46,1,0,0,386.936744299824,0,0,0,0,16394050,2848029
high_success,6,8,4,118,1,1,0,19,76,1,0,1,333.7355029137172,0,0,0,0,28076801,4865367
high_success,6,8,4,119,1,1,0,7,30,1,0,1,286.1997789840529,0,0,0,0,10526443,1833757
high_success,6,8,4,120,1,1,0,21,283,5,0,1,301.1997658120737,0,0,0,0,105282039,18257279
high_success,6,8,4,121,1,1,0,34,52,1,0,0,446.0965392805758,0,0,0,0,18241042,3173490
high_success,6,8,4,122,1,1,0,26,55,1,0,1,380.2260811219529,0,0,0,0,20086096,3483627
high_success,6,8,4,123,1,1,0,20,24,1,0,1,365.43443601033584,0,0,0,0,7641860,1341473
high_success,6,8,4,124,1,1,0,32,368,6,0,0,352.5939501616875,0,0,0,0,137444715,23823076
high_success,6,8,4,125,1,1,0,19,73,1,0,1,398.68353493664597,0,0,0,0,26847460,4649803
high_success,6,8,4,126,1,1,0,35,106,2,0,0,413.1443020102548,0,0,0,0,38777227,6724647
high_success,6,8,4,127,1,1,0,20,46,1,0,1,366.40053459575654,0,0,0,0,16009486,2787613
high_success,6,16,4,0,1,1,0,8,58,1,0,1,309.7825571327013,0,0,0,0,21321785,3697271
high_success,6,16,4,1,1,1,0,22,79,1,0,1,310.4250841814892,0,0,0,0,29236957,5068227
high_success,6,16,4,2,1,1,0,28,401,7,0,0,413.3535627887743,0,0,0,0,146672694,25457617
high_success,6,16,4,3,1,1,0,14,54,1,0,1,402.98958736834567,0,0,0,0,19460121,3377510
high_success,6,16,4,4,1,1,0,26,117,2,0,0,359.96233911855234,0,0,0,0,43227139,7494797
high_success,6,16,4,5,1,1,0,33,70,1,0,1,295.30311328499255,0,0,0,0,25548980,4436510
high_success,6,16,4,6,1,1,0,23,107,2,0,1,333.5207300876412,0,0,0,0,39445856,6832555
high_success,6,16,4,7,1,1,0,35,236,4,0,0,413.31348389997527,0,0,0,0,87653616,15191140
high_success,6,16,4,8,1,1,0,29,38,1,0,0,333.0415320239073,0,0,0,0,13274244,2308817
high_success,6,16,4,9,1,1,0,33,232,4,0,0,389.888155305203,0,0,0,0,85118106,14781522
high_success,6,16,4,10,1,1,0,19,34,1,0,1,316.2320995016961,0,0,0,0,12021149,2089641
high_success,6,16,4,11,1,1,0,37,118,2,0,1,374.6636663058901,0,0,0,0,42918698,7456138
high_success,6,16,4,12,1,1,0,31,101,2,0,1,411.1980137261885,0,0,0,0,35875648,6233313
high_success,6,16,4,13,1,1,0,50,110,2,0,0,418.50625937373434,0,0,0,0,39938729,6929342
high_success,6,16,4,14,1,1,0,33,96,2,0,0,375.08237709169924,0,0,0,0,34745290,6023851
high_success,6,16,4,15,1,1,0,34,71,1,0,0,328.7360627108078,0,0,0,0,25869367,4489982
high_success,6,16,4,16,1,1,0,41,127,2,0,1,434.3887783769908,0,0,0,0,45458974,7900473
high_success,6,16,4,17,1,1,0,35,27,1,0,0,293.07417948607866,0,0,0,0,9213052,1608458
high_success,6,16,4,18,1,1,0,36,237,4,0,0,475.01418053195823,0,0,0,0,86320660,14981981
high_success,6,16,4,19,1,1,0,26,27,1,0,1,371.09513694175956,0,0,0,0,8862729,1554183
high_success,6,16,4,20,1,1,0,17,46,1,0,0,339.2929493838406,0,0,0,0,16920953,2933177
high_success,6,16,4,21,1,1,0,9,26,1,0,1,271.03848372018774,0,0,0,0,9320609,1620296
high_success,6,16,4,22,1,1,0,24,51,1,0,0,314.7765058241333,0,0,0,0,18215334,3165147
high_success,6,16,4,23,1,1,0,31,76,1,0,0,354.51727838553006,0,0,0,0,27779477,4816358
high_success,6,16,4,24,1,1,0,17,46,1,0,1,299.9785022783623,0,0,0,0,16645056,2890829
high_success,6,16,4,25,1,1,0,13,46,1,0,0,230.51584832862403,0,0,0,0,16741922,2908705
high_success,6,16,4,26,1,1,0,23,76,1,0,1,307.30294229934816,0,0,0,0,27800300,4822629
high_success,6,16,4,27,1,1,0,18,103,2,0,1,276.10763161332534,0,0,0,0,38715139,6701456
high_success,6,16,4,28,1,1,0,32,112,2,0,0,356.1678849759518,0,0,0,0,41375146,7173855
high_success,6,16,4,29,1,1,0,24,121,2,0,0,339.5869801204365,0,0,0,0,44283227,7686920
high_success,6,16,4,30,1,1,0,18,60,1,0,1,323.71619496451893,0,0,0,0,22085012,3827436
high_success,6,16,4,31,1,1,0,6,22,1,0,1,275.3124962264201,0,0,0,0,7553552,1318342
high_success,6,16,4,32,1,1,0,13,20,1,0,1,342.0502472106152,0,0,0,0,6460562,1134287
high_success,6,16,4,33,1,1,0,21,53,1,0,1,427.223564006531,0,0,0,0,19266539,3341592
high_success,6,16,4,34,1,1,0,28,225,4,0,1,340.9487948524239,0,0,0,0,83807315,14533084
high_success,6,16,4,35,1,1,0,17,68,1,0,0,420.47361571973204,0,0,0,0,24265955,4211178
high_success,6,16,4,36,1,1,0,35,108,2,0,1,409.16005519336386,0,0,0,0,39098620,6786923
high_success,6,16,4,37,1,1,0,45,1018,17,0,0,358.575581717855,0,0,0,0,375433334,65229889
high_success,6,16,4,38,1,1,0,52,234,4,0,0,449.2832085419178,0,0,0,0,84796964,14720663
high_success,6,16,4,39,1,1,0,40,102,2,0,0,387.3299711627187,0,0,0,0,37204711,6454714
high_success,6,16,4,40,1,1,0,16,63,1,0,1,299.68432097536714,0,0,0,0,23312758,4037835
high_success,6,16,4,41,1,1,0,12,47,1,0,1,231.67678898813688,0,0,0,0,17495770,3031489
high_success,6,16,4,42,1,1,0,51,162,3,0,1,402.6888522071346,0,0,0,0,59764415,10367346
high_success,6,16,4,43,1,1,0,9,72,1,0,1,332.5941666779149,0,0,0,0,26380324,4571803
high_success,6,16,4,44,1,1,0,11,33,1,0,1,383.917431144799,0,0,0,0,11232929,1957772
high_success,6,16,4,45,1,1,0,26,111,2,0,0,308.0577147169404,0,0,0,0,41588370,7204602
high_success,6,16,4,46,1,1,0,37,58,1,0,0,391.4494623535372,0,0,0,0,20439218,3556058
high_success,6,16,4,47,1,1,0,17,139,2,0,0,309.53112734503554,0,0,0,0,52229244,9041216
high_success,6,16,4,48,1,1,0,39,56,1,0,0,359.99922343264006,0,0,0,0,19908441,3457339
high_success,6,16,4,49,1,1,0,25,224,4,0,0,345.0470289398442,0,0,0,0,83168408,14421608
high_success,6,16,4,50,1,1,0,18,29,1,0,1,310.5488105151148,0,0,0,0,10168251,1768681
high_success,6,16,4,51,1,1,0,11,33,1,0,1,265.3093182000234,0,0,0,0,11659027,2030411
high_success,6,16,4,52,1,1,0,12,41,1,0,1,293.56059007266555,0,0,0,0,14807065,2571881
high_success,6,16,4,53,1,1,0,13,62,1,0,1,337.06960813481294,0,0,0,0,22157297,3850277
high_success,6,16,4,54,1,1,0,50,99,2,0,1,447.0965384192507,0,0,0,0,35626516,6182558
high_success,6,16,4,55,1,1,0,56,236,4,0,0,482.27557913382566,0,0,0,0,86292503,14987455
high_success,6,16,4,56,1,1,0,26,105,2,0,0,336.56852550441965,0,0,0,0,38872477,6734299
high_success,6,16,4,57,1,1,0,10,112,2,0,0,330.80885045535774,0,0,0,0,41197791,7140000
high_success,6,16,4,58,1,1,0,33,116,2,0,0,343.7532869563951,0,0,0,0,42483264,7370656
high_success,6,16,4,59,1,1,0,46,122,2,0,0,497.94620285466726,0,0,0,0,43732461,7597537
high_success,6,16,4,60,1,1,0,18,212,4,0,0,321.0431803658642,0,0,0,0,78814618,13653050
high_success,6,16,4,61,1,1,0,37,223,4,0,1,431.4860141456412,0,0,0,0,80983415,14073695
high_success,6,16,4,62,1,1,0,46,120,2,0,0,427.4969583049513,0,0,0,0,43750941,7593682
high_success,6,16,4,63,1,1,0,27,59,1,0,0,372.6995979784442,0,0,0,0,20887125,3632985
high_success,6,16,4,64,1,1,0,6,48,1,0,1,280.4207648085291,0,0,0,0,17693524,3069212
high_success,6,16,4,65,1,1,0,19,35,1,0,1,337.3928378112031,0,0,0,0,12564330,2182593
high_success,6,16,4,66,1,1,0,15,56,1,0,1,310.5130405119272,0,0,0,0,20339277,3528322
high_success,6,16,4,67,1,1,0,27,112,2,0,1,454.7474486063062,0,0,0,0,40261301,6993884
high_success,6,16,4,68,1,1,0,44,46,1,0,0,277.06597768474876,0,0,0,0,16576350,2879387
high_success,6,16,4,69,1,1,0,15,53,1,0,1,356.09256874991877,0,0,0,0,18836625,3275184
high_success,6,16,4,70,1,1,0,11,68,1,0,1,291.557395027624,0,0,0,0,24712942,4288956
high_success,6,16,4,71,1,1,0,13,73,1,0,1,240.27586575309738,0,0,0,0,27386280,4738827
high_success,6,16,4,72,1,1,0,26,112,2,0,1,396.25386078627974,0,0,0,0,40882558,7087105
high_success,6,16,4,73,1,1,0,38,96,2,0,1,300.90494081356326,0,0,0,0,34996358,6072948
high_success,6,16,4,74,1,1,0,12,34,1,0,1,401.2506429388926,0,0,0,0,11623972,2025972
high_success,6,16,4,75,1,1,0,40,30,1,0,0,389.18253277418137,0,0,0,0,9883273,1729128
high_success,6,16,4,76,1,1,0,21,72,1,0,1,390.9614738256097,0,0,0,0,26012899,4513021
high_success,6,16,4,77,1,1,0,22,48,1,0,0,322.1645546749776,0,0,0,0,17451722,3026960
high_success,6,16,4,78,1,1,0,20,137,2,0,1,322.32329325671196,0,0,0,0,51454190,8913735
high_success,6,16,4,79,1,1,0,22,67,1,0,1,303.46888610705207,0,0,0,0,24668349,4277038
high_success,6,16,4,80,1,1,0,30,59,1,0,0,377.90298016235715,0,0,0,0,20981998,3645012
high_success,6,16,4,81,1,1,0,34,123,2,0,0,383.99886448044776,0,0,0,0,45222536,7843978
high_success,6,16,4,82,1,1,0,22,131,2,0,1,315.87119138959156,0,0,0,0,49100065,8511536
high_success,6,16,4,83,1,1,0,39,99,2,0,0,403.4917001269474,0,0,0,0,35348886,6142892
high_success,6,16,4,84,1,1,0,59,186,3,0,0,421.10329564325866,0,0,0,0,67061952,11660800
high_success,6,16,4,85,1,1,0,10,23,1,0,1,218.80674915219106,0,0,0,0,8327668,1448479
high_success,6,16,4,86,1,1,0,46,101,2,0,0,353.1727889307564,0,0,0,0,36396550,6320727
high_success,6,16,4,87,1,1,0,20,173,3,0,1,331.57756944139044,0,0,0,0,64159603,11114286
high_success,6,16,4,88,1,1,0,25,103,2,0,0,362.51116695162386,0,0,0,0,37536345,6507693
high_success,6,16,4,89,1,1,0,26,154,3,0,0,387.11593420550116,0,0,0,0,56256104,9765576
high_success,6,16,4,90,1,1,0,18,45,1,0,1,300.94117361871025,0,0,0,0,15965293,2776122
high_success,6,16,4,91,1,1,0,26,243,4,0,1,519.7365440306805,0,0,0,0,85664608,14916319
high_success,6,16,4,92,1,1,0,18,32,1,0,0,320.0892039397438,0,0,0,0,11134603,1940543
high_success,6,16,4,93,1,1,0,6,22,1,0,1,295.6517768406006,0,0,0,0,7588765,1324213
high_success,6,16,4,94,1,1,0,30,110,2,0,0,358.0957331751,0,0,0,0,39119349,6809826
high_success,6,16,4,95,1,1,0,10,30,1,0,1,335.68463042167394,0,0,0,0,10501655,1828020
high_success,6,16,4,96,1,1,0,13,52,1,0,1,305.6837384258136,0,0,0,0,18906247,3279664
high_success,6,16,4,97,1,1,0,42,458,8,0,0,401.7507070524556,0,0,0,0,171846640,29789661
high_success,6,16,4,98,1,1,0,25,50,1,0,1,337.89930807148914,0,0,0,0,18179946,3152884
high_success,6,16,4,99,1,1,0,10,68,1,0,0,308.33653036738747,0,0,0,0,24753620,4299446
high_success,6,16,4,100,1,1,0,22,123,2,0,1,348.57421184790326,0,0,0,0,45640611,7906996
high_success,6,16,4,101,1,1,0,31,115,2,0,1,352.4418427901947,0,0,0,0,42552953,7372732
high_success,6,16,4,102,1,1,0,17,109,2,0,0,257.597519147533,0,0,0,0,41280622,7143167
high_success,6,16,4,103,1,1,0,23,64,1,0,1,385.4491668396438,0,0,0,0,22607297,3929791
high_success,6,16,4,104,1,1,0,10,33,1,0,1,272.38599218080526,0,0,0,0,11820916,2053661
high_success,6,16,4,105,1,1,0,40,296,5,0,0,405.80955585616937,0,0,0,0,109191972,18940427
high_success,6,16,4,106,1,1,0,16,37,1,0,1,292.75197416392086,0,0,0,0,13124229,2282564
high_success,6,16,4,107,1,1,0,19,123,2,0,1,338.7381059046269,0,0,0,0,45519423,7889316
high_success,6,16,4,108,1,1,0,38,63,1,0,0,348.41251004234493,0,0,0,0,22725048,3944339
high_success,6,16,4,109,1,1,0,9,59,1,0,1,377.9746128953825,0,0,0,0,21169884,3671921
high_success,6,16,4,110,1,1,0,87,604,10,0,0,515.917530167879,0,0,0,0,219930454,38179574
high_success,6,16,4,111,1,1,0,33,118,2,0,0,408.7800535749916,0,0,0,0,42393487,7371737
high_success,6,16,4,112,1,1,0,55,303,5,0,0,425.6089896178,0,0,0,0,112788369,19551026
high_success,6,16,4,113,1,1,0,34,110,2,0,0,320.09004287820255,0,0,0,0,40959506,7097044
high_success,6,16,4,114,1,1,0,28,118,2,0,0,368.4042854730467,0,0,0,0,43376921,7520312
high_success,6,16,4,115,1,1,0,9,47,1,0,1,281.7021469976004,0,0,0,0,16960627,2948470
high_success,6,16,4,116,1,1,0,13,43,1,0,0,326.5510729033398,0,0,0,0,15006612,2611067
high_success,6,16,4,117,1,1,0,31,46,1,0,0,386.936744299824,0,0,0,0,16394050,2848029
high_success,6,16,4,118,1,1,0,19,76,1,0,1,333.7355029137172,0,0,0,0,28076801,4865367
high_success,6,16,4,119,1,1,0,7,30,1,0,1,286.1997789840529,0,0,0,0,10526443,1833757
high_success,6,16,4,120,1,1,0,40,165,3,0,0,308.7799535273492,0,0,0,0,61035090,10584949
high_success,6,16,4,121,1,1,0,34,52,1,0,0,446.0965392805758,0,0,0,0,18241042,3173490
high_success,6,16,4,122,1,1,0,26,55,1,0,1,380.2260811219529,0,0,0,0,20086096,3483627
high_success,6,16,4,123,1,1,0,20,24,1,0,1,365.43443601033584,0,0,0,0,7641860,1341473
high_success,6,16,4,124,1,1,0,39,185,3,0,0,349.677314589135,0,0,0,0,69054317,11969517
high_success,6,16,4,125,1,1,0,19,73,1,0,1,398.68353493664597,0,0,0,0,26847460,4649803
high_success,6,16,4,126,1,1,0,29,102,2,0,0,398.3567295953352,0,0,0,0,37282410,6466612
high_success,6,16,4,127,1,1,0,20,46,1,0,1,366.40053459575654,0,0,0,0,16009486,2787613
high_success,8,4,4,0,1,1,0,23,37,1,0,1,318.1463945999453,0,0,0,0,11281177,1951959
high_success,8,4,4,1,1,1,0,24,42,1,0,1,319.244503996015,0,0,0,0,12648752,2197393
high_success,8,4,4,2,1,1,0,19,40,1,0,1,386.867476264577,0,0,0,0,11466880,1991224
high_success,8,4,4,3,1,1,0,33,41,1,0,1,367.00421729754777,0,0,0,0,12597294,2172979
high_success,8,4,4,4,1,1,0,19,17,1,0,1,410.41626611945526,0,0,0,0,3789472,661078
high_success,8,4,4,5,1,1,0,19,53,1,0,1,263.4989090628512,0,0,0,0,16698557,2900355
high_success,8,4,4,6,1,1,0,26,99,2,0,1,298.6974888784306,0,0,0,0,32433958,5607670
high_success,8,4,4,7,1,1,0,24,34,1,0,1,367.54835723090434,0,0,0,0,9422036,1636129
high_success,8,4,4,8,1,1,0,32,28,1,0,0,353.32071911028163,0,0,0,0,7426289,1291086
high_success,8,4,4,9,1,1,0,38,232,4,0,0,373.15271175261796,0,0,0,0,72376179,12540482
high_success,8,4,4,10,1,1,0,15,23,1,0,1,338.3058737049273,0,0,0,0,5576678,972513
high_success,8,4,4,11,1,1,0,52,100,2,0,1,388.6938486210694,0,0,0,0,30990196,5373287
high_success,8,4,4,12,1,1,0,34,42,1,0,0,390.6551592319578,0,0,0,0,12145926,2110839
high_success,8,4,4,13,1,1,0,65,116,2,0,0,443.1066693420489,0,0,0,0,36267382,6271005
high_success,8,4,4,14,1,1,0,22,32,1,0,1,338.5979398863363,0,0,0,0,8498323,1481542
high_success,8,4,4,15,1,1,0,26,97,2,0,1,341.1274355270921,0,0,0,0,30256305,5236202
high_success,8,4,4,16,1,1,0,25,158,3,0,0,434.1311223443587,0,0,0,0,49121148,8505995
high_success,8,4,4,17,1,1,0,41,37,1,0,0,305.6760592640092,0,0,0,0,11248096,1942902
high_success,8,4,4,18,1,1,0,53,347,6,0,1,489.5157833635729,0,0,0,0,106811945,18422810
high_success,8,4,4,19,1,1,0,24,27,1,0,1,381.1940697065229,0,0,0,0,6576384,1150662
high_success,8,4,4,20,1,1,0,20,44,1,0,0,286.36505775018753,0,0,0,0,13913184,2410045
high_success,8,4,4,21,1,1,0,15,14,1,0,1,273.57854771508386,0,0,0,0,3040775,531394
high_success,8,4,4,22,1,1,0,23,25,1,0,0,308.5124129581066,0,0,0,0,6379077,1115306
high_success,8,4,4,23,1,1,0,32,38,1,0,0,348.9287107278032,0,0,0,0,11058981,1916052
high_success,8,4,4,24,1,1,0,19,29,1,0,1,311.34676067526306,0,0,0,0,8165186,1416440
high_success,8,4,4,25,1,1,0,19,27,1,0,0,233.46049367038287,0,0,0,0,7461484,1299142
high_success,8,4,4,26,1,1,0,30,27,1,0,1,287.54706712272224,0,0,0,0,7031125,1227206
high_success,8,4,4,27,1,1,0,27,19,1,0,0,282.4251143019695,0,0,0,0,4733196,825550
high_success,8,4,4,28,1,1,0,37,125,2,0,0,364.2422727144919,0,0,0,0,40702483,7026315
high_success,8,4,4,29,1,1,0,25,29,1,0,1,342.08492718851875,0,0,0,0,8049009,1399636
high_success,8,4,4,30,1,1,0,16,17,1,0,1,332.7156967748629,0,0,0,0,3753425,655695
high_success,8,4,4,31,1,1,0,9,26,1,0,1,282.4417930129109,0,0,0,0,7243362,1258666
high_success,8,4,4,32,1,1,0,25,23,1,0,1,353.87693487265017,0,0,0,0,6065842,1053352
high_success,8,4,4,33,1,1,0,15,17,1,0,1,351.2539752513059,0,0,0,0,3653830,638718
high_success,8,4,4,34,1,1,0,23,238,4,0,1,358.46332748771266,0,0,0,0,77884317,13427604
high_success,8,4,4,35,1,1,0,37,45,1,0,0,441.364641160651,0,0,0,0,13205021,2287308
high_success,8,4,4,36,1,1,0,32,44,1,0,0,385.2338679066979,0,0,0,0,12936596,2244081
high_success,8,4,4,37,0,0,0,66,1940,32,0,0,,0,0,0,0,563676476,98056567
high_success,8,4,4,38,1,1,0,47,113,2,0,1,453.7587288155826,0,0,0,0,34424300,5953969
high_success,8,4,4,39,1,1,0,21,25,1,0,1,343.76950382381267,0,0,0,0,6083930,1063112
high_success,8,4,4,40,1,1,0,13,16,1,0,1,280.6114019145944,0,0,0,0,3385899,593530
high_success,8,4,4,41,1,1,0,16,18,1,0,1,293.7052144960676,0,0,0,0,4458188,775453
high_success,8,4,4,42,1,1,0,38,47,1,0,0,328.7853623556117,0,0,0,0,14563590,2521109
high_success,8,4,4,43,1,1,0,12,29,1,0,1,327.8708032616791,0,0,0,0,7963834,1379322
high_success,8,4,4,44,1,1,0,26,32,1,0,1,415.53792045987825,0,0,0,0,8710749,1509091
high_success,8,4,4,45,1,1,0,11,21,1,0,1,260.790073795145,0,0,0,0,5482905,955518
high_success,8,4,4,46,1,1,0,40,98,2,0,1,409.1267454819821,0,0,0,0,29534491,5118431
high_success,8,4,4,47,1,1,0,25,221,4,0,0,323.72928981617,0,0,0,0,71709095,12368556
high_success,8,4,4,48,1,1,0,40,31,1,0,0,411.17963838383093,0,0,0,0,8237423,1432299
high_success,8,4,4,49,1,1,0,25,29,1,0,1,383.9185769363319,0,0,0,0,7304796,1276143
high_success,8,4,4,50,1,1,0,19,30,1,0,1,317.9132485500227,0,0,0,0,8489218,1470459
high_success,8,4,4,51,1,1,0,13,30,1,0,1,263.7509668181009,0,0,0,0,8579352,1489636
high_success,8,4,4,52,1,1,0,18,41,1,0,1,296.2232499367866,0,0,0,0,12906689,2233360
high_success,8,4,4,53,1,1,0,22,48,1,0,1,340.8877484362215,0,0,0,0,15092629,2612949
high_success,8,4,4,54,1,1,0,31,30,1,0,0,388.574463848896,0,0,0,0,8216351,1423199
high_success,8,4,4,55,1,1,0,27,36,1,0,1,391.83426521971865,0,0,0,0,10145595,1755147
high_success,8,4,4,56,1,1,0,31,29,1,0,0,330.546580202735,0,0,0,0,8078526,1396008
high_success,8,4,4,57,1,1,0,21,17,1,1,1,319.78759681830473,0,0,0,0,3588861,626478
high_success,8,4,4,58,1,1,0,24,28,1,0,1,317.1992605606455,0,0,0,0,7490547,1300183
high_success,8,4,4,59,1,1,0,21,44,1,0,1,442.29743084299844,0,0,0,0,12360697,2147821
high_success,8,4,4,60,1,1,0,25,167,3,0,0,333.2331068298309,0,0,0,0,54700170,9434380
high_success,8,4,4,61,1,1,0,32,225,4,0,1,412.5874799285486,0,0,0,0,66913684,11631173
high_success,8,4,4,62,1,1,0,24,35,1,0,1,375.23815819477284,0,0,0,0,9728730,1690556
high_success,8,4,4,63,1,1,0,32,115,2,0,1,419.37856942614746,0,0,0,0,36414877,6306354
high_success,8,4,4,64,1,1,0,13,21,1,0,1,292.47487136357347,0,0,0,0,5071356,886885
high_success,8,4,4,65,1,1,0,6,15,1,0,1,285.58125895758644,0,0,0,0,3047987,533852
high_success,8,4,4,66,1,1,0,16,33,1,0,1,306.2017227738768,0,0,0,0,9534703,1648692
high_success,8,4,4,67,1,1,0,31,35,1,0,0,430.6190126023324,0,0,0,0,9748457,1690032
high_success,8,4,4,68,1,1,0,47,24,1,0,0,285.73332162990243,0,0,0,0,6361137,1106456
high_success,8,4,4,69,1,1,0,17,36,1,0,1,371.4201925964611,0,0,0,0,10390580,1797246
high_success,8,4,4,70,1,1,0,17,40,1,0,1,307.2022832024958,0,0,0,0,11747803,2039566
high_success,8,4,4,71,1,1,0,7,24,1,0,1,228.5749587491972,0,0,0,0,6623029,1150623
high_success,8,4,4,72,1,1,0,19,22,1,0,0,370.64213244020436,0,0,0,0,4933830,860263
high_success,8,4,4,73,1,1,0,21,40,1,0,0,271.09474733407797,0,0,0,0,12028968,2088059
high_success,8,4,4,74,1,1,0,24,42,1,0,1,438.8387048398205,0,0,0,0,12526649,2168765
high_success,8,4,4,75,1,1,0,35,109,2,0,1,394.903463025766,0,0,0,0,34962159,6042535
high_success,8,4,4,76,1,1,0,25,29,1,0,1,386.6004632550951,0,0,0,0,7120893,1241700
high_success,8,4,4,77,1,1,0,24,39,1,0,0,341.35240873970747,0,0,0,0,11702917,2027488
high_success,8,4,4,78,1,1,0,22,480,8,0,0,316.72076497139153,0,0,0,0,157773615,27200856
high_success,8,4,4,79,1,1,0,24,47,1,0,1,303.32468129049903,0,0,0,0,15069873,2603393
high_success,8,4,4,80,1,1,0,32,20,1,0,0,384.1977355660755,0,0,0,0,4382302,765286
high_success,8,4,4,81,1,1,0,34,28,1,0,1,378.978317567707,0,0,0,0,7232159,1257285
high_success,8,4,4,82,1,1,0,24,35,1,0,0,314.07108307873284,0,0,0,0,10557156,1830938
high_success,8,4,4,83,1,1,0,22,22,1,0,1,404.13317694081593,0,0,0,0,4804364,841986
high_success,8,4,4,84,1,1,0,50,46,1,0,0,415.59369971343506,0,0,0,0,13481450,2335963
high_success,8,4,4,85,1,1,0,9,19,1,0,1,214.33441560825503,0,0,0,0,5038013,877812
high_success,8,4,4,86,1,1,0,29,35,1,0,1,315.43982862278983,0,0,0,0,10079107,1743518
high_success,8,4,4,87,1,1,0,14,37,1,0,0,303.125243753404,0,0,0,0,11064285,1916954
high_success,8,4,4,88,1,1,0,9,28,1,0,1,340.3919498461496,0,0,0,0,7533339,1307406
high_success,8,4,4,89,1,1,0,24,106,2,0,0,381.7657252312562,0,0,0,0,33414020,5783309
high_success,8,4,4,90,1,1,0,16,21,1,0,1,304.36271079121286,0,0,0,0,4829303,845811
high_success,8,4,4,91,1,1,0,34,231,4,0,1,508.78747840320625,0,0,0,0,67220537,11694828
high_success,8,4,4,92,1,1,0,21,41,1,0,0,322.7155043235801,0,0,0,0,12545092,2175090
high_success,8,4,4,93,1,1,0,16,21,1,0,1,330.4522182724087,0,0,0,0,5185600,900673
high_success,8,4,4,94,1,1,0,39,31,1,0,1,344.76009683693974,0,0,0,0,8093712,1408852
high_success,8,4,4,95,1,1,0,10,17,1,0,1,348.3839892393951,0,0,0,0,3721383,650316
high_success,8,4,4,96,1,1,0,29,123,2,0,0,338.8704284443923,0,0,0,0,40631624,7012080
high_success,8,4,4,97,1,1,0,29,33,1,0,0,466.1886615022887,0,0,0,0,9605782,1660607
high_success,8,4,4,98,1,1,0,12,22,1,0,1,327.33594158445766,0,0,0,0,5385337,939239
