case_id,sample_seed,shot,gamma_seed,syndrome_hash,logical_outcome_hash,classification,archive_reproduction,e1_winner,parallel_rescue,original_converged,partitioned_converged,original_syndrome_valid,partitioned_syndrome_valid,original_logical_correct,partitioned_logical_correct,original_iterations,partitioned_iterations,original_relay_legs,partitioned_relay_legs,original_final_residual,partitioned_final_residual,original_candidate_weight,partitioned_candidate_weight,candidate_weight_delta,correction_hash,partitioned_inverse_correction_hash,correction_exact,logical_action_exact,trace_exact,trace_iterations_compared,final_rng_state,accepted_gamma_count,accepted_gamma_sequence_hash,original_runtime_seconds,partitioned_runtime_seconds,first_trace_difference
20260811_006,20260811,6,3570044337078570290,c5266b88b9053f30748f4ed87ee718c2ad638b562a580cdefcadf7c7cb04ece4,ef3a33aa5ad19039260d9a324b474a44917aec91cfab9ce21311669775d49276,EXACT MATCH,True,False,False,1,1,1,1,1,1,21,21,1,1,0,0,270.52824890805505,270.52824890805505,0.0,81a5d43abc76e1b4952cb72961ca3f6cdad65de4fc4ab7b1fcf7cd3639c39b46,81a5d43abc76e1b4952cb72961ca3f6cdad65de4fc4ab7b1fcf7cd3639c39b46,True,True,True,21,3570044337078570290,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,2.2046252920117695,2.1552812499867287,null
20260811_007,20260811,7,9767009608777549681,9c2b3c7f690389be3ecd7d3ea8dc733cfed6cc4c108bf93bebc0572a11c656ca,8f85aa4402eb778f21c5df56c25b8d6be417568233936b5b10ea29ebb6063d90,EXACT MATCH,True,False,False,1,1,1,1,1,1,78,78,1,1,0,0,373.69719295653067,373.69719295653067,0.0,a52fef0b0f069380c953697b12f2c7ec6f012e6a8a680a2aab7a27c13d8c7b9b,a52fef0b0f069380c953697b12f2c7ec6f012e6a8a680a2aab7a27c13d8c7b9b,True,True,True,78,9767009608777549681,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.959870916994987,9.571365832991432,null
20260811_008,20260811,8,17725628702158157308,15915706cf7c451325ed31589f924323bf3fcd704b0270ce4c5e30496937d018,414f7e27ad1e3aea98efdc4afc26e04e23208c0b92cb1a3dafc406cc8afdf7b7,EXACT MATCH,True,True,False,1,1,1,1,1,1,110,110,2,2,0,0,272.37536162670426,272.37536162670426,0.0,74c1e38c5bcbd8709224db7ceb596c0b9134c3ee0b900f60987e8ce975d20688,74c1e38c5bcbd8709224db7ceb596c0b9134c3ee0b900f60987e8ce975d20688,True,True,True,110,18398055265228774991,67752,50ffd3da4fc560efb6c1179027444f65a56721798a6f6985f167748028cb2f2b,12.4754304579983,12.922870000009425,null
20260811_009,20260811,9,9219705117325939880,043f5a34065353ea3868aa615e85399d93a954d2916fa79451f67fe7119631cc,ccc8d02c8169fdaeaaa52f9c74dfa3e1238ac5d0e89bc35223d423517f8e2b2d,EXACT MATCH,True,False,False,1,1,1,1,1,1,74,74,1,1,0,0,281.26795917260876,281.26795917260876,0.0,0c6b317f3b6b0d3a00ac07f5ff5a985f827c64e0d017fd293ee03fba9e9bb348,0c6b317f3b6b0d3a00ac07f5ff5a985f827c64e0d017fd293ee03fba9e9bb348,True,True,True,74,9219705117325939880,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,8.18958779098466,8.21668891698937,null
20260811_010,20260811,10,6359106382760083572,89d864d2aaaf409c3b3e463a9b4dc4f366243e0766063d43a5059decf19ffc85,2b14aff0feb9688dbee136c997df54a4daad9178e473493e64a0b159c5a4b6c1,EXACT MATCH,True,False,False,1,1,1,1,1,1,32,32,1,1,0,0,278.2676039972531,278.26760399725305,-5.684341886080802e-14,ec771f8c46d1eaa10a01dd9fb1eeb35894eda9a68ed4a45416028b61eefa43df,ec771f8c46d1eaa10a01dd9fb1eeb35894eda9a68ed4a45416028b61eefa43df,True,True,True,32,6359106382760083572,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.2393567920080386,3.2646935829834547,null
20260811_011,20260811,11,10028367006213907988,75ad5fd65e339c6ff0ae738d0918db6068140601a7b17b0fa817a202a7b42538,a93ed9ef94d313cc2c0f5f7f08c764817d6a3bd823596fe661321b089c2417e7,EXACT MATCH,True,False,False,1,1,1,1,1,1,73,73,1,1,0,0,334.53197140417876,334.5319714041787,-5.684341886080802e-14,03e71d9c15fa41852f5d0bf7cbe87ee9ee69024d615f3d91b760e6d7bacf14db,03e71d9c15fa41852f5d0bf7cbe87ee9ee69024d615f3d91b760e6d7bacf14db,True,True,True,73,10028367006213907988,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,8.079383083007997,8.32872958300868,null
20260811_012,20260811,12,3513819750972264668,123279b8b5d5e2afe2266f4b66343e9254a3e2dfa6202716daea812be8645015,44770848dc96f922549852191f498879ee80e5f988143d5e4f3c63e8b90f4899,EXACT MATCH,True,True,False,1,1,1,1,1,1,109,109,2,2,0,0,287.4140289513786,287.4140289513786,0.0,f979b9bbbaee6e45e6390c02d576350a2533418f7a30703b0971cc926862c1ac,f979b9bbbaee6e45e6390c02d576350a2533418f7a30703b0971cc926862c1ac,True,True,True,109,14225196461361334431,67752,1827648f5b60e8e3aac7df7a2b83ebf78731087c6ab051d6261c5d24a6751c17,11.89684270901489,13.621623583982,null
20260811_013,20260811,13,9886313847674239343,2bd5bf5cfe88ff6a5bdaa535639fcec3c255a65910a889caf022f5a3c73f0fe3,38050104e08f814440ef5f296079ecf42a5e6a28edb69b2bda6282eccbd13a59,EXACT MATCH,True,False,False,1,1,1,1,1,1,576,576,10,10,0,0,443.49418026398087,443.494180263981,1.1368683772161603e-13,ea3f9a7f0185a1fd5d4ffc8b0cc09d659919a72c44c6a547f1aa6ad55fa77cf8,ea3f9a7f0185a1fd5d4ffc8b0cc09d659919a72c44c6a547f1aa6ad55fa77cf8,True,True,True,576,8048816787397528997,609768,da5dd39457042f4a5772363bad96de47049800833727e2985ca71639dc2d25ac,62.755228082998656,63.10549225000432,null
20260811_014,20260811,14,5999051506218194596,0b07ca7597a1e3befa5068bbb3ab7491ac71879cdf7e648b0251c70203fb7c2b,de3f615d6db2b0785f82eded6c1f2fe087145e2c3a2296aceddb3a7ea70247d7,EXACT MATCH,True,False,False,1,1,1,1,1,1,36,36,1,1,0,0,309.29812843956813,309.29812843956813,0.0,aae339ed1041de1c2f8365d2614f29653b87d72446cd2182f7282ae07278ed73,aae339ed1041de1c2f8365d2614f29653b87d72446cd2182f7282ae07278ed73,True,True,True,36,5999051506218194596,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.7076315419981256,3.7872420840139966,null
20260811_015,20260811,15,7572865775504799845,91606617eace009644af6436e5825bba58c882af613bfb2faa2dbfe6542fb5bf,c11283978b742210b5bac55c6813232b71ec2f4d666ec74c4d3e9023cc84b3d7,EXACT MATCH,True,True,False,1,1,1,1,1,1,437,437,7,7,0,0,395.926327419986,395.926327419986,0.0,6b028c38deacd163c1058b86971f6e9cac7e86ac5ff03ff75de1b9199bce73a8,6b028c38deacd163c1058b86971f6e9cac7e86ac5ff03ff75de1b9199bce73a8,True,True,True,437,10143937812114326726,406512,36228d842a697503a74d7353897e7f3d38c125ba76fa8e3ba939f6f88f5efdfb,47.121990292012924,47.00520458302344,null
20260811_016,20260811,16,14538820038851895363,a7283f53b3ec917b83fef9790846e63645932745e868d8d3e6fd5e80e934d57a,ff94c1326e8a86030608434139702192bcb91b515b8909f7be7a0317a72e1ca0,EXACT MATCH,True,False,False,1,1,1,1,1,1,306,306,5,5,0,0,365.87125093953534,365.87125093953534,0.0,e3e2feb71738e8e7b57376f4aca68741fd87b097a9602aea96c8ccbb5a1e37e6,e3e2feb71738e8e7b57376f4aca68741fd87b097a9602aea96c8ccbb5a1e37e6,True,True,True,306,10205109390542670440,271008,d84c4e0767b83296890c15c396f7b3a25068bbf953780f6119f4d5e2180cf860,32.54978429200128,32.68874437498744,null
20260811_017,20260811,17,623368144879257907,ee263bd5f9d676ae8ac8e590b8d0ef667faf6aae6403b59afcd12e2a2c2eb2b2,ed6acec445a90ea20ab22cba018e3b88a56d437ff574f0158ac1d18fa6385033,EXACT MATCH,True,False,False,1,1,1,1,1,1,66,66,1,1,0,0,310.8063991347773,310.8063991347773,0.0,503ff77383c4bff67af623e1018b2c5d00d6fcc448b0fd1659e874da98334404,503ff77383c4bff67af623e1018b2c5d00d6fcc448b0fd1659e874da98334404,True,True,True,66,623368144879257907,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,6.86490945800324,6.871859000006225,null
20260811_018,20260811,18,14873171612103806225,5c2d602e44af77b4764f71720536cb1d315029b42cdbeaf0eceb275d6ae13517,98dd2b77f42c0649fc5ed24b1bb4f5302a8904a1157db281a6752e7b4a3f1280,EXACT MATCH,True,True,False,1,1,1,1,1,1,108,108,2,2,0,0,359.8726461691389,359.8726461691389,0.0,9353e264a2a6680fa8493ca4ba62166a935f3f7424fc9d2411dc66cb66eaec42,9353e264a2a6680fa8493ca4ba62166a935f3f7424fc9d2411dc66cb66eaec42,True,True,True,108,14223152157389279640,67752,076f1a3c5ab14b0d2d95fc4b672497acd8d0d23a9e1a23131a86e4fd158f345c,11.009264291991713,11.103763207996963,null
20260811_019,20260811,19,16736873120485300393,ef93ee3332dd5ef476f251c9ef893fe1c0af03aeb4c9da628dafb1ec9307bd1c,ee8c8119647b36b01af9d3c8a3613392cf7f5cf951712e5ddc9fc1e758799e40,EXACT MATCH,True,False,False,1,1,1,1,1,1,23,23,1,1,0,0,316.6001322510972,316.6001322510972,0.0,602305d973a72a0a953432a013af21a4a2ea7c1325224afebd1d01282b82f335,602305d973a72a0a953432a013af21a4a2ea7c1325224afebd1d01282b82f335,True,True,True,23,16736873120485300393,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,2.3647056249901652,2.3804492500203196,null
20260811_020,20260811,20,2670367458670504084,15ce8ec5e97c9c3bc9095072ab57c4d6b0320a671429c95e9971bc34b17aaa3f,34c5a50ee913fa62dfc356c2e5c89b770c3cb04ad5397f38ea576a4053eb50a6,EXACT MATCH,True,False,False,1,1,1,1,1,1,167,167,3,3,0,0,367.83332763682563,367.83332763682563,0.0,32e63a6dfbf5a517cedf69e18f0fee9aa4d6affa91338809b18d5e9c50f7173b,32e63a6dfbf5a517cedf69e18f0fee9aa4d6affa91338809b18d5e9c50f7173b,True,True,True,167,7209837428072408557,135504,5331c1d563e53385f4759cd1065d9eaf56de1f42c53bab522199d324b16c5c79,16.82866916700732,17.922569082991686,null
20260811_021,20260811,21,3241010762403818525,65f1c0fb36055fede2a082cb7e093b57106cb2f1cb672439c20224a36a4dfcff,8c13db4cd1e6a764a785ae06190386bdb8fbe3a8c7da22c1eff1feec6151250c,EXACT MATCH,True,True,False,1,1,1,1,1,1,119,119,2,2,0,0,364.3423232563969,364.342323256397,5.684341886080802e-14,51b8f72f077adaa4b50190294bb6c17231e9cb0a4515c394ec2a834db22ac6d4,51b8f72f077adaa4b50190294bb6c17231e9cb0a4515c394ec2a834db22ac6d4,True,True,True,119,12436607354119045487,67752,17c21d04fa0c7d0db4011bd3f24a2116d51ffe4d376cc4c624e48a0c6a5b0037,12.070003583008656,13.734595916001126,null
20260811_022,20260811,22,3694716263334677177,2209e4835342cde3c2824b7c17a684a4e54e6d157a724d4d97f0b503d47fb45e,c9af79e3adbca032f900fc97ec56a8751efc38465145eaa97cfcf1fc8ca0b615,EXACT MATCH,True,False,False,1,1,1,1,1,1,64,64,1,1,0,0,335.4195204053038,335.41952040530384,5.684341886080802e-14,24d5af6eb4c71f173d099c75be808995a5f6778aa95c5e561bc0b671fd4c58ef,24d5af6eb4c71f173d099c75be808995a5f6778aa95c5e561bc0b671fd4c58ef,True,True,True,64,3694716263334677177,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,6.439965958008543,8.03049525001552,null
20260811_023,20260811,23,12500915002308756678,6ddbd7ea6e2889eca7e70f6ec41cf9e23efab438d4815cc99bc86f9351aefb8e,b836adce82a6ed5aafe3c5d9328ad28ad1ea3260f9548d48dafd101bc0f56a63,EXACT MATCH,True,True,False,1,1,1,1,1,1,184,184,3,3,0,0,410.5925447847293,410.5925447847293,0.0,97b44ef02dbe084c36abd620bec20f0f4e9a54f11a31d582d4f6fd097fbc24ba,97b44ef02dbe084c36abd620bec20f0f4e9a54f11a31d582d4f6fd097fbc24ba,True,True,True,184,17728764642329863605,135504,896e75bd5787878ee02381bb6c0493238423eef35e98bf6f41ad787b49ec8a68,21.705581416987116,18.88603333401261,null
20260811_024,20260811,24,10005775456448158414,70d9d1dd86576b8a975c6642aec0b498cf34782de1ec4f2adba949b745e6875b,e6a7825eb3ccf60599f4e6aed6134120c884b1214722243788baf435b39ad28e,EXACT MATCH,True,False,False,1,1,1,1,1,1,73,73,1,1,0,0,291.222054809026,291.222054809026,0.0,ef8321359ca543725d24130f82496800eb6965d3df4afb3aeff0d1dc82174896,ef8321359ca543725d24130f82496800eb6965d3df4afb3aeff0d1dc82174896,True,True,True,73,10005775456448158414,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,8.170461416011676,8.386880667007063,null
20260811_025,20260811,25,10773553486900403650,72b52882cd41d9c4027a027306cd70b2fd08f66d3ab22e5482cfa52fd61aac47,6bf8ef03ae988e82c213831c5c8d808d48b6d9261ac0808de4a69ae4cc0e98b1,EXACT MATCH,True,True,False,1,1,1,1,1,1,320,320,5,5,0,0,404.797502354038,404.79750235403804,5.684341886080802e-14,fb8f5b183f80ac2df84d38b4de8ddbae0348235fb2f56831078609f3366b352c,fb8f5b183f80ac2df84d38b4de8ddbae0348235fb2f56831078609f3366b352c,True,True,True,320,3685955995784858836,271008,a8003f6ee951c30359066572773e38027f0176a545b34414704aa76182ebbf1c,33.77579625000362,36.24866316697444,null
20260811_026,20260811,26,10362486612339602757,e71cf651e4ebaf402ff2aa451cc52a4ea660ec0bac7b0ceafd1a3fd7809d1177,34f1deca88628c74727ddaba05d0ca7caaa4a397d18980fe675de672557a41ca,EXACT MATCH,True,True,True,1,1,1,1,1,1,1241,1241,21,21,0,0,294.832026831003,294.83202683100296,-5.684341886080802e-14,a12a2535784f18683bb037f972fa9753af6858ad909b1cbb6d3ffe44b321d483,a12a2535784f18683bb037f972fa9753af6858ad909b1cbb6d3ffe44b321d483,True,True,True,1241,7695860152668751418,1355040,01339eff58e8fd9cc989519eaafcc23768615987f8127ed9a7851a8dfbbf9b39,137.0178840419976,135.76720395800658,null
20260811_027,20260811,27,16669487498354507090,82caec2a839c79750c2740d11b8cbcdfd5c1afa65c33fe52a65fe99653541785,a11984c8f1cacdd2393769eeba7f1aba622f04f6702787174dba10126bb9f085,EXACT MATCH,True,True,False,1,1,1,1,1,1,226,226,4,4,0,0,351.7910304622333,351.7910304622333,0.0,423bb51cc86238ce5774868bb77e92a1054a215086315f30675f38afcbe74ab7,423bb51cc86238ce5774868bb77e92a1054a215086315f30675f38afcbe74ab7,True,True,True,226,13301442289204464914,203256,fc0e377fb2eeef57519d9e31bfa0f2a7eb43f43f168023ec28c04d87d320cdcb,23.586659874999896,23.830925124988426,null
20260811_028,20260811,28,15355693094233425345,f085cf40fcbb3d1e10af99cb7445ed802b054a58dee20f34a35dad014e80f91b,47a2664a0b6f897df60db9777188591ef244e324cb2a11120af4d3ec1d22b320,EXACT MATCH,True,True,False,1,1,1,1,1,1,109,109,2,2,0,0,340.17385358258394,340.17385358258394,0.0,a5eb52fc424a56260bf1aed4c5aeef5418dc3cba62c834ff9dba9fa6282fd634,a5eb52fc424a56260bf1aed4c5aeef5418dc3cba62c834ff9dba9fa6282fd634,True,True,True,109,16165619999308530830,67752,7edebe3dcdbd0379e2a575552dde4aa77c9698fd911329de64dfd960775a242b,11.0540149580047,11.064613667025696,null
20260811_029,20260811,29,7711765226845807627,bb605ed0e8ecb0cc8771d8dd616cc1334d4771011ed984978cf124b971c0e184,9222cfab9895d438e70ac06acd41b6a3326e743f622548c14b0068d3d8ac7652,EXACT MATCH,True,False,False,1,1,1,1,1,1,34,34,1,1,0,0,226.6341805350745,226.63418053507448,-2.842170943040401e-14,1591bd2b6104a9bd448f68f1959a081545e2ac9680e49040baa44155e797cfd6,1591bd2b6104a9bd448f68f1959a081545e2ac9680e49040baa44155e797cfd6,True,True,True,34,7711765226845807627,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.242689208011143,3.5724195420043543,null
20260811_030,20260811,30,7477609605769523509,a4ad416ecd3413d3d69e4f00c672d159b0db63a93333ee252f1bf4a37bab7b7b,5fbacfbf778c499a06f596919cfde77075217caa403e17873ebad817a33c4bd9,EXACT MATCH,True,False,False,1,1,1,1,1,1,31,31,1,1,0,0,332.15061678648215,332.15061678648215,0.0,7bcce32a9e6425e61b0595c72b60b38277cf19cb9cab734a06d323d38eca4f03,7bcce32a9e6425e61b0595c72b60b38277cf19cb9cab734a06d323d38eca4f03,True,True,True,31,7477609605769523509,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,3.0891622909985017,3.9262561250070576,null
20260811_031,20260811,31,2430803132911302862,aef1854a94e7f937f1b2899e4dc47e79f96cda4a7c105842a87b51e8d234a510,08f215aa0a19a792ab15b88c600fb372532b917f55efbc1bfc7489ae5c78e07d,EXACT MATCH,True,False,False,1,1,1,1,1,1,57,57,1,1,0,0,394.7011525225419,394.701152522542,5.684341886080802e-14,fb1fa7150d3aacb1c9bb8850f6b977c6af98f8563a1cd990645e39d70f44613e,fb1fa7150d3aacb1c9bb8850f6b977c6af98f8563a1cd990645e39d70f44613e,True,True,True,57,2430803132911302862,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,7.35571891698055,5.825131916004466,null
20260812_000,20260812,0,18058913602537909290,83059e319d2addefab75a6c0c42c5938d10c8bbe31604f81af2ff0929f046d40,c029ef44151f13cbff6ed101074e54fb5245bc36da8bcafd670bf2d3846bdf1d,EXACT MATCH,True,False,False,1,1,1,1,1,1,63,63,1,1,0,0,462.3679500667775,462.3679500667775,0.0,6a79e1d228a102263e9c923a5ad0bfb3d718d0d078bd9c158fb5caa27ed9ad17,6a79e1d228a102263e9c923a5ad0bfb3d718d0d078bd9c158fb5caa27ed9ad17,True,True,True,63,18058913602537909290,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,6.751167750015156,8.078345667017857,null
20260812_001,20260812,1,15019809085042367164,cf2904daf47e56edcdf41cb5d1c7e1d0d68744b0e372e442498d0b7f56b7b671,1ae2bcbc6c0f178c5b7465f7df5efc2c2d40f855288ca1bb26c9da3852f7929c,EXACT MATCH,True,False,False,1,1,1,1,1,1,56,56,1,1,0,0,300.0744781913189,300.0744781913189,0.0,703897a94a162fb2a789f5f74ce3dea0bd0b91a1e833442206155ca8bfc40213,703897a94a162fb2a789f5f74ce3dea0bd0b91a1e833442206155ca8bfc40213,True,True,True,56,15019809085042367164,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.724813792010536,6.4556508749956265,null
20260812_002,20260812,2,6191383519907286455,ab11360de5d13b30ced21f555b5ac8f7ae33ddb16feefcd9ccd9a0cd4b4dd89b,a93ed9ef94d313cc2c0f5f7f08c764817d6a3bd823596fe661321b089c2417e7,EXACT MATCH,True,False,False,1,1,1,1,1,1,163,163,3,3,0,0,249.8088859149517,249.8088859149517,0.0,b5022ba0da13de93461964992c07abe107649746c873f1afbdd8f3355290c69c,b5022ba0da13de93461964992c07abe107649746c873f1afbdd8f3355290c69c,True,True,True,163,15556554650179094710,135504,b2df5f90ef1988c2a5a028a428e3953ef3f4ee9ff45801450a0cfd2146f9a49f,18.796180875011487,17.871214124985272,null
20260812_003,20260812,3,5101425440545353583,1edbb86cd7c487f39a7f7c9f1b87d7f97263950501eba0de3cae899823ee0665,b0c4864b552dc25ee904c5aecc4571ad9f1be0d59cdbf9f2c80450612457cf2a,EXACT MATCH,True,False,False,1,1,1,1,1,1,281,281,5,5,0,0,354.4099741070509,354.40997410705097,5.684341886080802e-14,22ee7fb5e63b74f95e0bd3b7bdfd1927c8a9d77494da33cdd3ed527c01cf3015,22ee7fb5e63b74f95e0bd3b7bdfd1927c8a9d77494da33cdd3ed527c01cf3015,True,True,True,281,10120060129200313489,271008,df4409061ad1923b09f996b838b9329597bad49c55b0fb55c67c30e0a0e24883,30.563268541998696,30.666471125005046,null
20260812_004,20260812,4,5304703273515628451,6ff99221df9055a0305ba285b3413248bb1c96e5006bd0fff968b8f90cb0ec26,95d5261385a198b3eb8ca5ce5f30e6c599ba3dbfd6d8db74b394298fb1faf5fd,EXACT MATCH,True,False,False,1,1,1,1,1,1,64,64,1,1,0,0,269.7750159285819,269.7750159285819,0.0,757a54d8224a57f6a990c64830100bdf873439de3797206e0cbaa72a07e04d6c,757a54d8224a57f6a990c64830100bdf873439de3797206e0cbaa72a07e04d6c,True,True,True,64,5304703273515628451,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,6.504247792006936,6.614747624989832,null
20260812_005,20260812,5,17141099179094714035,531144fbda35077b3c630d5db06e992dce4585bb0765ea7a98e0d0feb1eef710,4aa45e34ef05ae35241e9bd135671faf55111f6ba57f3fc763e8a0633c423ed0,EXACT MATCH,True,False,False,1,1,1,1,1,1,27,27,1,1,0,0,281.5412901945348,281.5412901945348,0.0,a8a8b050e829a5fe8a77d3182e08a6436e8dda860836cbc5531c5b32a5b740dd,a8a8b050e829a5fe8a77d3182e08a6436e8dda860836cbc5531c5b32a5b740dd,True,True,True,27,17141099179094714035,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,2.794511625019368,2.8476949999749195,null
20260812_006,20260812,6,17783348963776652427,32c673e5ea71d9d52ac2fc40ae6e44c5218512f1b2dc9a5c7d1461cc4dc732c3,38ac7bda3d1c2bebaee514c7bf472ec10c12ee6bd464d5e75ea8b09ff9425fcb,EXACT MATCH,True,False,False,1,1,1,1,1,1,219,219,4,4,0,0,333.7518329130305,333.75183291303057,5.684341886080802e-14,7a3bd44e4fd61209b38562e4b944f3f220140e87c04fc5bf0c13c93986367408,7a3bd44e4fd61209b38562e4b944f3f220140e87c04fc5bf0c13c93986367408,True,True,True,219,13194121869459445845,203256,8df72fe5e9a36046619ed32ab3b68d9859eeafb1c1340558a2836e9ee6fba1a6,23.322115499991924,23.821983750007348,null
20260812_007,20260812,7,15270686948862531208,53fa68004ece09426c5ec043515cace413cb0aa63b3bb7a0d4c1073c0afc1c3f,6439411b74e32bb6b6cbb978faa49e2d7e634a18968a8cd19a92f73280c583dc,EXACT MATCH,True,True,False,1,1,1,1,1,1,112,112,2,2,0,0,399.7960704255366,399.7960704255366,0.0,ac31e9669d3eff3604117f25561562ae88d3b5d7f288b9802300697123d736b8,ac31e9669d3eff3604117f25561562ae88d3b5d7f288b9802300697123d736b8,True,True,True,112,14220336374883403823,67752,e1a3854d100500f4f3dbc40bc61f97215822e08049b2350a8d28c8b1c4b0b576,11.528818374994444,11.472105959022883,null
20260812_008,20260812,8,770383573333756264,b937f2d07c26b31a9c7923b99c72581d06067713baab2d3413dc0265d0732619,afc950804dbf5b7a744f9f7037765508df0d3fcd77034334b1114e4365ac3e95,EXACT MATCH,True,False,False,1,1,1,1,1,1,79,79,1,1,0,0,265.802528683075,265.802528683075,0.0,cda6256b4b0036ba5f1f081b94a4bff8983295ac94ed2ba4af56705b9a87aaf9,cda6256b4b0036ba5f1f081b94a4bff8983295ac94ed2ba4af56705b9a87aaf9,True,True,True,79,770383573333756264,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,8.811469542008126,9.744710291008232,null
20260812_009,20260812,9,5624775205445137324,4ec5923733a21518b5628af0818017f0fc91e1f7bb7a65f5433269ba624d40a7,34f1deca88628c74727ddaba05d0ca7caaa4a397d18980fe675de672557a41ca,EXACT MATCH,True,False,False,1,1,1,1,1,1,58,58,1,1,0,0,297.4822755189275,297.4822755189275,0.0,e622ed739ff844f92a0cc9c3227bb74a2a3e026e70aafa73496e92efcfb8b909,e622ed739ff844f92a0cc9c3227bb74a2a3e026e70aafa73496e92efcfb8b909,True,True,True,58,5624775205445137324,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,5.902498708019266,6.658583249984076,null
20260812_010,20260812,10,2077220433308409023,0a56d2d526e3952fc560dfea47768ba8d0f8e957a6944f436716e6ff4471698e,9aa22a2a77c1ac020c6e3912e01e08143d469cd15359ab5151c53aa52f6dc7e0,EXACT MATCH,True,False,False,1,1,1,1,1,1,36,36,1,1,0,0,432.9327645503496,432.93276455034953,-5.684341886080802e-14,725a0e0747356112e30b847916f78df3df050a77809904e306e77b8317b512d0,725a0e0747356112e30b847916f78df3df050a77809904e306e77b8317b512d0,True,True,True,36,2077220433308409023,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,4.296455167001113,4.72136708299513,null
20260812_011,20260812,11,2208528821829052227,3fbdeff3cf382272134efd028c69da3bc8a22ea8a3f74772f68e013ef523e8b3,ffbb606229868908952e5d38f41c62b6f984b207e9c1418e4f239ecb11c5576e,EXACT MATCH,True,False,False,1,1,1,1,1,1,48,48,1,1,0,0,308.69037060448784,308.69037060448784,0.0,a4f462e657d652055b83ff6104c4280c4da1e41b37ed1c444f7ac07c1c36bf2d,a4f462e657d652055b83ff6104c4280c4da1e41b37ed1c444f7ac07c1c36bf2d,True,True,True,48,2208528821829052227,0,b1f44c4a0fb9a1844cb3161bbf64eb5ea67b5bf8c5a5ea4f2bab88b4dd19d4e2,6.414728000003379,4.9339271250064485,null
20260812_012,20260812,12,4420789242130913051,a1f4651562f7825b871faee63901c2e4c18aeda1366b3f3db40b220216c83818,68bb6628e9e186a77662c8a0fc0eca4672409a0f06223750c2237648d804f47c,EXACT MATCH,True,False,False,1,1,1,1,1,1,347,347,6,6,0,0,407.419166645994,407.4191666459939,-5.684341886080802e-14,1e52ed1a1448052f8e9a8f6d0042541903489e7821d1735b35d261922614b983,1e52ed1a1448052f8e9a8f6d0042541903489e7821d1735b35d261922614b983,True,True,True,347,11617555900449091090,338760,9ea1c587e1bf501800c6079d645d28091ad6242ff9202c1770aded8976f77625,37.63984345798963,35.435147625015816,null
20260812_013,20260812,13,14424810066974182993,2b031b903af71146854196746f8d7cf96e6e3c2dbb6cefc3919658c9f8d349d7,6fa7aff3db2ae0b94355d8a5501b3783f29d3baf4ab6dc554e40308604439115,EXACT MATCH,True,True,False,1,1,1,1,1,1,102,102,2,2,0,0,319.10816339080196,319.108163390802,5.684341886080802e-14,db735b328dd4b68766a135e38c820b2da8190d33532f1f672b03b0fc2335675a,db735b328dd4b68766a135e38c820b2da8190d33532f1f672b03b0fc2335675a,True,True,True,102,1509552719589232193,67752,d2feb4b3dc1004455c65c1e635165e4c5c2dd7fa4ac7cef03c371760b6c8b80f,11.103110291005578,10.584583249990828,null
