policy,winner,first_success_cycles,first_success_quanta,global_failure,e0_work_before_first,e1_work_before_first,e0_flagged_work_before_first,e1_flagged_work_before_first,total_full_service_quanta,e0_total_work,e1_total_work,e0_flagged_work,e1_flagged_work,e0_ever_flagged,e1_ever_flagged,max_e0_service_gap,max_e1_service_gap,total_requested_accesses,total_issued_groups,total_retry_subsets,mean_active_lanes,lane_utilization,sample_seed,shot,winner_logical_correct,winner_syndrome_valid,winner_correction_hash,changed_winner,lost_success,logical_regression,invalid,cycles_delta_vs_round_robin,cycles_percent_vs_round_robin,classification
P0_round_robin,0,869012635.0,269,0,135,134,0,0,441,135,306,0,0,0,0,1,1,977182488.0,379184368.0,13059184.0,2.577064273915427,0.6442660684788567,20260811,16,1,1,79c0ab746215d701b027894a173fa865e7a0dcea31ffff49503702d1f943bbcf,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,869012635.0,269,0,135,134,0,0,441,135,306,0,0,0,0,1,1,977182488.0,379184368.0,13059184.0,2.577064273915427,0.6442660684788567,20260811,16,1,1,79c0ab746215d701b027894a173fa865e7a0dcea31ffff49503702d1f943bbcf,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,869012635.0,269,0,135,134,0,0,441,135,306,0,0,0,0,1,1,977182488.0,379184368.0,13059184.0,2.577064273915427,0.6442660684788567,20260811,16,1,1,79c0ab746215d701b027894a173fa865e7a0dcea31ffff49503702d1f943bbcf,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,423255095.0,131,0,66,65,0,0,132,66,66,0,0,0,0,1,1,475938072.0,184678800.0,6364644.0,2.5771126518041054,0.6442781629510264,20260811,17,1,1,503ff77383c4bff67af623e1018b2c5d00d6fcc448b0fd1659e874da98334404,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,423255095.0,131,0,66,65,0,0,132,66,66,0,0,0,0,1,1,475938072.0,184678800.0,6364644.0,2.5771126518041054,0.6442781629510264,20260811,17,1,1,503ff77383c4bff67af623e1018b2c5d00d6fcc448b0fd1659e874da98334404,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,423255095.0,131,0,66,65,0,0,132,66,66,0,0,0,0,1,1,475938072.0,184678800.0,6364644.0,2.5771126518041054,0.6442781629510264,20260811,17,1,1,503ff77383c4bff67af623e1018b2c5d00d6fcc448b0fd1659e874da98334404,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,698636980.0,216,0,108,108,0,0,362,254,108,54,0,1,0,1,1,785577312.0,304781696.0,10561400.0,2.577508171619335,0.6443770429048338,20260811,18,1,1,9353e264a2a6680fa8493ca4ba62166a935f3f7424fc9d2411dc66cb66eaec42,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,698636980.0,216,0,108,108,0,0,362,254,108,54,0,1,0,1,1,785577312.0,304781696.0,10561400.0,2.577508171619335,0.6443770429048338,20260811,18,1,1,9353e264a2a6680fa8493ca4ba62166a935f3f7424fc9d2411dc66cb66eaec42,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,698636980.0,216,0,108,108,0,0,362,254,108,54,0,1,0,1,1,785577312.0,304781696.0,10561400.0,2.577508171619335,0.6443770429048338,20260811,18,1,1,9353e264a2a6680fa8493ca4ba62166a935f3f7424fc9d2411dc66cb66eaec42,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,146796485.0,45,0,23,22,0,0,46,23,23,0,0,0,0,1,1,165031560.0,63949936.0,2311636.0,2.5806368281588274,0.6451592070397069,20260811,19,1,1,602305d973a72a0a953432a013af21a4a2ea7c1325224afebd1d01282b82f335,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,146796485.0,45,0,23,22,0,0,46,23,23,0,0,0,0,1,1,165031560.0,63949936.0,2311636.0,2.5806368281588274,0.6451592070397069,20260811,19,1,1,602305d973a72a0a953432a013af21a4a2ea7c1325224afebd1d01282b82f335,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,146796485.0,45,0,23,22,0,0,46,23,23,0,0,0,0,1,1,165031560.0,63949936.0,2311636.0,2.5806368281588274,0.6451592070397069,20260811,19,1,1,602305d973a72a0a953432a013af21a4a2ea7c1325224afebd1d01282b82f335,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,849724825.0,263,0,132,131,0,0,299,132,167,0,0,0,0,1,1,955491336.0,370761424.0,12776416.0,2.5771055836704306,0.6442763959176077,20260811,20,1,1,bd8ad1f20c8362f3660cec5ad3c576816170f849d3c15f6f03e900ee30eca527,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,849724825.0,263,0,132,131,0,0,299,132,167,0,0,0,0,1,1,955491336.0,370761424.0,12776416.0,2.5771055836704306,0.6442763959176077,20260811,20,1,1,bd8ad1f20c8362f3660cec5ad3c576816170f849d3c15f6f03e900ee30eca527,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,849724825.0,263,0,132,131,0,0,299,132,167,0,0,0,0,1,1,955491336.0,370761424.0,12776416.0,2.5771055836704306,0.6442763959176077,20260811,20,1,1,bd8ad1f20c8362f3660cec5ad3c576816170f849d3c15f6f03e900ee30eca527,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,769358950.0,238,0,119,119,0,0,302,183,119,0,0,0,0,1,1,865111536.0,335665824.0,11598216.0,2.5773000232516967,0.6443250058129242,20260811,21,1,1,51b8f72f077adaa4b50190294bb6c17231e9cb0a4515c394ec2a834db22ac6d4,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,769358950.0,238,0,119,119,0,0,302,183,119,0,0,0,0,1,1,865111536.0,335665824.0,11598216.0,2.5773000232516967,0.6443250058129242,20260811,21,1,1,51b8f72f077adaa4b50190294bb6c17231e9cb0a4515c394ec2a834db22ac6d4,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,769358950.0,238,0,119,119,0,0,302,183,119,0,0,0,0,1,1,865111536.0,335665824.0,11598216.0,2.5773000232516967,0.6443250058129242,20260811,21,1,1,51b8f72f077adaa4b50190294bb6c17231e9cb0a4515c394ec2a834db22ac6d4,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,410396555.0,127,0,64,63,0,0,128,64,64,0,0,0,0,1,1,461477304.0,179063504.0,6176132.0,2.577171191735419,0.6442927979338547,20260811,22,1,1,24d5af6eb4c71f173d099c75be808995a5f6778aa95c5e561bc0b671fd4c58ef,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,410396555.0,127,0,64,63,0,0,128,64,64,0,0,0,0,1,1,461477304.0,179063504.0,6176132.0,2.577171191735419,0.6442927979338547,20260811,22,1,1,24d5af6eb4c71f173d099c75be808995a5f6778aa95c5e561bc0b671fd4c58ef,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,410396555.0,127,0,64,63,0,0,128,64,64,0,0,0,0,1,1,461477304.0,179063504.0,6176132.0,2.577171191735419,0.6442927979338547,20260811,22,1,1,24d5af6eb4c71f173d099c75be808995a5f6778aa95c5e561bc0b671fd4c58ef,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,1189399410.0,368,0,184,184,0,0,379,195,184,0,0,0,0,1,1,1337434416.0,518940800.0,17915732.0,2.5772388989264288,0.6443097247316072,20260811,23,1,1,97b44ef02dbe084c36abd620bec20f0f4e9a54f11a31d582d4f6fd097fbc24ba,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,1189399410.0,368,0,184,184,0,0,379,195,184,0,0,0,0,1,1,1337434416.0,518940800.0,17915732.0,2.5772388989264288,0.6443097247316072,20260811,23,1,1,97b44ef02dbe084c36abd620bec20f0f4e9a54f11a31d582d4f6fd097fbc24ba,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,1189399410.0,368,0,184,184,0,0,379,195,184,0,0,0,0,1,1,1337434416.0,518940800.0,17915732.0,2.5772388989264288,0.6443097247316072,20260811,23,1,1,97b44ef02dbe084c36abd620bec20f0f4e9a54f11a31d582d4f6fd097fbc24ba,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,468259985.0,145,0,73,72,0,0,146,73,73,0,0,0,0,1,1,526550760.0,204332336.0,7024436.0,2.576933099810497,0.6442332749526243,20260811,24,1,1,ef8321359ca543725d24130f82496800eb6965d3df4afb3aeff0d1dc82174896,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,468259985.0,145,0,73,72,0,0,146,73,73,0,0,0,0,1,1,526550760.0,204332336.0,7024436.0,2.576933099810497,0.6442332749526243,20260811,24,1,1,ef8321359ca543725d24130f82496800eb6965d3df4afb3aeff0d1dc82174896,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,468259985.0,145,0,73,72,0,0,146,73,73,0,0,0,0,1,1,526550760.0,204332336.0,7024436.0,2.576933099810497,0.6442332749526243,20260811,24,1,1,ef8321359ca543725d24130f82496800eb6965d3df4afb3aeff0d1dc82174896,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,2068055950.0,640,0,320,320,0,59,691,371,320,0,59,0,1,1,1,2325462480.0,902336640.0,31116300.0,2.577156215223622,0.6442890538059055,20260811,25,1,1,fb8f5b183f80ac2df84d38b4de8ddbae0348235fb2f56831078609f3366b352c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,2216998115.0,686,0,371,315,0,55,691,371,320,0,59,0,1,1,2,2492935272.0,967301472.0,33379626.0,2.577206118425094,0.6443015296062735,20260811,25,1,1,cc22e709bdd945a3447d89cb83f9b89f1bc4e917d0771c438a98da27c2c16e94,1,0,0,0,148942165.0,7.202037498066716,B_same_success_winner_changed
P2_stagnation_1to3,0,2159134685.0,668,0,371,297,0,37,691,371,320,0,59,0,1,1,3,2427861816.0,942032640.0,32531322.0,2.5772586988068693,0.6443146747017173,20260811,25,1,1,cc22e709bdd945a3447d89cb83f9b89f1bc4e917d0771c438a98da27c2c16e94,1,0,0,0,91078735.0,4.404074996133445,B_same_success_winner_changed
P0_round_robin,1,8023620180.0,2482,0,1241,1241,921,921,3181,1940,1241,1620,921,1,1,1,1,9022212864.0,3500626144.0,120980092.0,2.5773140269388333,0.6443285067347083,20260811,26,1,1,a12a2535784f18683bb037f972fa9753af6858ad909b1cbb6d3ffe44b321d483,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,8023620180.0,2482,0,1241,1241,921,921,3181,1940,1241,1620,921,1,1,1,1,9022212864.0,3500626144.0,120980092.0,2.5773140269388333,0.6443285067347083,20260811,26,1,1,a12a2535784f18683bb037f972fa9753af6858ad909b1cbb6d3ffe44b321d483,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,8023620180.0,2482,0,1241,1241,921,921,3181,1940,1241,1620,921,1,1,1,1,9022212864.0,3500626144.0,120980092.0,2.5773140269388333,0.6443285067347083,20260811,26,1,1,a12a2535784f18683bb037f972fa9753af6858ad909b1cbb6d3ffe44b321d483,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,1461566660.0,452,0,226,226,0,22,560,334,226,74,22,1,1,1,1,1643458464.0,637639872.0,22065360.0,2.577408559545034,0.6443521398862585,20260811,27,1,1,423bb51cc86238ce5774868bb77e92a1054a215086315f30675f38afcbe74ab7,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,1532288630.0,474,0,248,226,0,22,560,334,226,74,22,1,1,1,2,1722992688.0,668524000.0,23102176.0,2.5773086501008193,0.6443271625252048,20260811,27,1,1,423bb51cc86238ce5774868bb77e92a1054a215086315f30675f38afcbe74ab7,0,0,0,0,70721970.0,4.838778273718969,C_same_logical_outcome_later_convergence
P2_stagnation_1to3,1,1581577110.0,489,0,263,226,3,22,560,334,226,74,22,1,1,3,3,1778394528.0,689970288.0,23904534.0,2.5774943630616165,0.6443735907654041,20260811,27,1,1,423bb51cc86238ce5774868bb77e92a1054a215086315f30675f38afcbe74ab7,0,0,0,0,120010450.0,8.2110828937491,C_same_logical_outcome_later_convergence
P0_round_robin,1,705066250.0,218,0,109,109,0,0,647,538,109,278,0,1,0,1,1,792807696.0,307589344.0,10655656.0,2.5774875218043967,0.6443718804510992,20260811,28,1,1,a5eb52fc424a56260bf1aed4c5aeef5418dc3cba62c834ff9dba9fa6282fd634,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,705066250.0,218,0,109,109,0,0,647,538,109,278,0,1,0,1,1,792807696.0,307589344.0,10655656.0,2.5774875218043967,0.6443718804510992,20260811,28,1,1,a5eb52fc424a56260bf1aed4c5aeef5418dc3cba62c834ff9dba9fa6282fd634,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,705066250.0,218,0,109,109,0,0,647,538,109,278,0,1,0,1,1,792807696.0,307589344.0,10655656.0,2.5774875218043967,0.6443718804510992,20260811,28,1,1,a5eb52fc424a56260bf1aed4c5aeef5418dc3cba62c834ff9dba9fa6282fd634,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,217518455.0,67,0,34,33,0,0,68,34,34,0,0,0,0,1,1,244565784.0,94834064.0,3348452.0,2.578881191889024,0.644720297972256,20260811,29,1,1,1591bd2b6104a9bd448f68f1959a081545e2ac9680e49040baa44155e797cfd6,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,217518455.0,67,0,34,33,0,0,68,34,34,0,0,0,0,1,1,244565784.0,94834064.0,3348452.0,2.578881191889024,0.644720297972256,20260811,29,1,1,1591bd2b6104a9bd448f68f1959a081545e2ac9680e49040baa44155e797cfd6,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,217518455.0,67,0,34,33,0,0,68,34,34,0,0,0,0,1,1,244565784.0,94834064.0,3348452.0,2.578881191889024,0.644720297972256,20260811,29,1,1,1591bd2b6104a9bd448f68f1959a081545e2ac9680e49040baa44155e797cfd6,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,198230645.0,61,0,31,30,0,0,62,31,31,0,0,0,0,1,1,222874632.0,86411120.0,3065684.0,2.579235542832913,0.6448088857082283,20260811,30,1,1,7bcce32a9e6425e61b0595c72b60b38277cf19cb9cab734a06d323d38eca4f03,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,198230645.0,61,0,31,30,0,0,62,31,31,0,0,0,0,1,1,222874632.0,86411120.0,3065684.0,2.579235542832913,0.6448088857082283,20260811,30,1,1,7bcce32a9e6425e61b0595c72b60b38277cf19cb9cab734a06d323d38eca4f03,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,198230645.0,61,0,31,30,0,0,62,31,31,0,0,0,0,1,1,222874632.0,86411120.0,3065684.0,2.579235542832913,0.6448088857082283,20260811,30,1,1,7bcce32a9e6425e61b0595c72b60b38277cf19cb9cab734a06d323d38eca4f03,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,365391665.0,113,0,57,56,0,0,114,57,57,0,0,0,0,1,1,410864616.0,159409968.0,5516340.0,2.577408559545034,0.6443521398862585,20260811,31,1,1,fb1fa7150d3aacb1c9bb8850f6b977c6af98f8563a1cd990645e39d70f44613e,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,365391665.0,113,0,57,56,0,0,114,57,57,0,0,0,0,1,1,410864616.0,159409968.0,5516340.0,2.577408559545034,0.6443521398862585,20260811,31,1,1,fb1fa7150d3aacb1c9bb8850f6b977c6af98f8563a1cd990645e39d70f44613e,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,365391665.0,113,0,57,56,0,0,114,57,57,0,0,0,0,1,1,410864616.0,159409968.0,5516340.0,2.577408559545034,0.6443521398862585,20260811,31,1,1,fb1fa7150d3aacb1c9bb8850f6b977c6af98f8563a1cd990645e39d70f44613e,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,403967285.0,125,0,63,62,0,0,126,63,63,0,0,0,0,1,1,454246920.0,176255856.0,6081876.0,2.5772018604590365,0.6443004651147591,20260812,0,1,1,6a79e1d228a102263e9c923a5ad0bfb3d718d0d078bd9c158fb5caa27ed9ad17,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,403967285.0,125,0,63,62,0,0,126,63,63,0,0,0,0,1,1,454246920.0,176255856.0,6081876.0,2.5772018604590365,0.6443004651147591,20260812,0,1,1,6a79e1d228a102263e9c923a5ad0bfb3d718d0d078bd9c158fb5caa27ed9ad17,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,403967285.0,125,0,63,62,0,0,126,63,63,0,0,0,0,1,1,454246920.0,176255856.0,6081876.0,2.5772018604590365,0.6443004651147591,20260812,0,1,1,6a79e1d228a102263e9c923a5ad0bfb3d718d0d078bd9c158fb5caa27ed9ad17,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,358962395.0,111,0,56,55,0,0,112,56,56,0,0,0,0,1,1,403634232.0,156602320.0,5422084.0,2.5774473328364484,0.6443618332091121,20260812,1,1,1,703897a94a162fb2a789f5f74ce3dea0bd0b91a1e833442206155ca8bfc40213,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,358962395.0,111,0,56,55,0,0,112,56,56,0,0,0,0,1,1,403634232.0,156602320.0,5422084.0,2.5774473328364484,0.6443618332091121,20260812,1,1,1,703897a94a162fb2a789f5f74ce3dea0bd0b91a1e833442206155ca8bfc40213,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,358962395.0,111,0,56,55,0,0,112,56,56,0,0,0,0,1,1,403634232.0,156602320.0,5422084.0,2.5774473328364484,0.6443618332091121,20260812,1,1,1,703897a94a162fb2a789f5f74ce3dea0bd0b91a1e833442206155ca8bfc40213,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,618271105.0,191,0,96,95,0,0,259,96,163,0,0,0,0,1,1,695197512.0,269686096.0,9383200.0,2.577802572365466,0.6444506430913665,20260812,2,1,1,ddd0cacb86b15757f7993ff1e99200ade342e94f78cb244b1c9b0022bdc0965c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,618271105.0,191,0,96,95,0,0,259,96,163,0,0,0,0,1,1,695197512.0,269686096.0,9383200.0,2.577802572365466,0.6444506430913665,20260812,2,1,1,ddd0cacb86b15757f7993ff1e99200ade342e94f78cb244b1c9b0022bdc0965c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,618271105.0,191,0,96,95,0,0,259,96,163,0,0,0,0,1,1,695197512.0,269686096.0,9383200.0,2.577802572365466,0.6444506430913665,20260812,2,1,1,ddd0cacb86b15757f7993ff1e99200ade342e94f78cb244b1c9b0022bdc0965c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,1031882295.0,319,0,160,159,0,0,441,160,281,0,0,0,0,1,1,1160290008.0,450153424.0,15606460.0,2.5775434466094387,0.6443858616523597,20260812,3,1,1,9fe3bccfcf92b640afebae3b2e2020fad459a420a0bfe8acb62424fc5d7d2d34,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,1031882295.0,319,0,160,159,0,0,441,160,281,0,0,0,0,1,1,1160290008.0,450153424.0,15606460.0,2.5775434466094387,0.6443858616523597,20260812,3,1,1,9fe3bccfcf92b640afebae3b2e2020fad459a420a0bfe8acb62424fc5d7d2d34,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,1031882295.0,319,0,160,159,0,0,441,160,281,0,0,0,0,1,1,1160290008.0,450153424.0,15606460.0,2.5775434466094387,0.6443858616523597,20260812,3,1,1,9fe3bccfcf92b640afebae3b2e2020fad459a420a0bfe8acb62424fc5d7d2d34,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,410396555.0,127,0,64,63,0,0,128,64,64,0,0,0,0,1,1,461477304.0,179063504.0,6176132.0,2.577171191735419,0.6442927979338547,20260812,4,1,1,757a54d8224a57f6a990c64830100bdf873439de3797206e0cbaa72a07e04d6c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,410396555.0,127,0,64,63,0,0,128,64,64,0,0,0,0,1,1,461477304.0,179063504.0,6176132.0,2.577171191735419,0.6442927979338547,20260812,4,1,1,757a54d8224a57f6a990c64830100bdf873439de3797206e0cbaa72a07e04d6c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,410396555.0,127,0,64,63,0,0,128,64,64,0,0,0,0,1,1,461477304.0,179063504.0,6176132.0,2.577171191735419,0.6442927979338547,20260812,4,1,1,757a54d8224a57f6a990c64830100bdf873439de3797206e0cbaa72a07e04d6c,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,172513565.0,53,0,27,26,0,0,54,27,27,0,0,0,0,1,1,193953096.0,75180528.0,2688660.0,2.579831522332485,0.6449578805831212,20260812,5,1,1,a8a8b050e829a5fe8a77d3182e08a6436e8dda860836cbc5531c5b32a5b740dd,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,172513565.0,53,0,27,26,0,0,54,27,27,0,0,0,0,1,1,193953096.0,75180528.0,2688660.0,2.579831522332485,0.6449578805831212,20260812,5,1,1,a8a8b050e829a5fe8a77d3182e08a6436e8dda860836cbc5531c5b32a5b740dd,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,172513565.0,53,0,27,26,0,0,54,27,27,0,0,0,0,1,1,193953096.0,75180528.0,2688660.0,2.579831522332485,0.6449578805831212,20260812,5,1,1,a8a8b050e829a5fe8a77d3182e08a6436e8dda860836cbc5531c5b32a5b740dd,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,1205472585.0,373,0,187,186,0,0,406,187,219,0,0,0,0,1,1,1355510376.0,525959920.0,18151372.0,2.5772123016521866,0.6443030754130467,20260812,6,1,1,a6b9b78d1b927834c7f290e4f7179b9943c62ed85c6b110dc131fa5faa8d0245,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,1205472585.0,373,0,187,186,0,0,406,187,219,0,0,0,0,1,1,1355510376.0,525959920.0,18151372.0,2.5772123016521866,0.6443030754130467,20260812,6,1,1,a6b9b78d1b927834c7f290e4f7179b9943c62ed85c6b110dc131fa5faa8d0245,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,1205472585.0,373,0,187,186,0,0,406,187,219,0,0,0,0,1,1,1355510376.0,525959920.0,18151372.0,2.5772123016521866,0.6443030754130467,20260812,6,1,1,a6b9b78d1b927834c7f290e4f7179b9943c62ed85c6b110dc131fa5faa8d0245,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,1,724354060.0,224,0,112,112,0,0,346,234,112,0,0,0,0,1,1,814498848.0,316012288.0,10938424.0,2.577427773947828,0.644356943486957,20260812,7,1,1,ac31e9669d3eff3604117f25561562ae88d3b5d7f288b9802300697123d736b8,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,1,724354060.0,224,0,112,112,0,0,346,234,112,0,0,0,0,1,1,814498848.0,316012288.0,10938424.0,2.577427773947828,0.644356943486957,20260812,7,1,1,ac31e9669d3eff3604117f25561562ae88d3b5d7f288b9802300697123d736b8,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,1,724354060.0,224,0,112,112,0,0,346,234,112,0,0,0,0,1,1,814498848.0,316012288.0,10938424.0,2.577427773947828,0.644356943486957,20260812,7,1,1,ac31e9669d3eff3604117f25561562ae88d3b5d7f288b9802300697123d736b8,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,506835605.0,157,0,79,78,0,0,158,79,79,0,0,0,0,1,1,569933064.0,221178224.0,7589972.0,2.5768045953746332,0.6442011488436583,20260812,8,1,1,cda6256b4b0036ba5f1f081b94a4bff8983295ac94ed2ba4af56705b9a87aaf9,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,506835605.0,157,0,79,78,0,0,158,79,79,0,0,0,0,1,1,569933064.0,221178224.0,7589972.0,2.5768045953746332,0.6442011488436583,20260812,8,1,1,cda6256b4b0036ba5f1f081b94a4bff8983295ac94ed2ba4af56705b9a87aaf9,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,506835605.0,157,0,79,78,0,0,158,79,79,0,0,0,0,1,1,569933064.0,221178224.0,7589972.0,2.5768045953746332,0.6442011488436583,20260812,8,1,1,cda6256b4b0036ba5f1f081b94a4bff8983295ac94ed2ba4af56705b9a87aaf9,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,371820935.0,115,0,58,57,0,0,116,58,58,0,0,0,0,1,1,418095000.0,162217616.0,5610596.0,2.577371128422945,0.6443427821057363,20260812,9,1,1,e622ed739ff844f92a0cc9c3227bb74a2a3e026e70aafa73496e92efcfb8b909,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,371820935.0,115,0,58,57,0,0,116,58,58,0,0,0,0,1,1,418095000.0,162217616.0,5610596.0,2.577371128422945,0.6443427821057363,20260812,9,1,1,e622ed739ff844f92a0cc9c3227bb74a2a3e026e70aafa73496e92efcfb8b909,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,371820935.0,115,0,58,57,0,0,116,58,58,0,0,0,0,1,1,418095000.0,162217616.0,5610596.0,2.577371128422945,0.6443427821057363,20260812,9,1,1,e622ed739ff844f92a0cc9c3227bb74a2a3e026e70aafa73496e92efcfb8b909,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,230376995.0,71,0,36,35,0,0,72,36,36,0,0,0,0,1,1,259026552.0,100449360.0,3536964.0,2.578677972662046,0.6446694931655115,20260812,10,1,1,725a0e0747356112e30b847916f78df3df050a77809904e306e77b8317b512d0,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,230376995.0,71,0,36,35,0,0,72,36,36,0,0,0,0,1,1,259026552.0,100449360.0,3536964.0,2.578677972662046,0.6446694931655115,20260812,10,1,1,725a0e0747356112e30b847916f78df3df050a77809904e306e77b8317b512d0,0,0,0,0,0.0,0.0,A_same_success_same_winner
P2_stagnation_1to3,0,230376995.0,71,0,36,35,0,0,72,36,36,0,0,0,0,1,1,259026552.0,100449360.0,3536964.0,2.578677972662046,0.6446694931655115,20260812,10,1,1,725a0e0747356112e30b847916f78df3df050a77809904e306e77b8317b512d0,0,0,0,0,0.0,0.0,A_same_success_same_winner
P0_round_robin,0,307528235.0,95,0,48,47,0,0,96,48,48,0,0,0,0,1,1,345791160.0,134141136.0,4668036.0,2.577815950507531,0.6444539876268828,20260812,11,1,1,a4f462e657d652055b83ff6104c4280c4da1e41b37ed1c444f7ac07c1c36bf2d,0,0,0,0,0.0,0.0,A_same_success_same_winner
P1_stagnation_1to2,0,307528235.0,95,0,48,47,0,0,96,48,48,0,0,0,0,1,1,345791160.0,134141136.0,4668036.0,2.577815950507531,0.6444539876268828,20260812,11,1,1,a4f462e657d652055b83ff6104c4280c4da1e41b37ed1c444f7ac07c1c36bf2d,0,0,0,0,0.0,0.0,A_same_success_same_winner
